Unnamed: 0,Lake_type,Longitude,Latitude,Year_final,Lake_area_ha,Elevation_m,GLOF,Lake_type_simplified,is_supraglacial,Lake_area_calculated_ha,expansion_ha_peryr_5y,expansion_ha_peryr_10y
1290,E(o),90.646,27.787,2023,26.59,4550,0,other,0,30.027397647344397,0.0158896830796763,1.104176402707277
1291,E(o),90.625,27.765,2023,10.8,4338,0,other,0,4.052060936871363,0.6356180393470916,0.3257540407242423
1292,E(o),90.636,27.764,2023,12.42,4614,0,other,0,4.052060936871363,0.0954149983894946,0.254218480472463
1293,E(c),90.624,27.757,2023,12.45,4410,0,other,0,4.052060936871363,0.6356180393470916,0.3257540407242423
1294,M(o),90.756,27.942,2023,16.41,5031,0,moraine,0,18.006524155311006,-0.0320290223699785,-1.150183353571926
1295,M(o),90.812,27.907,2023,35.67,4804,0,moraine,0,39.602383265568655,-0.2380947379521202,0.007936855712262
1296,E(o),90.83,27.886,2023,16.34,4845,0,other,0,45.48796352622647,-0.0158770511581067,0.03969272843173
1297,E(o),90.791,27.88,2023,10.66,4807,0,other,0,30.404382047999896,-0.0476318737885414,0.0158765235365098
1298,E(o),90.803,27.873,2023,27.12,4453,0,other,0,46.9169644177557,-0.0317552695260218,0.0396925201485274
1299,E(o),90.816,27.867,2023,53.98,4135,0,other,0,46.9169644177557,-0.0317552695260218,0.0396925201485274
1300,E(o),90.831,27.841,2023,18.14,4568,0,other,0,11.749424118387582,0.0158767739747641,0.0238161123248835
1301,E(o),90.811,27.83,2023,18.02,4367,0,other,0,9.926565733950676,0.1588175708637937,0.1667663082023848
1302,E(c),90.81,27.821,2023,14.45,4613,0,other,0,9.926565733950676,0.1588175708637937,0.1667663082023848
1303,E(o),90.864,27.81,2023,22.79,4112,0,other,0,0.6354004055468662,0.0476530597692739,0.0317647796757973
1304,E(o),90.784,27.79,2023,10.15,4263,0,other,0,0.476561536872114,-0.1429826502747517,0.0317678733383667
1305,E(c),90.811,27.784,2023,10.09,4126,0,other,0,0.397234652184759,-0.1588480272122227,0.0158861746655301
1306,E(c),90.807,27.757,2023,18.25,4181,0,other,0,2.2252351738482834,-0.047684059896529,-0.0874189107434476
1307,E(c),90.821,27.748,2023,11.59,4438,0,other,0,2.2252351738482834,-0.047684059896529,-0.0874189107434476
1308,E(o),90.96,27.707,2023,11.57,3952,0,other,0,0.1590066934772937,0.0159035373425993,-0.0238509416579457
1309,M(o),91.452,28.037,2023,56.24,4737,0,moraine,0,61.36053140963658,1.4904199567256484,-0.6103957054165192
1310,M(e),91.511,28.164,2023,11.98,5221,0,moraine,0,49.325658759261216,0.6017281250908425,1.1243011686030393
1311,M(e),91.664,28.143,2023,19.31,5139,0,moraine,0,42.206221189214155,1.346167822483426,0.4909909866357097
1312,M(e),91.597,28.024,2023,36.52,4804,0,moraine,0,39.397600799206145,0.9512978696828795,2.108277940746839
1313,E(o),91.676,28.014,2023,14.26,4422,0,other,0,17.519305454577573,-1.458475502149787,-0.6182345206194384
1314,E(o),91.96,28.355,2023,20.15,4774,0,other,0,98.48693949867592,-7.129564484788597,-3.1537611050332486
1315,E(o),91.942,28.102,2023,117.73,4705,0,other,0,91.01530651877356,-0.2534997741948871,-1.267411299854632
1316,E(o),91.939,28.059,2023,240.03,4631,0,other,0,191.5334644253719,17.95673439221948,4.754634834590982
1317,E(c),91.45,27.916,2023,13.44,4422,0,other,0,10.632807905467592,0.2856584132951539,0.0555446758546674
1318,E(c),91.449,27.879,2023,10.23,4229,0,other,0,1.4286627783223953,-0.6508277729518832,0.0555546281995904
1319,E(c),91.459,27.871,2023,12.59,3832,0,other,0,1.9048567787434532,-0.5555889728676716,0.1031740282419665
1320,E(o),91.495,27.86,2023,10.51,3913,0,other,0,9.447954874004132,0.2063938386387942,0.111146271927843
1321,M(o),91.511,27.996,2023,12.13,5319,0,moraine,0,44.6468289303062,0.6830766579799743,0.1988339154331775
1322,E(o),91.577,27.912,2023,13.64,4628,0,other,0,19.362579171145907,-12.33096091407772,0.4045852241264036
1323,E(o),91.62,27.901,2023,14.82,4938,0,other,0,18.891739078806456,-0.1270039892642188,0.0635008843401681
1324,E(c),91.535,27.898,2023,27.53,4430,0,other,0,47.30062550241814,3.777775724478032,2.730150272626946
1325,E(c),91.649,27.893,2023,24.45,4819,0,other,0,35.561363908406875,-0.5238975759759967,0.4445259886840862
1326,E(c),91.596,27.888,2023,16.69,4626,0,other,0,17.934234362799508,-4.650062005115132,0.6425548322633166
1327,E(c),91.517,27.878,2023,32.71,4248,0,other,0,18.412196758857498,0.2698387661857026,0.261896641679918
1328,E(o),91.717,27.877,2023,18.45,4533,0,other,0,0.873205160168303,-1.5398266501889846,-0.1984306827388548
1329,E(o),91.634,27.877,2023,44.48,4480,0,other,0,35.64074449593859,-0.5397738273925625,0.4524640474372571
1330,E(o),91.671,27.869,2023,45.27,4054,0,other,0,18.968741518194296,0.3492269522358903,1.2141687269606842
1331,E(o),91.629,27.861,2023,10.38,4581,0,other,0,35.64074449593859,-0.5397738273925625,0.4524640474372571
1332,E(c),91.5,27.854,2023,31.88,4049,0,other,0,9.447954874004132,0.2063938386387942,0.111146271927843
1333,E(c),91.604,27.851,2023,31.4,4509,0,other,0,42.40323712399928,1.969874442249936,1.7551059638229094
1334,E(c),91.583,27.847,2023,49.42,4656,0,other,0,42.40323712399928,1.969874442249936,1.7551059638229094
1335,E(o),91.565,27.841,2023,16.27,4558,0,other,0,49.23392319189905,2.207576532403867,1.0482007451012074
1336,O,91.605,27.838,2023,66.35,4125,0,other,0,42.40323712399928,1.969874442249936,1.7551059638229094
1337,E(c),91.553,27.834,2023,67.23,4521,0,other,0,49.23392319189905,2.207576532403867,1.0482007451012074
1338,E(c),91.559,27.824,2023,10.93,4674,0,other,0,49.23392319189905,2.207576532403867,1.0482007451012074
1339,E(c),91.595,27.815,2023,14.2,4678,0,other,0,31.52478902689714,4.907385079753277,1.6437496166987238
1340,E(c),91.501,27.811,2023,17.12,4213,0,other,0,1.6679500123751103,-0.2381991980048749,0.0794460760534878
1341,E(c),91.549,27.809,2023,19.04,4297,0,other,0,35.33766789622429,1.461157634000776,0.651168544896749
1342,E(o),91.59,27.806,2023,13.8,4406,0,other,0,8.340775414121321,0.8421388296733104,0.4210110776410288
1343,E(c),91.643,27.802,2023,12.24,4504,0,other,0,3.0183280912876556,-0.0953086512348395,-0.7625148508457431
1344,E(o),91.579,27.801,2023,19.76,4617,0,other,0,8.340775414121321,0.2544869883878558,0.4210110776410288
1345,E(c),91.593,27.798,2023,16.43,4066,0,other,0,8.340775414121321,0.5876896403628006,0.4210110776410288
1346,E(o),91.65,27.757,2023,16.67,4152,0,other,0,10.489458680680798,1.9071416507280117,0.9853736387909172
1347,E(o),91.529,27.756,2023,15.81,3868,0,other,0,6.913529669771684,0.9535887804599816,0.5562787744705011
1348,E(o),91.634,27.702,2023,16.42,4319,0,other,0,3.975301791345037,-0.0316833157856911,0.0556439338204185
1349,O,91.952,27.992,2023,40.89,4354,0,other,0,2.2995159664772657,-2.664289788181313,0.1982340144847321
1350,O,91.896,27.901,2023,217.48,4452,0,other,0,200.30598231865645,-0.0317466751565461,0.2301499521018058
1351,E(o),91.833,27.874,2023,10.26,4340,0,other,0,4.6834454700586425,0.7779278368396263,0.3810074617636789
1352,E(o),91.948,27.849,2023,19.9,4630,0,other,0,11.433424158210244,0.4763907140519944,0.3572961381020555
1353,O,91.892,27.841,2023,145.65,4638,0,other,0,131.81086103807291,1.6357375412807271,4.549886885015755
1354,E(o),91.925,27.796,2023,22.77,4499,0,other,0,13.981011757718155,0.9850309016488256,0.9293732814928826
1355,E(c),91.838,27.795,2023,19.81,4667,0,other,0,10.883047106299998,0.5084054751617743,0.849975532736005
1356,E(o),91.948,27.785,2023,13.08,4484,0,other,0,13.981011757718155,0.9850309016488256,0.9293732814928826
1357,E(o),91.87,27.746,2023,44.61,4345,0,other,0,30.359208135041374,5.436043848015,2.9882351812707464
1358,E(o),91.871,27.734,2023,12.54,4456,0,other,0,30.359208135041374,5.436043848015,2.9882351812707464
1359,E(o),91.903,27.698,2023,13.14,4047,0,other,0,7.553330420260093,-0.0318039596545149,0.0636073642727899
1360,E(o),91.873,27.697,2023,13.11,4467,0,other,0,10.25712092085367,0.1590259611460048,0.5486286090420371
1361,E(o),91.857,27.693,2023,17.65,4283,0,other,0,10.25712092085367,0.1590259611460048,0.5486286090420371
1362,E(o),91.875,27.673,2023,33.23,4222,0,other,0,8.587349577623941,0.1431228960593951,0.3816514747190643
1363,E(c),91.803,27.625,2023,10.79,4329,0,other,0,0.1591278845162735,-3.9165196427104474e-07,-0.0716089418610952
1364,E(o),91.779,27.62,2023,11.38,3978,0,other,0,0.1591278845162735,-3.9165196427104474e-07,-0.0716089418610952
1365,E(o),92.033,28.239,2023,12.05,5130,0,other,0,16.852128932189174,0.348117151209874,0.4509690006774969
1366,E(o),92.042,28.23,2023,15.97,5107,0,other,0,16.852128932189174,0.348117151209874,0.4509690006774969
1367,E(o),92.023,28.228,2023,11.52,5115,0,other,0,16.852128932189174,0.348117151209874,0.4509690006774969
1368,E(o),92.043,28.223,2023,15.06,5099,0,other,0,16.852128932189174,0.348117151209874,0.4509690006774969
1369,E(o),92.039,28.193,2023,25.64,5036,0,other,0,12.109245661811682,0.1266320772197698,0.0316581506117243
1370,E(o),92.147,28.068,2023,16.73,4973,0,other,0,13.074232317665375,-0.0316954619992774,0.0237720334865537
1371,E(o),92.161,27.851,2023,16.55,4824,0,other,0,12.385928200108513,0.1905520686357967,-0.0555775403903616
1372,M(o),92.048,27.789,2023,11.07,4952,0,moraine,0,33.5285003024517,-1.0806213322134184,0.7789076535178421
1373,E(c),92.041,27.753,2023,10.23,4084,0,other,0,16.208379886655692,-1.7321156779891065,0.9533009435058768
1374,E(o),92.222,27.588,2023,13.08,4455,0,other,0,1.273204877944585,-0.0159148959408438,1.6090398657908624e-08
1375,E(o),92.216,27.566,2023,19.59,4348,0,other,0,0.3184076006806573,-0.1114221462975372,-0.0159146439816156
1376,E(o),92.065,27.565,2023,14.28,4326,0,other,0,0.6368898968970188,0.0796107023846625,0.0079648070874632
1377,E(o),92.033,27.519,2023,60.79,4274,0,other,0,0.2389445444700624,-0.0477812219517674,-0.0398240475706172
1378,E(o),92.048,27.514,2023,14.07,4088,0,other,0,1.194621797806802,0.1433542287155804,0.0557436777630567
1379,O,92.101,27.509,2023,18.91,4148,0,other,0,12.026510190884386,0.1592936012191995,0.9796448590735972
1380,E(o),92.045,27.505,2023,10.8,4170,0,other,0,0.2389445444700624,-0.0477812219517674,-0.0398240475706172
1381,E(o),92.315,27.774,2023,13.13,4870,0,other,0,147.85508758402452,-7.833621031942704,5.601111065615785
1382,M(o),92.435,27.771,2023,55.56,5179,0,moraine,0,81.6637557925505,-8.659008696087241,-1.8589707933932689
1383,M(o),92.425,27.763,2023,19.37,5094,0,moraine,0,58.64008302984069,3.099115506072566,3.8143706918870377
1384,E(o),92.401,27.756,2023,13.46,4967,0,other,0,11.99948444344626,0.0635721661469119,-0.4448986191835942
1385,E(o),92.386,27.715,2023,12.28,5117,0,other,0,11.050008929308664,-0.015898346253024,0.0635969901164577
1386,O,93.163,31.03,2023,13.3,5195,0,other,0,7.1562248403712045,-0.3539653997372826,-0.2385426096764944
1387,O,93.181,30.621,2023,689.79,4499,0,other,0,672.6178736151666,-1.12824699387495,0.4250286821358486
1388,E(o),93.058,30.535,2023,86.74,4817,0,other,0,77.42301767209491,0.2010990047943238,0.1933642407198348
1389,M(o),93.419,30.527,2023,31.64,4758,0,moraine,0,96.07625821092206,2.630083924527946,-0.0541442887621059
1390,M(o),93.445,30.521,2023,114.42,4780,0,moraine,0,112.01264030518746,4.564125712432338,-0.239814958553174
1391,M(e),93.357,30.493,2023,22.25,4702,0,moraine,0,148.35350973587188,-5.16987219415758,9.991314557289256
1392,M(e),93.39,30.463,2023,12.41,4788,0,moraine,0,39.1663391358123,-1.6873990995474273,2.190586859300836
1393,E(o),93.492,30.425,2023,32.69,4496,0,other,0,28.19096529814053,-2.6176568098070616,-0.1156244429835894
1394,M(l),93.683,30.803,2023,11.1,5130,0,moraine,0,13.730570497866038,-1.049070702079152,-0.1693261483519606
1395,M(e),93.516,30.532,2023,36.56,4778,0,moraine,0,167.18178630520586,2.5374326361448594,9.53090892153246
1396,E(o),93.509,30.461,2023,12.12,4785,0,other,0,94.97636111228408,4.567114728784716,8.351937832388519
1397,M(o),93.63,30.441,2023,12.45,4685,0,moraine,0,40.95468016739298,1.0374000906263547,2.957391281860637
1398,M(e),93.529,30.354,2023,11.42,4750,0,moraine,0,48.35628987248243,-2.1389961024858337,0.3874913446834626
1399,M(e),93.507,30.348,2023,43.13,4537,0,moraine,0,48.35628987248243,-2.1389961024858337,0.3874913446834626
1400,M(e),93.831,30.883,2023,13.43,4801,0,moraine,0,38.30122540681589,-4.469881995446724,-0.0154191261938166
1401,M(e),93.894,30.659,2023,25.13,4791,0,moraine,0,30.67151770446995,-1.4525311273720107,0.548905885152698
1402,E(o),93.823,30.489,2023,10.41,4933,0,other,0,54.00289623313323,-0.5879491384508313,4.45638476577786
1403,E(o),94.117,30.789,2023,12.4,4656,0,other,0,308.6099175990717,-7.066917944345664,29.69584552938427
1404,M(e),94.211,30.732,2023,10.54,4550,0,moraine,0,61.19663109356028,-1.8057136626525805,3.148620892602839
1405,E(o),94.118,30.706,2023,17.53,4741,0,other,0,43.31529494224965,2.826279672921212,1.9690205359295656
1406,M(e),94.134,30.262,2023,12.6,4161,0,moraine,0,186.2430083047111,-7.38391385658299,16.7935153074865
1407,M(o),94.344,30.849,2023,22.22,5015,0,moraine,0,19.50841116964566,-2.018231844282038,-0.4935023418925855
1408,M(o),94.353,30.842,2023,11.7,4973,0,moraine,0,19.50841116964566,-1.154939542054673,-0.4935023418925855
1409,M(e),94.492,30.654,2023,530.64,3942,0,moraine,0,542.4548772768048,0.8653069492302393,14.254776291457238
1410,M(e),94.444,30.626,2023,66.04,4095,0,moraine,0,73.9510107644296,1.638348800094326,0.911915919690182
1411,E(o),94.266,30.487,2023,25.3,4456,0,other,0,65.46595627798237,3.0198700350527306,4.271517271109235
1412,M(o),94.455,30.431,2023,13.03,3902,0,moraine,0,27.09771800889105,-4.846703456879122,-0.3948646576257452
1413,M(o),94.288,30.181,2023,16.21,4363,0,moraine,0,43.46176506618588,-3.867121144513921,3.267177024976341
1414,M(o),94.282,30.176,2023,13.91,4607,0,moraine,0,34.45917818664389,-5.66763852042232,2.366918337023508
1415,M(e),94.603,30.452,2023,181.75,3998,0,moraine,0,219.30164880262447,5.5264440474856995,5.650394544683882
1416,E(o),94.653,30.393,2023,18.96,4007,0,other,0,17.354875527350615,-0.3563395393316092,0.6510774452572798
1417,M(o),94.732,30.352,2023,36.07,2698,0,moraine,0,31.53890938348351,-0.1239767968867703,9.481893560447927e-06
1418,M(e),94.759,30.537,2023,51.12,3631,0,moraine,0,53.75372779796464,0.5568555568841574,1.160102857726136
1419,M(e),95.032,30.482,2023,14.85,4335,0,moraine,0,394.6531661711187,39.81109164562149,20.284728059862054
1420,M(e),95.082,30.395,2023,12.22,4151,0,moraine,0,112.22776492067004,5.297538852047429,6.436331147829421
1421,E(o),92.485,30.093,2023,11.49,5158,0,other,0,7.381006688710305,0.3884701689896822,0.4195553054655384
1422,E(o),92.457,30.072,2023,10.98,5096,0,other,0,23.1630947272622,-0.3730949238340343,-0.116590737396309
1423,E(o),92.443,30.049,2023,52.8,4993,0,other,0,40.57485098480688,-0.3575498163408482,-0.038860571491481
1424,E(o),92.72,30.327,2023,14.1,5213,0,other,0,35.72571048926982,-0.0774977899337443,0.5657238218191807
1425,E(o),92.533,30.089,2023,11.3,5084,0,other,0,6.759714439262482,0.3884888666219552,0.1243162699023334
1426,E(o),92.742,30.006,2023,14.1,5108,0,other,0,11.12019952197147,0.0154666800349389,0.0933173922318996
1427,E(o),92.925,30.297,2023,29.42,4831,0,other,0,28.920252123634096,-0.2472235492793764,0.1318063485769979
1428,E(o),92.968,30.229,2023,10.6,4851,0,other,0,29.641111846741552,-9.91650262914273,0.015510704345829
1429,E(o),92.941,30.219,2023,12.89,5208,0,other,0,29.641111846741552,-5.307437273526328,0.015510704345829
1430,E(o),92.976,30.197,2023,24.87,4995,0,other,0,22.890464980033443,-5.897134595002224,-0.1862321016037704
1431,E(o),92.18,29.918,2023,37.73,5161,0,other,0,27.552691431925457,0.2023695581512115,0.4202964242407144
1432,E(o),92.192,29.905,2023,25.14,4992,0,other,0,27.552691431925457,0.2023695581512115,0.4202964242407144
1433,E(o),92.399,29.816,2023,13.49,5068,0,other,0,17.76537710991343,0.1246776880951046,0.2181642485524802
1434,E(o),92.49,29.601,2023,15.9,4951,0,other,0,16.709078480985823,-0.1873954223858248,-0.1015082612722267
1435,E(o),92.716,29.59,2023,13.21,5381,0,other,0,10.854165789810091,0.0468524873524458,0.0702776431934008
1436,M(e),92.636,29.539,2023,14.07,5179,0,moraine,0,34.2221495338192,-0.4688094165632762,-0.1797169431106432
1437,E(o),92.925,29.777,2023,10.33,5093,0,other,0,22.061362015016904,-1.5591210769008017,1.1225565906674209
1438,M(e),92.778,29.75,2023,14.19,5210,0,moraine,0,14.891031700569595,0.1091497772698076,0.1247430449838532
1439,M(o),93.216,30.296,2023,12.34,4942,0,moraine,0,40.63635957174744,0.3567539775078401,2.768543725376161
1440,E(o),93.197,30.028,2023,32.59,5014,0,other,0,30.400920230016748,-1.1507207339370091,0.2723276978448108
1441,E(o),93.351,30.327,2023,23.62,4549,0,other,0,44.80489643762793,-3.6289685847079327,0.1085296653459238
1442,M(e),93.343,30.319,2023,47.25,4613,0,moraine,0,83.26207796124794,-10.88447066104754,1.1086331897468782
1443,E(o),93.48,30.287,2023,16.83,4544,0,other,0,17.759645882349766,-7.506598236702112,0.1010611324259461
1444,M(o),93.457,30.267,2023,70.57,4076,0,moraine,0,69.1039578666903,-13.45344630233799,-0.0465350309266028
1445,E(o),93.48,30.167,2023,14.34,4873,0,other,0,13.97222533618221,-1.676644288581936,0.380183464657806
1446,E(o),93.274,30.116,2023,32.7,4630,0,other,0,35.419201444601654,0.0773808322405827,0.2950332415156943
1447,M(o),93.272,30.099,2023,33.54,4704,0,moraine,0,56.5681464434059,-1.0874246569778236,0.9247206878102638
1448,E(o),93.359,30.079,2023,10.08,4950,0,other,0,69.61456811315041,-4.412969624948039,4.739332987315299
1449,M(o),93.357,30.072,2023,11.84,5065,0,moraine,0,44.05764949849701,-5.781160332505216,3.4110523711271683
1450,E(o),93.334,30.065,2023,10.38,4888,0,other,0,38.07466893407443,-5.81224268913766,1.717393358661876
1451,E(o),93.277,30.059,2023,17.78,4928,0,other,0,44.83627995857789,2.4247134688267424,1.67073770713432
1452,E(o),93.406,30.025,2023,21.26,4772,0,other,0,20.99191867711606,-11.429724320225304,0.3964968099776012
1453,E(o),93.437,30.008,2023,40.99,4696,0,other,0,30.17151435288777,-5.892126342294662,-0.1632987277252205
1454,E(o),93.614,30.249,2023,11.57,4482,0,other,0,107.36773470628998,0.0775731610258731,0.2637532907416385
1455,M(e),93.638,30.242,2023,108.96,4181,0,moraine,0,107.36773470628998,-2.018323665144513,0.2637532907416385
1456,E(o),93.577,30.233,2023,11.77,4337,0,other,0,13.112313453395906,0.2328016316787501,0.2327994682877987
1457,E(o),93.636,30.228,2023,10.0,4171,0,other,0,107.36773470628998,0.0775731610258731,0.2637532907416385
1458,M(o),93.512,30.208,2023,12.21,4227,0,moraine,0,12.416700112845156,-3.1668227897686023,-0.0310423549200779
1459,M(e),93.718,30.172,2023,13.41,4601,0,moraine,0,96.79821742911902,-11.08491944020266,6.839119151424967
1460,E(o),93.729,30.163,2023,13.86,4178,0,other,0,66.92248740253739,2.62418470942342,5.341440537750381
1461,M(e),93.527,30.153,2023,15.56,4847,0,moraine,0,8.696596322873681,0.5438050615511466,0.1319934711743522
1462,E(o),93.501,30.112,2023,16.31,4516,0,other,0,26.803010518483717,-0.7303398106048455,1.6859929096296722
1463,M(e),93.764,30.261,2023,64.75,4019,0,moraine,0,105.64148888094424,2.665012939856189,5.421752794206762
