Unnamed: 0,Lake_type,Longitude,Latitude,Year_final,Lake_area_ha,Elevation_m,GLOF,Lake_type_simplified,is_supraglacial,Lake_area_calculated_ha,expansion_ha_peryr_5y,expansion_ha_peryr_10y
29,E(o),72.94,35.869,2023,20.01,4378,0,other,0,19.211140492718854,0.0582161891272591,0.0654927546534146
30,E(v),72.98,35.855,2023,13.35,4325,0,other,0,30.42973253981787,2.984728356424315,1.179339527666786
31,O,73.064,35.92,2023,21.34,4303,0,other,0,21.67125027916168,0.0436311352051134,0.0218161456395634
32,E(o),73.155,35.906,2023,24.24,4328,0,other,0,22.91167153511848,-0.0872822436912507,0.0945570069010759
33,E(o),73.073,35.871,2023,15.95,4617,0,other,0,15.574724374448753,0.465443132024826,0.232721590031486
34,E(o),73.228,35.829,2023,12.38,4195,0,other,0,19.804204297743375,-0.0291213850223535,0.3276451330828301
35,E(c),73.211,35.825,2023,26.44,4271,0,other,0,19.804204297743375,-0.0291213850223535,0.3276451330828301
36,E(o),73.216,35.73,2023,26.36,3970,0,other,0,23.399875956682575,0.0874758573257899,0.1093460220090861
37,E(o),73.313,35.987,2023,10.23,4583,0,other,0,9.952886005847317,0.3051321306574636,-0.0581207316763816
38,E(o),73.397,35.962,2023,18.84,4349,0,other,0,17.00796784479261,0.0290731536319462,0.0290725489525044
39,E(o),73.289,35.949,2023,54.23,4228,0,other,0,29.15229200251365,0.0727003464446625,0.4798076857753731
40,E(c),73.365,35.945,2023,67.34,4162,0,other,0,61.28545230450648,-0.1017908371140905,0.1308537830910864
41,E(o),73.269,35.936,2023,11.45,4362,0,other,0,29.15229200251365,0.0727003464446625,0.4798076857753731
42,E(o),73.274,35.925,2023,11.46,4227,0,other,0,24.572526704879916,0.0727003464444287,0.4143812903624113
43,E(o),73.342,35.925,2023,11.69,4396,0,other,0,24.282470625289143,-0.1599515334346044,0.0072689756248635
44,E(o),73.371,35.918,2023,12.25,4502,0,other,0,25.518481175853893,-0.130870823064378,0.0290793712064733
45,O,73.297,35.817,2023,15.36,2981,0,other,0,11.796353349095169,0.1310696387382172,0.3422358961680024
46,E(c),73.256,35.739,2023,18.92,4016,0,other,0,23.68898030651365,-0.0437366787884087,-0.0291566919379864
47,E(c),73.344,35.675,2023,25.12,3428,0,other,0,21.811116572834933,-0.1604857972900824,0.0437674806618183
48,E(o),73.357,35.652,2023,19.01,3735,0,other,0,19.70144380343279,-0.0145907845729368,0.0291875604191062
49,E(o),73.352,35.643,2023,13.95,3747,0,other,0,19.70144380343279,-0.0145907845729368,0.0291875604191062
50,E(o),73.568,35.904,2023,18.03,4109,0,other,0,25.756708018175633,0.1018623207570534,0.0945863487228521
51,E(o),73.692,35.889,2023,11.02,3995,0,other,0,9.530340015311928,0.0145504227298825,0.0145499426164391
52,E(c),73.577,35.88,2023,30.86,4059,0,other,0,28.15783449114347,0.3201453656056486,0.1600714280547301
53,E(o),73.615,35.877,2023,14.58,3993,0,other,0,11.714710622675131,0.0873135430293242,0.0072760464750016
54,E(o),73.746,35.865,2023,84.31,4140,0,other,0,75.2475944091597,2.5471573116382573,0.6913352885309351
55,E(o),73.507,35.783,2023,12.26,3918,0,other,0,9.397382871467313,-0.0582782374772286,-0.0364234885685855
56,E(o),73.572,35.782,2023,22.07,4082,0,other,0,15.662493815648858,0.5099572581733408,-0.0364286977385496
57,E(c),73.911,35.972,2023,29.25,4426,0,other,0,23.25582330266036,0.0145324898511155,0.0436039254597776
58,E(o),73.985,35.939,2023,19.57,4258,0,other,0,14.395550523113137,0.0727060484589294,-0.0581655135255632
59,E(o),73.945,35.917,2023,12.08,4178,0,other,0,12.583278777002016,0.1891141621926017,0.050915795966754
60,E(o),73.992,35.916,2023,11.42,4312,0,other,0,13.813934490727986,0.072706048458944,-0.0654358095561486
61,E(o),73.922,35.906,2023,15.98,4223,0,other,0,12.583278777002016,0.1891141621926017,0.050915795966754
62,E(o),73.763,35.882,2023,40.94,4104,0,other,0,75.2475944091597,2.5471573116382573,0.6913352885309351
63,E(o),73.929,35.868,2023,17.55,4064,0,other,0,14.33574362102688,0.1891998183273063,0.0509382122111425
64,E(o),73.869,35.858,2023,15.26,4211,0,other,0,15.284866505779693,0.1310129077914538,0.2765823313203212
65,E(o),73.775,35.856,2023,28.28,3962,0,other,0,47.52181525732616,2.387061361884777,0.3129265431406566
66,E(o),73.877,35.852,2023,19.43,4166,0,other,0,15.284866505779693,0.1310129077914538,0.2765823313203212
67,E(o),73.799,35.247,2023,17.06,3988,0,other,0,12.980478020429494,0.4400167102759276,0.2640116334260923
68,E(o),73.958,35.184,2023,10.49,4120,0,other,0,7.85309839633605,0.1614666970740382,0.0293576552619702
69,E(o),73.985,34.83,2023,20.67,3873,0,other,0,13.931343725879964,-0.3538178087823322,0.0147386289783673
70,E(o),74.019,35.962,2023,15.37,4285,0,other,0,11.193267916906926,0.1162961284000591,-1.398384972262079e-07
71,E(c),74.083,35.817,2023,16.71,4269,0,other,0,14.344925735750392,0.4077785706254399,-2.637640868385916e-07
72,E(o),74.205,35.779,2023,12.36,4304,0,other,0,9.325027679784688,-0.0291393546985457,-0.0291400954412759
73,E(c),74.196,35.773,2023,11.01,4368,0,other,0,9.325027679784688,-0.0291393546985457,-0.0291400954412759
74,E(o),74.243,35.707,2023,15.89,4318,0,other,0,10.500173370969748,0.029168025112494,0.0364589182973473
75,E(o),74.23,35.686,2023,14.12,4336,0,other,0,10.500173370969748,0.029168025112494,0.0364589182973473
76,E(c),74.177,35.073,2023,11.97,4042,0,other,0,9.113144069448689,1.429208218439726e-06,1.2936159166088146e-07
77,E(c),74.294,35.821,2023,12.04,4313,0,other,0,9.902641785946615,0.0145629075648521,0.0509697565807554
78,E(o),74.256,35.722,2023,10.77,4254,0,other,0,10.500173370969748,0.029168025112494,0.0364589182973473
79,E(o),74.676,35.4,2023,13.97,3386,0,other,0,15.664380827785289,0.0732027453770189,0.3440323116352219
80,E(o),74.941,35.332,2023,11.74,4427,0,other,0,72.98127742730348,4.76274556686464,4.30852272525524
81,M(l),74.786,35.33,2023,15.07,3475,0,moraine,0,12.967162503026636,-0.1465236455841136,-0.0366321852831173
82,M(e),74.937,35.315,2023,20.13,4197,0,moraine,0,76.49856032302654,5.21706387854434,4.638267703753361
83,E(o),74.961,35.082,2023,30.64,4317,0,other,0,22.853893791329597,0.2057593047824838,-0.0440926045580635
84,E(o),74.958,35.075,2023,10.45,4413,0,other,0,22.853893791329597,0.2057593047824838,-0.0440926045580635
85,E(o),74.1,34.962,2023,29.65,3603,0,other,0,23.991268436690195,0.0883105407482354,-2.662472113001968e-07
86,E(c),74.138,34.948,2023,20.03,4011,0,other,0,16.487673886410068,0.0588861355347468,0.0515249821919455
87,E(c),74.155,34.926,2023,21.64,3926,0,other,0,16.050301201888324,-0.0736266724064563,-0.0147261547491588
88,E(c),74.048,34.902,2023,21.58,3896,0,other,0,13.182803580734628,0.1178329843866922,0.2209400197630303
89,E(c),74.077,34.858,2023,20.51,3680,0,other,0,17.095342258200127,0.0442126942694592,-0.0073685732435883
90,E(c),74.062,34.829,2023,93.9,3681,0,other,0,78.577048011921,1.6217430345423764,0.0958315330975025
91,E(c),74.477,34.876,2023,12.31,3592,0,other,0,11.419881420568636,0.4716877495605655,0.2284767428625739
92,M(e),74.521,34.92,2023,60.6,4041,0,moraine,0,71.20158508318278,0.1178138021396193,0.073633626235366
93,E(c),74.68,34.908,2023,23.48,3864,0,other,0,22.16606005435013,-0.0441860759437346,-0.0441859948812286
94,E(c),74.523,34.849,2023,22.54,4016,0,other,0,27.776484805527986,1.9000494785791004,0.9795029058762118
95,E(c),74.676,34.84,2023,10.66,3868,0,other,0,11.421669877699024,0.766054275089705,0.338805135543882
96,E(o),74.787,34.846,2023,14.18,3883,0,other,0,41.27094307515965,0.1031789438123311,0.1252859954383716
97,E(c),74.809,34.845,2023,50.44,3992,0,other,0,41.27094307515965,0.1031789438123311,0.1252859954383716
98,E(c),74.761,34.84,2023,25.43,3979,0,other,0,19.162748112893496,-1.1109706008483045e-06,-0.0147424808834621
99,E(c),74.819,34.548,2023,31.47,3872,0,other,0,25.66871635014161,0.0739722460838478,-0.0443752612726104
100,E(c),74.828,34.537,2023,30.51,3922,0,other,0,25.66871635014161,0.0739722460838478,-0.0443752612728928
101,E(o),74.921,34.493,2023,38.39,3881,0,other,0,33.971502111132644,0.1924341267093595,0.0740119294642212
102,E(c),74.906,34.489,2023,11.89,4097,0,other,0,33.971502111132644,0.1924341267093595,0.0740119294642212
103,E(o),74.913,34.47,2023,10.44,3852,0,other,0,33.823503865757274,0.1924334928274191,0.081412556665014
104,M(o),74.985,34.457,2023,10.33,3748,0,moraine,0,7.034169860541034,0.1480869797523457,0.1110634288655616
105,E(o),74.932,34.452,2023,12.3,3889,0,other,0,151.3167538772035,0.3406990788467681,0.3184865771289026
106,E(c),74.909,34.448,2023,15.48,3979,0,other,0,130.429482111346,0.2962580955891212,0.2444176805256546
107,E(c),74.892,34.444,2023,33.95,3846,0,other,0,60.659184856222886,0.1185050057205288,0.1036909461648981
108,E(c),74.924,34.432,2023,161.04,3571,0,other,0,151.3167538772035,0.3406990788467681,0.3184865771289026
109,E(o),74.936,34.418,2023,36.65,3503,0,other,0,151.3167538772035,0.3406990788467681,0.3184865771289026
110,E(o),74.874,34.392,2023,27.31,3556,0,other,0,20.970635871104506,0.2519505816218235,0.0592822627283187
111,E(c),74.944,34.385,2023,11.22,3722,0,other,0,8.225926617676498,0.2816086233119504,0.0592862048948642
112,E(o),74.876,34.38,2023,11.58,3738,0,other,0,20.970635871104506,0.2519505816218235,0.0592822627283187
113,E(c),74.417,33.866,2023,13.62,3968,0,other,0,19.242714851575553,7.786164957224173e-08,0.0745837127271752
114,E(o),74.428,33.841,2023,45.46,3954,0,other,0,39.0083365221193,0.0298358965981819,0.082043034971047
115,E(o),74.435,33.829,2023,15.18,4043,0,other,0,39.0083365221193,0.0298358965981819,0.082043034971047
116,E(c),74.451,33.82,2023,29.43,3997,0,other,0,24.69388695649548,0.1641371424901137,3.373469911593929e-06
117,E(o),74.526,33.74,2023,10.16,4018,0,other,0,8.961422347523568,0.1493583850910173,0.2614166231281359
118,E(o),74.523,33.735,2023,13.69,4064,0,other,0,8.961422347523568,0.1493583850910173,0.2614166231281359
119,E(o),74.526,33.559,2023,22.97,3851,0,other,0,18.18408372065635,1.271904089456397,0.3367429425227181
120,E(o),74.543,33.55,2023,16.04,3912,0,other,0,19.53591105444801,0.0598663725179221,0.4719256759033411
121,E(o),74.523,33.54,2023,10.32,3812,0,other,0,18.18408372065635,1.271904089456397,0.3367429425227181
122,E(o),74.565,33.54,2023,21.73,3967,0,other,0,37.13270683404131,1.3774870374376078,1.003169271598854
123,E(o),74.555,33.536,2023,31.85,4006,0,other,0,19.53591105444801,0.0598663725179221,1.032976368135119
124,E(o),74.574,33.53,2023,12.27,3955,0,other,0,61.38985386785405,1.5571706331078203,1.1304448194906869
125,E(c),74.561,33.528,2023,11.15,4096,0,other,0,61.38985386785405,1.5571706331078203,1.1304448194906869
126,E(o),74.605,33.522,2023,12.33,3844,0,other,0,61.38985386785405,1.5571706331078203,1.1304448194906869
127,E(o),74.584,33.519,2023,70.83,3934,0,other,0,61.38985386785405,1.5571706331078203,1.1304448194906869
128,E(o),74.564,33.51,2023,25.15,3909,0,other,0,61.38985386785405,1.5571706331078203,1.1304448194906869
129,E(o),74.625,33.509,2023,33.7,3937,0,other,0,31.372284091499857,0.1347759853417727,0.0074881004130563
130,E(c),74.594,33.505,2023,11.35,4089,0,other,0,61.38985386785405,1.5571706331078203,1.1304448194906869
131,E(o),74.565,33.496,2023,11.18,3812,0,other,0,25.82939994758409,0.4042834641258501,0.1871699555949224
132,E(c),74.614,33.444,2023,14.88,3580,0,other,0,2.1730097615724735,0.0750349986718486,0.0225122852186741
133,O,74.769,33.512,2023,128.54,3486,0,other,0,123.0138683498062,0.1497507148113385,-0.8310953691244137
134,E(o),74.85,33.503,2023,14.64,3623,0,other,0,38.04594635515717,4.823661868740854,0.5165723310946916
135,E(o),75.194,35.264,2023,19.03,4551,0,other,0,17.010564403715012,-0.0293292077559307,-0.0073327394342381
136,E(o),75.182,35.231,2023,11.26,4547,0,other,0,8.508717238772846,0.0146690861539834,0.0440095005463343
137,E(o),75.228,35.119,2023,17.81,4586,0,other,0,13.074412768064189,9.249112185472084e-07,0.0293815115844354
138,E(c),75.198,35.049,2023,12.71,4398,0,other,0,9.630478148546974,0.0735147138188406,0.0661638699897043
139,E(o),75.001,35.016,2023,10.87,3931,0,other,0,9.854935346869974,0.2500503279528551,0.1029620658340073
140,E(o),75.422,35.182,2023,14.33,4530,0,other,0,12.403687666400504,0.0440397804728913,0.0587148637971058
141,E(o),75.261,35.143,2023,11.84,4659,0,other,0,22.53771315857055,2.5396226340169226,1.2844972636260763
142,E(o),75.321,35.132,2023,19.58,4526,0,other,0,16.15672988019728,-0.044063885532104,-0.0293778530355375
143,E(o),75.521,35.172,2023,10.3,4551,0,other,0,8.588325962441528,0.0146805797551319,-0.0293619215221644
144,E(o),75.579,35.096,2023,10.98,4375,0,other,0,8.96368537735242,0.0146951653078581,0.0
145,E(o),75.725,35.027,2023,12.92,4647,0,other,0,7.500571838717643,-0.0882426698155983,0.0588283579537492
146,O,75.236,34.991,2023,129.62,4138,0,other,0,115.64745213580038,2.7660284226027385,0.1029929217837875
147,E(c),75.051,34.972,2023,14.29,4265,0,other,0,11.847057791365318,0.0735839413972893,0.0662260450259246
148,E(o),75.25,34.922,2023,14.22,4152,0,other,0,9.571783824605072,1.4284064871779312,0.1325329062278523
149,E(o),75.177,34.92,2023,14.54,4257,0,other,0,11.633746555606033,-0.0294536791797177,0.0147255156713528
150,E(o),75.189,34.919,2023,14.34,4225,0,other,0,11.633746555606033,-0.0294536791797177,0.0147255156713528
151,E(o),75.137,34.697,2023,64.95,4103,0,other,0,57.36649651851299,0.1919552921971302,0.0812101956648007
152,E(o),75.14,34.684,2023,21.41,4133,0,other,0,57.36649651851299,0.1919552921971302,0.0812101956648007
153,E(o),75.179,34.666,2023,74.54,4234,0,other,0,65.65952711489385,0.1624788854561273,-0.0369302588569127
154,E(c),75.058,34.422,2023,40.12,3570,0,other,0,36.14862774040238,0.1481537010708791,0.1185205476997282
155,E(c),75.103,34.397,2023,29.55,3812,0,other,0,39.34977593654993,0.0148196000826843,-0.0518732544512793
156,E(c),75.119,34.388,2023,47.25,3663,0,other,0,39.34977593654993,0.0148196000826843,-0.0518732544512793
157,E(o),75.147,34.207,2023,10.35,3699,0,other,0,6.906591341366802,0.0297069200462015,0.2302216584554357
158,E(o),75.205,34.203,2023,15.92,3682,0,other,0,11.585917987040617,-0.044565680167652,0.022277230383959
159,E(o),75.113,34.156,2023,10.27,3941,0,other,0,36.11962177232615,0.7729315536844255,0.8472562596373215
160,E(o),75.11,34.144,2023,43.47,3810,0,other,0,36.11962177232615,0.7729315536844255,0.8472562596373215
161,E(c),75.148,34.14,2023,82.93,3780,0,other,0,71.79724534614945,1.30804249891128,0.6986572231844775
162,E(o),75.161,34.093,2023,17.8,3919,0,other,0,12.56761725946506,0.4908112972759827,0.0669278339216949
163,E(o),75.216,34.063,2023,13.36,3691,0,other,0,9.22453425166418,0.3124477209805295,0.2901289532521311
164,E(c),75.382,34.825,2023,22.94,4315,0,other,0,18.20796653017041,-0.0589764321695703,-0.0442307524339732
165,E(o),75.48,34.775,2023,10.8,4626,0,other,0,8.998811340659838,0.3097984968705127,0.1475233472239743
166,E(o),75.275,34.234,2023,18.23,3830,0,other,0,14.476938405188095,0.0593914945759205,-0.0296967527852569
167,E(c),75.321,34.193,2023,10.81,3734,0,other,0,17.384569787978627,-2.1101790789334145,-1.7609935318869474
168,E(c),75.373,34.184,2023,16.8,4276,0,other,0,16.491237412537682,-0.0891423222799154,-0.0222875635020759
169,E(o),75.377,34.139,2023,33.45,3709,0,other,0,27.202939976178698,0.0891934759995926,-2.1332275501606546e-07
170,O,75.498,34.094,2023,52.27,3575,0,other,0,52.35270703218281,-0.0148720639635598,0.0743642271207441
171,E(o),75.475,34.067,2023,17.85,3724,0,other,0,15.249575477279723,0.0297546548574665,0.0520720929640697
172,E(o),75.553,34.987,2023,17.86,4269,0,other,0,14.125647322798644,0.0735711506055395,0.0367855089368486
173,E(o),75.545,34.965,2023,13.7,4412,0,other,0,14.125647322798644,0.0735711506055395,0.0367855089368486
174,E(o),75.592,34.947,2023,24.89,4558,0,other,0,20.462739459141304,4.426566135862232e-08,0.0220817097175196
175,E(o),75.617,34.896,2023,11.97,4547,0,other,0,12.15270571339669,0.1473043308784269,0.0589217181609809
176,E(o),75.713,34.893,2023,19.39,4589,0,other,0,15.09925617287771,0.0589229326711276,0.1325809478263361
177,E(o),75.68,34.883,2023,13.31,4627,0,other,0,12.522960900599251,-0.0294661964433991,-0.0441976809217049
178,E(o),75.716,34.873,2023,15.83,4664,0,other,0,15.09925617287771,0.0589229326711276,0.1325809478263361
179,E(o),75.545,34.808,2023,12.86,4687,0,other,0,13.64036124154306,0.1032275575059763,0.1548388832461844
180,E(o),75.649,34.491,2023,15.37,4521,0,other,0,10.954007056566716,0.2812510233631929,-0.0148025713755844
181,E(o),75.763,34.947,2023,25.14,4778,0,other,0,21.346016656522647,-0.0294431643546758,-0.0515260872125278
182,E(o),75.892,34.888,2023,10.29,4882,0,other,0,16.428074616776385,1.7834399130833846e-07,0.0368338983572776
183,E(o),75.871,34.878,2023,18.96,4687,0,other,0,16.428074616776385,1.7834399130833846e-07,0.0368338983572776
184,E(o),75.942,34.859,2023,13.73,4796,0,other,0,11.568669538688532,-0.1326348581340127,0.0884248653113305
185,M(e),75.844,34.04,2023,25.26,4094,0,moraine,0,91.2530018726778,-5.597015620614306,1.9953013013725285
186,E(o),75.378,33.953,2023,15.37,3644,0,other,0,15.791393535965756,0.7150925068778846,1.4354164049379391e-06
187,E(c),75.411,33.952,2023,26.79,4082,0,other,0,20.558889844851603,0.253262156268547,0.029790992742313
188,E(c),75.389,33.929,2023,19.34,4048,0,other,0,13.10986402723215,0.0588433419805763,0.0070752941977714
189,E(o),75.47,33.754,2023,10.88,3921,0,other,0,2.6131792922109396,-0.4778352432475373,-0.1567891162518023
190,E(c),75.537,33.619,2023,10.85,3852,0,other,0,7.029252907761173,0.1495583062703241,-0.1719937975596102
191,M(l),76.03,35.954,2023,10.62,4276,0,moraine,0,26.529612776114035,-3.023715242355382,0.5451455357056474
192,O,76.205,35.171,2023,30.72,3301,0,other,0,24.07685128844097,-0.0293629281848545,-0.0220204967502049
193,E(o),76.234,35.097,2023,22.96,4512,0,other,0,21.161119938861933,0.3673827774532426,0.7568583026299331
194,M(l),76.41,35.73,2023,13.28,4161,0,moraine,0,521.1557923802166,13.15405490234673,29.57163065341659
195,M(l),76.375,35.72,2023,12.14,4140,0,moraine,0,336.5923816377833,14.408127250159714,29.488465999386666
196,M(e),76.252,35.092,2023,24.01,4533,0,moraine,0,21.161119938861933,0.3673827774532426,0.7568583026299331
197,E(c),76.293,35.074,2023,12.08,4599,0,other,0,17.19804091609273,-0.3528221906268676,-0.0073659792887301
198,E(o),76.261,35.056,2023,16.89,4881,0,other,0,19.91743779653452,0.19105718546149,0.2645737087417881
199,E(o),76.32,35.011,2023,15.36,4753,0,other,0,11.400216624966813,0.2353561692218537,0.0147095640206872
200,M(e),76.075,34.351,2023,10.63,4435,0,moraine,0,108.41008921302802,9.698583060053782,3.5367885331907702
201,E(o),76.383,34.854,2023,13.61,4688,0,other,0,8.916517236731226,0.2800224062791508,-0.1031656424916938
202,E(o),76.368,34.854,2023,13.27,4821,0,other,0,8.916517236731226,-0.4124530002203599,-0.1031656424916938
203,E(o),76.352,34.833,2023,10.34,4818,0,other,0,8.179639730332305,-0.1327726577869388,-0.081059342666434
204,E(o),76.456,34.827,2023,19.82,4648,0,other,0,15.037352184666888,0.2505937631680958,-0.0221342098880116
205,E(o),76.409,34.818,2023,10.2,4816,0,other,0,5.529147746161161,0.0737208518549872,-0.3319545766962621
206,E(o),76.5,34.772,2023,10.53,4761,0,other,0,7.744511796325558,0.132635336165762,0.1401296076248342
207,E(o),76.469,34.762,2023,17.67,4895,0,other,0,12.172461161977068,-0.1918061878843047,-0.0590158905139762
208,E(o),76.517,34.813,2023,20.6,4771,0,other,0,14.37662288692742,0.235923229140485,-0.1032199902359018
209,E(o),76.502,34.811,2023,12.91,4762,0,other,0,14.37662288692742,0.235923229140485,-0.1032199902359018
210,E(o),76.711,34.765,2023,10.06,5123,0,other,0,81.44064475366343,4.042339291900473,1.9326977840710728
211,M(e),76.718,34.051,2023,15.8,5093,0,moraine,0,17.70765782304155,-5.745813893884739,-0.0372033225884862
212,M(e),76.721,34.005,2023,18.32,5050,0,moraine,0,18.38737204888485,0.3722122520232709,0.4913221004712945
213,E(o),76.758,34.671,2023,29.88,4965,0,other,0,27.990510948238796,0.1181656288669678,0.1477070435079298
214,M(e),76.788,34.006,2023,14.15,5126,0,moraine,0,15.851378032265735,-0.1934878986243799,-0.00744470767891
215,M(e),76.23,33.945,2023,49.66,4357,0,moraine,0,46.633722412146554,0.5810500420698546,1.1397653834441528
216,M(e),76.019,33.942,2023,24.05,4197,0,moraine,0,28.16035141666604,0.5513084583794097,1.944427806595381
217,M(e),76.121,33.868,2023,39.44,4071,0,moraine,0,44.73755562459164,1.20796225015403,1.1333886906273178
218,M(e),76.375,33.844,2023,18.49,4116,0,moraine,0,23.568505157161272,2.7596218339814205,2.088352079504539
219,O,76.45,33.507,2023,16.41,4219,0,other,0,10.407863020204294,1.0929703598795224,-0.03742059242365
220,M(e),76.984,33.159,2023,59.78,4479,0,moraine,0,52.24766051208575,-0.0751881220980379,-0.007515377179093
221,E(o),76.332,32.336,2023,25.65,3971,0,other,0,17.75440092513418,1.4112635845746129,1.350554445716416
222,M(lg),77.513,35.476,2023,21.93,5342,0,moraine,0,12.870692908771591,0.1462625061982468,1.0823567269460432
223,M(l),77.7,35.032,2023,18.02,5161,0,moraine,0,90.78358351253922,-1.087953113471599,4.0724554075572215
224,O,77.856,35.06,2023,32.78,4679,0,other,0,0.2205599519976613,-0.1763968253053135,-0.1396834258317976
225,M(e),77.616,34.905,2023,14.51,5125,0,moraine,0,18.41127788048262,-0.2515326309464057,0.5523460630874671
226,M(e),77.983,34.398,2023,28.02,5344,0,moraine,0,30.74966737630928,3.3194855989600143,0.9039512255381948
227,O,77.664,33.556,2023,10.15,5222,0,other,0,39.43865911506904,2.5593552212129156,-0.9129988544639148
228,O,77.979,33.999,2023,43.72,4991,0,other,0,37.968165218865344,-0.0297780070863083,0.5285721829861977
229,M(e),77.22,32.526,2023,77.59,4069,0,moraine,0,101.0045281482979,3.180248707367531,2.733469332481957
230,M(e),77.547,32.499,2023,128.69,4150,0,moraine,0,153.74546587357224,4.044340119498662,3.695951294280376
231,E(o),77.615,32.483,2023,47.3,4276,0,other,0,39.920218587078764,-0.1363488521169017,0.0454496579322423
232,M(e),78.09,34.521,2023,10.62,5270,0,moraine,0,85.38245389115723,4.261572072005035,2.0124328870983006
233,M(e),78.101,34.52,2023,10.28,5265,0,moraine,0,85.38245389115723,4.261572072005035,2.0124328870983006
234,M(o),78.136,34.457,2023,95.68,5295,0,moraine,0,94.3322375447372,2.8581613761777307,0.0222086580440432
235,M(e),78.143,34.446,2023,20.53,5311,0,moraine,0,94.3322375447372,2.8581613761777307,0.0222086580440432
236,M(e),78.079,34.401,2023,20.39,5307,0,moraine,0,35.191315403732546,2.400400663048324,1.800161094512762
237,E(o),78.089,34.39,2023,11.16,5226,0,other,0,22.01213294949546,1.023758426864506,0.4822428490890534
238,O,78.426,34.233,2023,64.78,5350,0,other,0,58.27986426988302,-0.1039359130189083,0.0222704961874207
239,E(o),78.516,34.2,2023,24.44,5386,0,other,0,40.78150656899252,-0.2525596920287157,0.0817114347613078
240,E(o),78.553,34.151,2023,65.02,5566,0,other,0,57.59359205795269,0.1486347804235507,0.0817515084140708
241,E(o),78.23,33.281,2023,34.7,5646,0,other,0,32.43045060659752,-0.1051010086416354,0.2402282587568667
242,M(o),78.197,33.137,2023,10.3,5733,0,moraine,0,28.647862028896117,2.676803511014345,0.9925235666173232
243,E(o),78.498,33.496,2023,16.54,5428,0,other,0,13.254840320124847,-0.1647493940950038,0.0449319550157074
244,O,78.498,33.455,2023,147.89,5308,0,other,0,137.2549892796482,0.1498500466396137,0.0674326539499333
245,O,78.488,33.427,2023,177.73,5284,0,other,0,165.1785492141626,-0.4197011612556253,0.0599369737425661
246,M(o),78.47,33.055,2023,36.49,5745,0,moraine,0,31.084302568889317,-4.275326178232762,0.1128999027301329
247,E(c),78.506,33.558,2023,25.33,5665,0,other,0,21.54642474574788,0.1037183025896844,0.1641072910634061
248,E(o),78.519,33.517,2023,13.66,5404,0,other,0,9.732763068736022,-0.6288828135047133,-0.0224599726227078
249,O,78.502,33.474,2023,15.1,5312,0,other,0,125.94080044985456,0.0299654732179021,0.052447529869309
250,M(e),78.272,32.363,2023,13.59,5357,0,moraine,0,9.178460157302515,-3.2011580316500465,-0.0834694330298074
251,M(e),78.726,32.736,2023,34.79,5626,0,moraine,0,35.28415952377826,1.3009542989928715,0.6648824208049664
252,M(e),78.852,32.492,2023,11.12,5706,0,moraine,0,28.47728955749472,3.8776336906450255,-0.1741902753816347
253,M(e),78.925,32.441,2023,10.65,5680,0,moraine,0,13.340289631704444,0.6370059877303195,0.3488171533135004
254,M(e),78.9,32.409,2023,30.44,5468,0,moraine,0,34.04273944577902,1.6988534522281689,0.5686374710356066
255,M(o),78.979,32.32,2023,10.51,5498,0,moraine,0,9.943352025816676,0.9414293596552892,-0.2199966601966846
256,M(e),78.845,32.029,2023,15.62,5621,0,moraine,0,18.87783160069271,-0.0006348042828165,-0.9293224572628602
257,O,79.044,32.21,2023,21.55,5272,0,other,0,16.71543265350492,-0.0303861617164301,0.0075981906984502
258,O,79.393,32.377,2023,24.86,5448,0,other,0,15.77442372384831,0.1668463562530519,0.9480671440001156
259,E(o),79.622,32.399,2023,23.72,5058,0,other,0,21.912131350809343,-0.0606564727365295,0.1592270407796405
260,M(e),79.659,32.389,2023,12.3,5720,0,moraine,0,50.052960653479914,-0.8645304869520117,0.5005528434053168
261,E(o),79.662,32.298,2023,17.15,5690,0,other,0,19.510750460747108,-0.1822143422190699,0.0003894782143188
262,M(e),78.168,31.661,2023,23.2,4255,0,moraine,0,39.82625677988396,2.2473634984938564,0.8943721499119895
263,M(o),78.254,31.339,2023,11.46,4676,0,moraine,0,11.734659688994078,0.1380555178200136,-0.0230151048080191
264,M(e),78.845,31.993,2023,20.9,5613,0,moraine,0,27.87246527863913,-0.6245759168923299,0.9822547239673266
265,M(e),78.784,31.919,2023,13.44,5351,0,moraine,0,41.61187937501782,4.999485100775102,0.9221709634885322
266,M(e),78.84,31.914,2023,18.03,5583,0,moraine,0,24.543315129907462,1.4025250225002772,0.762140623738464
267,M(e),78.751,31.554,2023,10.67,5276,0,moraine,0,3.7495957296732136,-0.0765231764411705,-0.3137434404145818
268,M(e),79.958,31.984,2023,15.73,5544,0,moraine,0,34.348025161547135,3.899097541530496,1.264244175524592
269,M(e),79.986,31.95,2023,10.43,5449,0,moraine,0,25.98194136923053,1.9809968636729929,1.1882307271029555
270,M(e),79.994,31.937,2023,14.46,5494,0,moraine,0,60.13436947573995,4.984485282694491,2.034960511485983
271,E(o),79.865,31.925,2023,31.43,5356,0,other,0,28.42861384043534,0.0304871967458197,0.1905415411383398
272,E(o),79.988,31.909,2023,14.06,5558,0,other,0,67.68003013766777,6.493617415080055,2.789526577714052
273,E(c),79.986,31.9,2023,10.24,5663,0,other,0,24.69475657082864,0.1958968532731127,0.1055773303781062
