S.No.,Latitude,Longitude,Subbasin,GL type,Area(ha),Elev(m)
883,27.477,88.776,Teesta,E(c),11.04,"4,633"
884,27.442,88.752,Teesta,E(c),10.91,"4,055"
885,27.375,88.763,Teesta,E(o),27.26,"3,744"
886,27.368,88.826,Teesta,E(o),13.48,"3,930"
887,27.346,88.819,Teesta,O,18.43,"3,546"
888,28.805,89.155,Upper Yarlung Tsangpo,O,68.23,"4,219"
889,28.327,89.43,Upper Yarlung Tsangpo,E(o),140.5,"4,426"
890,28.144,89.396,Upper Yarlung Tsangpo,O,62.48,"4,473"
891,28.136,89.402,Upper Yarlung Tsangpo,O,26.78,"4,474"
892,28.087,89.481,Upper Yarlung Tsangpo,M(e),22.37,"4,904"
893,28.025,89.428,Upper Yarlung Tsangpo,E(o),63.43,"4,791"
894,28.241,89.695,Upper Yarlung Tsangpo,E(o),70.85,"4,693"
895,28.228,89.638,Upper Yarlung Tsangpo,E(o),1273.72,"4,568"
896,28.21,89.745,Upper Yarlung Tsangpo,M(o),44.9,"4,909"
897,28.203,89.713,Upper Yarlung Tsangpo,M(o),13.94,"4,795"
898,28.186,89.598,Upper Yarlung Tsangpo,M(e),33,"4,895"
899,28.185,89.661,Upper Yarlung Tsangpo,E(c),21.81,"4,886"
900,28.181,89.535,Upper Yarlung Tsangpo,E(o),82.15,"4,694"
901,28.15,89.564,Upper Yarlung Tsangpo,M(o),20.05,"4,897"
902,28.137,89.534,Upper Yarlung Tsangpo,M(e),49.92,"5,292"
903,28.123,89.514,Upper Yarlung Tsangpo,M(o),10.96,"5,202"
904,28.279,89.994,Upper Yarlung Tsangpo,I(s),24.2,"5,087"
905,28.248,89.851,Upper Yarlung Tsangpo,M(o),15.47,"5,127"
906,28.238,89.963,Upper Yarlung Tsangpo,M(e),13.77,"5,501"
907,28.23,89.887,Upper Yarlung Tsangpo,M(e),151.09,"4,921"
908,28.378,90.095,Upper Yarlung Tsangpo,M(o),15.01,"5,671"
909,28.354,90.098,Upper Yarlung Tsangpo,M(o),10.18,"5,624"
910,28.264,90.068,Upper Yarlung Tsangpo,M(e),188.07,"5,149"
911,28.236,90.104,Upper Yarlung Tsangpo,M(e),585.02,"5,126"
912,27.965,88.895,Upper Yarlung Tsangpo,M(e),23.97,"5,423"
913,27.992,89.424,Upper Yarlung Tsangpo,E(o),16.31,"4,713"
914,27.969,89.379,Upper Yarlung Tsangpo,E(o),66.73,"4,568"
915,27.963,89.413,Upper Yarlung Tsangpo,E(o),45.42,"4,576"
916,27.959,89.397,Upper Yarlung Tsangpo,E(o),181.69,"4,576"
917,27.941,89.389,Upper Yarlung Tsangpo,E(o),279.3,"4,572"
918,27.884,89.351,Upper Yarlung Tsangpo,M(e),17.43,"4,991"
919,27.881,89.325,Upper Yarlung Tsangpo,M(o),13.54,"5,123"
920,27.878,89.296,Upper Yarlung Tsangpo,M(o),41.23,"5,236"
921,27.878,89.312,Upper Yarlung Tsangpo,M(e),61.73,"5,001"
922,27.855,89.267,Upper Yarlung Tsangpo,M(o),42.55,"5,213"
923,27.9,88.93,Amo Chu,M(o),16.4,"5,121"
924,27.854,88.945,Amo Chu,E(o),49.31,"4,874"
925,27.844,88.94,Amo Chu,E(o),27.95,"4,863"
926,27.654,88.858,Amo Chu,E(c),11.65,"4,755"
927,27.636,88.817,Amo Chu,E(c),15.32,"4,870"
928,27.616,88.881,Amo Chu,E(c),12.81,"4,670"
929,27.612,88.904,Amo Chu,E(c),37.14,"4,036"
930,27.599,88.858,Amo Chu,E(c),12.48,"4,581"
931,27.496,88.791,Amo Chu,E(c),15.53,"4,807"
932,27.465,88.818,Amo Chu,E(c),16.84,"4,753"
933,27.464,88.829,Amo Chu,E(c),21.74,"4,531"
934,27.42,88.812,Amo Chu,E(c),16.12,"4,434"
935,27.274,88.944,Amo Chu,E(c),15.8,"3,897"
936,27.809,89.23,Amo Chu,M(e),52.68,"5,137"
937,27.536,89.168,Amo Chu,E(o),30.73,"4,462"
938,27.506,89.079,Amo Chu,E(c),22.56,"4,145"
939,27.499,89.066,Amo Chu,E(o),13.28,"4,149"
940,27.498,89.093,Amo Chu,E(c),10.96,"4,569"
941,27.492,89.149,Amo Chu,E(c),27.58,"4,064"
942,27.402,89.156,Amo Chu,E(c),13.62,"4,180"
943,27.325,89.14,Amo Chu,E(o),11.05,"4,092"
944,27.803,89.35,Amo Chu,M(e),12.41,"4,349"
945,27.766,89.369,Amo Chu,E(o),10.47,"4,396"
946,27.687,89.408,Amo Chu,M(o),18.51,"4,798"
947,27.644,89.462,Amo Chu,E(o),35.14,"4,220"
948,27.584,89.487,Amo Chu,E(o),46.34,"4,313"
949,27.569,89.378,Amo Chu,E(c),22.78,"4,239"
950,27.583,89.499,Amo Chu,E(o),24.77,"4,421"
951,27.574,89.525,Amo Chu,E(o),10.62,"4,344"
952,27.568,89.524,Amo Chu,E(o),11.36,"4,450"
953,27.557,89.565,Amo Chu,E(o),10.06,"4,189"
954,27.267,89.706,Amo Chu,E(o),10.38,"4,447"
955,27.33,88.846,Amo Chu,E(o),27.8,"3,901"
956,28.171,89.684,Puna Tsang Chu,M(e),11,"4,781"
957,28.139,89.742,Puna Tsang Chu,E(c),12.81,"4,842"
958,28.042,89.627,Puna Tsang Chu,E(c),16.83,"4,698"
959,28.172,89.848,Puna Tsang Chu,M(e),23.57,"4,514"
960,28.145,89.841,Puna Tsang Chu,E(o),12.19,"5,123"
961,28.114,89.909,Puna Tsang Chu,M(e),43.78,"4,347"
962,28.105,89.898,Puna Tsang Chu,M(e),25.05,"4,270"
963,28.03,89.893,Puna Tsang Chu,M(o),10.59,"5,036"
964,28.011,89.884,Puna Tsang Chu,M(o),22.23,"5,015"
965,28.007,89.863,Puna Tsang Chu,E(o),23.34,"4,846"
966,28.005,89.956,Puna Tsang Chu,E(c),12.55,"4,622"
967,28.112,90.028,Puna Tsang Chu,M(e),37.11,"4,689"
968,28.107,90.247,Puna Tsang Chu,M(e),132.27,"4,369"
969,28.102,90.231,Puna Tsang Chu,M(e),34.98,"4,332"
970,28.066,90.231,Puna Tsang Chu,E(o),11.03,"4,739"
971,28.022,90.179,Puna Tsang Chu,E(o),17.58,"5,081"
972,28.016,90.21,Puna Tsang Chu,E(o),54.12,"5,127"
973,28.011,90.187,Puna Tsang Chu,E(o),19.51,"5,144"
974,28.007,90.106,Puna Tsang Chu,E(c),10.94,"4,544"
975,28.003,90.15,Puna Tsang Chu,E(o),14.27,"5,018"
976,28.002,90.139,Puna Tsang Chu,M(e),15.71,"5,063"
977,28.092,90.301,Puna Tsang Chu,M(e),153.89,"4,513"
978,28.086,90.326,Puna Tsang Chu,M(e),10.19,"4,706"
979,28.028,90.271,Puna Tsang Chu,M(e),20.07,"5,211"
980,28.012,90.28,Puna Tsang Chu,M(e),14.82,"5,286"
981,27.839,89.389,Puna Tsang Chu,M(e),17.71,"4,333"
982,27.97,89.612,Puna Tsang Chu,E(o),14.65,"4,679"
983,27.948,89.649,Puna Tsang Chu,E(c),10.24,"4,310"
984,27.922,89.636,Puna Tsang Chu,E(o),10.95,"4,269"
985,27.911,89.651,Puna Tsang Chu,E(o),13.05,"4,226"
986,27.84,89.6,Puna Tsang Chu,E(o),11.62,"4,180"
987,27.266,89.726,Puna Tsang Chu,E(o),14.47,"4,420"
988,27.26,89.73,Puna Tsang Chu,E(o),12.2,"4,340"
989,27.988,89.892,Puna Tsang Chu,M(o),10.9,"5,130"
990,27.982,89.896,Puna Tsang Chu,M(o),33.8,"5,143"
991,27.974,89.896,Puna Tsang Chu,M(e),22.77,"5,137"
992,27.973,89.93,Puna Tsang Chu,E(c),65,"5,076"
993,27.94,89.93,Puna Tsang Chu,M(o),72.67,"5,002"
994,27.94,89.906,Puna Tsang Chu,E(o),14.09,"5,030"
995,27.928,89.9,Puna Tsang Chu,E(o),24.9,"4,946"
996,27.92,89.81,Puna Tsang Chu,E(c),14.55,"4,260"
997,27.903,89.898,Puna Tsang Chu,E(c),12.96,"4,784"
998,27.896,89.885,Puna Tsang Chu,E(o),11.89,"4,573"
999,27.894,89.944,Puna Tsang Chu,E(o),20.69,"4,858"
1000,27.87,89.843,Puna Tsang Chu,E(o),24.07,"4,509"
1001,27.864,89.926,Puna Tsang Chu,E(o),37.61,"4,524"
1002,27.859,89.969,Puna Tsang Chu,E(c),12.27,"4,326"
1003,27.843,89.91,Puna Tsang Chu,E(o),16.26,"4,317"
1004,27.833,89.96,Puna Tsang Chu,E(c),16.28,"4,127"
1005,27.829,89.944,Puna Tsang Chu,E(c),36.57,"4,456"
1006,27.815,89.939,Puna Tsang Chu,E(c),17.11,"4,146"
1007,27.997,90.233,Puna Tsang Chu,E(c),11.26,"4,990"
1008,27.995,90.222,Puna Tsang Chu,E(o),23.03,"4,936"
1009,27.991,90.216,Puna Tsang Chu,E(o),18.37,"4,936"
1010,27.988,90.131,Puna Tsang Chu,M(e),19.2,"5,045"
1011,27.985,90.149,Puna Tsang Chu,M(o),14.07,"4,911"
1012,27.982,90.245,Puna Tsang Chu,M(o),17.66,"5,095"
1013,27.977,90.233,Puna Tsang Chu,M(o),67.28,"5,072"
1014,27.964,90.147,Puna Tsang Chu,E(o),23.28,"4,882"
1015,27.941,90.19,Puna Tsang Chu,E(o),17.54,"4,626"
1016,27.931,90.209,Puna Tsang Chu,E(c),12.41,"4,997"
1017,27.931,90.09,Puna Tsang Chu,E(o),14.52,"4,521"
1018,27.92,90.075,Puna Tsang Chu,E(o),10.13,"4,326"
1019,27.915,90.244,Puna Tsang Chu,M(o),12.93,"5,171"
1020,27.901,90.173,Puna Tsang Chu,E(o),45.13,"4,671"
1021,27.894,90.18,Puna Tsang Chu,E(o),15.99,"4,812"
1022,27.893,90.219,Puna Tsang Chu,M(o),16.23,"5,013"
1023,27.877,90.185,Puna Tsang Chu,E(o),14.13,"4,828"
1024,27.875,90.207,Puna Tsang Chu,M(e),40.55,"4,913"
1025,27.857,90.191,Puna Tsang Chu,E(o),16.19,"4,733"
1026,27.85,90.191,Puna Tsang Chu,E(o),24.59,"4,770"
1027,27.85,90.213,Puna Tsang Chu,E(o),10.53,"4,855"
1028,27.848,90.246,Puna Tsang Chu,E(o),10.8,"4,803"
1029,27.836,90.186,Puna Tsang Chu,E(c),11.59,"4,573"
1030,27.829,90.157,Puna Tsang Chu,E(c),23.89,"4,428"
1031,27.827,90.222,Puna Tsang Chu,E(o),30.71,"4,657"
1032,27.802,90.239,Puna Tsang Chu,E(o),12.45,"4,762"
1033,27.8,90.231,Puna Tsang Chu,E(o),74.59,"4,758"
1034,27.793,90.2,Puna Tsang Chu,E(o),17.25,"4,556"
1035,27.761,90.172,Puna Tsang Chu,E(c),15.44,"4,333"
1036,27.757,90.196,Puna Tsang Chu,E(o),19.73,"4,442"
1037,27.753,90.164,Puna Tsang Chu,E(c),13.22,"4,226"
1038,27.74,90.187,Puna Tsang Chu,E(c),10.68,"4,287"
1039,27.738,90.16,Puna Tsang Chu,E(o),11.91,"4,447"
1040,27.996,90.288,Puna Tsang Chu,M(e),41.92,"5,327"
1041,27.995,90.261,Puna Tsang Chu,M(e),13.3,"5,148"
1042,27.992,90.299,Puna Tsang Chu,M(e),11.73,"5,345"
1043,27.964,90.259,Puna Tsang Chu,M(o),33.51,"5,226"
1044,27.952,90.255,Puna Tsang Chu,M(o),15.09,"5,184"
1045,27.925,90.259,Puna Tsang Chu,M(e),11.54,"5,126"
1046,27.919,90.262,Puna Tsang Chu,M(e),22.69,"5,144"
1047,30.075,90.157,Lhasa Tsangpo,M(e),13.75,"5,743"
1048,30.366,90.457,Lhasa Tsangpo,M(o),10.71,"5,598"
1049,30.351,90.498,Lhasa Tsangpo,M(e),12.41,"5,507"
1050,30.473,90.702,Lhasa Tsangpo,M(l),20.39,"5,534"
1051,30.467,90.708,Lhasa Tsangpo,M(e),15.9,"5,512"
1052,30.451,90.651,Lhasa Tsangpo,M(o),11.83,"5,597"
1053,30.446,90.649,Lhasa Tsangpo,M(o),16.19,"5,576"
1054,30.518,90.828,Lhasa Tsangpo,E(o),27.52,"5,352"
1055,30.502,90.912,Lhasa Tsangpo,E(o),27.02,"5,342"
1056,30.499,90.947,Lhasa Tsangpo,O,12.73,"5,236"
1057,30.479,90.966,Lhasa Tsangpo,E(o),85.72,"5,035"
1058,29.791,90.246,Lhasa Tsangpo,E(o),33.69,"5,120"
1059,29.615,90.605,Lhasa Tsangpo,O,22.03,"5,248"
1060,29.603,90.657,Lhasa Tsangpo,E(o),10.93,"5,451"
1061,30.209,91.966,Lhasa Tsangpo,E(o),12.88,"4,993"
1062,30.187,91.988,Lhasa Tsangpo,E(c),18.95,"5,159"
1063,30.177,91.995,Lhasa Tsangpo,E(o),10.11,"5,098"
1064,29.556,91.638,Lhasa Tsangpo,E(o),16.92,"5,276"
1065,31.102,92.699,Lhasa Tsangpo,E(o),48.57,"5,003"
1066,31.086,92.724,Lhasa Tsangpo,E(o),17.75,"5,025"
1067,31.154,92.817,Lhasa Tsangpo,O,23.78,"5,030"
1068,31.138,92.998,Lhasa Tsangpo,O,13.99,"4,894"
1069,31.12,92.833,Lhasa Tsangpo,O,388.59,"4,902"
1070,31.112,92.815,Lhasa Tsangpo,O,68.03,"4,905"
1071,31.109,92.952,Lhasa Tsangpo,O,97.67,"4,894"
1072,31.052,92.961,Lhasa Tsangpo,O,12.85,"4,922"
1073,31.051,92.812,Lhasa Tsangpo,E(o),35.43,"4,930"
1074,31.036,92.787,Lhasa Tsangpo,O,94.42,"4,908"
1075,30.192,92.009,Lhasa Tsangpo,E(o),26.71,"5,203"
1076,30.17,92.002,Lhasa Tsangpo,E(o),13.35,"5,027"
1077,30.199,92.413,Lhasa Tsangpo,O,10.72,"4,955"
1078,30.081,92.39,Lhasa Tsangpo,E(o),13.71,"4,971"
1079,30.078,92.406,Lhasa Tsangpo,E(o),28.02,"5,038"
1080,30.754,92.745,Lhasa Tsangpo,E(o),18.7,"4,872"
1081,30.507,92.735,Lhasa Tsangpo,E(o),29.87,"5,140"
1082,30.494,92.646,Lhasa Tsangpo,E(o),98.02,"4,817"
1083,30.438,92.679,Lhasa Tsangpo,E(o),11.44,"5,111"
1084,30.381,92.743,Lhasa Tsangpo,E(o),15.7,"5,132"
1085,30.35,92.735,Lhasa Tsangpo,E(o),87.32,"5,112"
1086,30.292,92.682,Lhasa Tsangpo,E(o),14.59,"5,168"
1087,30.288,92.511,Lhasa Tsangpo,O,11.27,"5,182"
1088,30.256,92.596,Lhasa Tsangpo,E(o),17.98,"5,021"
1089,30.253,92.503,Lhasa Tsangpo,O,21.86,"5,056"
1090,30.237,92.549,Lhasa Tsangpo,E(o),33.39,"5,061"
1091,30.231,92.563,Lhasa Tsangpo,O,23.52,"5,048"
1092,30.218,92.536,Lhasa Tsangpo,O,12.44,"5,017"
1093,30.217,92.569,Lhasa Tsangpo,E(o),17.84,"5,037"
1094,30.216,92.517,Lhasa Tsangpo,O,48.36,"4,981"
1095,30.21,92.573,Lhasa Tsangpo,E(o),32.43,"5,037"
1096,30.189,92.541,Lhasa Tsangpo,O,42.22,"4,955"
1097,30.999,92.99,Lhasa Tsangpo,E(o),18.44,"5,010"
1098,30.996,92.832,Lhasa Tsangpo,O,23.34,"4,830"
1099,30.988,92.889,Lhasa Tsangpo,O,13.11,"4,956"
1100,30.976,92.941,Lhasa Tsangpo,E(o),441.76,"4,904"
1101,30.957,92.825,Lhasa Tsangpo,O,16.94,"4,920"
1102,30.956,92.867,Lhasa Tsangpo,O,23.23,"4,890"
1103,30.949,92.89,Lhasa Tsangpo,O,118.54,"4,892"
1104,30.935,92.828,Lhasa Tsangpo,O,222.71,"4,886"
1105,30.934,92.775,Lhasa Tsangpo,E(o),122.17,"4,835"
1106,30.906,92.817,Lhasa Tsangpo,E(o),177.1,"4,960"
1107,30.896,92.91,Lhasa Tsangpo,E(o),266.63,"4,923"
1108,30.894,92.951,Lhasa Tsangpo,E(o),205.95,"4,958"
1109,30.893,92.86,Lhasa Tsangpo,O,12.43,"4,921"
1110,30.879,92.881,Lhasa Tsangpo,E(o),52.44,"4,982"
1111,30.878,92.86,Lhasa Tsangpo,E(o),21.32,"4,925"
1112,30.739,92.775,Lhasa Tsangpo,E(o),11.7,"4,864"
1113,30.736,92.875,Lhasa Tsangpo,E(o),20.95,"4,911"
1114,29.989,92.191,Lhasa Tsangpo,E(o),13.63,"5,123"
1115,29.928,92.068,Lhasa Tsangpo,E(o),14,"4,939"
1116,29.866,92.208,Lhasa Tsangpo,E(o),16.79,"5,227"
1117,29.83,92.242,Lhasa Tsangpo,E(o),15.07,"5,179"
1118,29.57,92.043,Lhasa Tsangpo,E(o),13.57,"5,312"
1119,29.808,92.395,Lhasa Tsangpo,E(o),24.92,"5,052"
1120,29.796,92.413,Lhasa Tsangpo,E(o),15.75,"4,975"
1121,29.795,92.389,Lhasa Tsangpo,E(o),17.68,"4,976"
1122,29.779,92.388,Lhasa Tsangpo,E(o),154.54,"4,916"
1123,29.778,92.457,Lhasa Tsangpo,E(o),11.84,"4,996"
1124,29.77,92.442,Lhasa Tsangpo,E(o),14.89,"4,924"
1125,29.734,92.387,Lhasa Tsangpo,O,16.53,"4,746"
1126,29.667,92.394,Lhasa Tsangpo,E(o),53.86,"4,677"
1127,29.639,92.253,Lhasa Tsangpo,E(o),35.47,"4,862"
1128,29.619,92.327,Lhasa Tsangpo,E(o),11.54,"4,974"
1129,31.148,93.097,Lhasa Tsangpo,O,10.32,"4,994"
1130,31.147,93.119,Lhasa Tsangpo,O,27.83,"5,002"
1131,31.132,93.177,Lhasa Tsangpo,O,692.16,"5,007"
1132,31.103,93.144,Lhasa Tsangpo,E(o),101.01,"5,024"
1133,31.081,93.163,Lhasa Tsangpo,E(o),14.03,"5,071"
1134,31.078,93.05,Lhasa Tsangpo,O,40.27,"4,950"
1135,31.004,93.088,Lhasa Tsangpo,E(o),71.5,"5,040"
1136,31.065,93.292,Lhasa Tsangpo,E(o),51.21,"5,047"
1137,31.054,93.301,Lhasa Tsangpo,E(o),20.6,"5,055"
1138,30.909,93.016,Lhasa Tsangpo,O,15.25,"4,958"
1139,30.903,93.018,Lhasa Tsangpo,E(o),11.34,"4,957"
1140,28.928,90.223,Upper Yarlung Tsangpo,M(e),48.29,"5,109"
1141,28.278,90.226,Upper Yarlung Tsangpo,M(e),86.59,"5,301"
1142,28.257,90.192,Upper Yarlung Tsangpo,M(e),10.09,"5,451"
1143,28.245,90.185,Upper Yarlung Tsangpo,M(e),60.02,"5,455"
1144,28.265,90.276,Upper Yarlung Tsangpo,M(e),11.44,"5,829"
1145,28.454,90.622,Upper Yarlung Tsangpo,M(e),19.35,"5,286"
1146,28.592,91.115,Upper Yarlung Tsangpo,E(o),11.65,"5,362"
1147,28.587,91.155,Upper Yarlung Tsangpo,E(o),10.48,"5,563"
1148,28.546,91.525,Upper Yarlung Tsangpo,O,101.76,"5,083"
1149,28.538,91.597,Upper Yarlung Tsangpo,O,26.23,"5,070"
1150,28.53,91.562,Upper Yarlung Tsangpo,O,45.15,"5,153"
1151,28.238,90.496,Manas,M(e),15.24,"5,608"
1152,28.204,90.384,Manas,M(e),33.11,"5,424"
1153,28.333,90.674,Manas,M(e),11.37,"4,650"
1154,28.303,90.741,Manas,E(c),10.96,"4,769"
1155,28.3,90.647,Manas,M(e),28.67,"5,467"
1156,28.299,90.607,Manas,M(e),11.67,"5,354"
1157,28.273,90.736,Manas,M(e),167.03,"4,510"
1158,28.272,90.589,Manas,M(e),45.4,"5,414"
1159,28.247,90.712,Manas,M(e),18.15,"4,689"
1160,28.244,90.743,Manas,M(e),11.99,"4,657"
1161,28.241,90.724,Manas,M(e),88.56,"4,654"
1162,28.241,90.506,Manas,M(e),21.53,"5,470"
1163,28.129,90.604,Manas,M(e),10.46,"5,199"
1164,28.123,90.566,Manas,M(e),67.52,"5,172"
1165,28.096,90.738,Manas,M(e),67.74,"5,004"
1166,28.086,90.605,Manas,M(e),35.31,"5,202"
1167,28.081,90.652,Manas,E(o),18.65,"4,999"
1168,28.078,90.743,Manas,M(o),17.78,"5,172"
1169,28.078,90.661,Manas,M(e),10.04,"5,074"
1170,28.078,90.584,Manas,M(o),10.66,"5,312"
1171,28.071,90.656,Manas,M(o),40.3,"5,020"
1172,28.064,90.648,Manas,M(o),24.57,"5,105"
1173,28.059,90.602,Manas,M(e),40.1,"4,862"
1174,28.049,90.597,Manas,M(e),31.09,"4,990"
1175,28.353,90.851,Manas,E(o),14.81,"4,624"
1176,28.307,90.852,Manas,E(o),14.1,"4,648"
1177,28.281,90.75,Manas,M(o),30.82,"4,722"
1178,28.086,90.787,Manas,M(e),216.41,"5,165"
1179,28.059,90.903,Manas,E(o),52.05,"4,768"
1180,28.049,90.953,Manas,E(o),40.51,"4,642"
1181,28.046,90.919,Manas,M(o),16.66,"4,933"
1182,28.04,90.907,Manas,M(o),11.45,"4,924"
1183,28.021,90.84,Manas,M(o),15.82,"4,985"
1184,28.018,90.843,Manas,M(o),18.96,"4,957"
1185,28.016,90.929,Manas,E(o),18.07,"4,801"
1186,28.015,90.979,Manas,E(o),12.17,"4,252"
1187,28.013,90.984,Manas,E(c),20.9,"4,277"
1188,28.003,90.905,Manas,E(o),87.32,"4,754"
1189,28.001,90.932,Manas,E(o),13.93,"4,663"
1190,28.351,91.079,Manas,M(e),77.2,"4,787"
1191,28.305,91.07,Manas,M(e),18.87,"4,727"
1192,28.075,91.234,Manas,E(c),11.43,"4,686"
1193,28.045,91.004,Manas,E(o),12.84,"4,085"
1194,28.034,91.003,Manas,E(o),76.9,"4,200"
1195,28.023,91.036,Manas,E(o),11.43,"4,260"
1196,28.013,91.044,Manas,E(o),10.44,"4,421"
1197,28.01,91.027,Manas,E(o),12.41,"4,251"
1198,28.518,91.487,Manas,O,16.29,"5,125"
1199,28.088,91.257,Manas,E(o),56.11,"4,630"
1200,28.045,91.261,Manas,E(o),12.47,"4,600"
1201,28.043,91.294,Manas,E(o),12.82,"4,780"
1202,28.012,91.292,Manas,E(c),11.21,"4,622"
1203,28.001,91.262,Manas,E(o),18.16,"4,464"
1204,27.988,90.817,Manas,E(o),10.54,"4,905"
1205,27.984,90.827,Manas,E(o),10.85,"4,737"
1206,27.967,90.894,Manas,E(o),22.1,"4,579"
1207,27.956,90.955,Manas,E(o),12.03,"4,606"
1208,27.947,90.974,Manas,E(c),11.2,"4,426"
1209,27.939,90.945,Manas,E(o),11.87,"4,504"
1210,27.913,90.845,Manas,E(o),14.42,"4,509"
1211,27.903,90.98,Manas,E(c),13.54,"4,290"
1212,27.896,90.997,Manas,E(o),33.11,"4,361"
1213,27.891,90.966,Manas,E(c),25.72,"4,359"
1214,27.875,90.999,Manas,E(c),11.54,"4,203"
1215,27.866,90.85,Manas,E(o),10.38,"4,600"
1216,27.985,91.215,Manas,E(o),15.78,"4,311"
1217,27.956,91.056,Manas,E(o),13.72,"4,055"
1218,27.909,91.241,Manas,E(o),14.74,"4,347"
1219,27.902,91.242,Manas,E(o),10.02,"4,180"
1220,27.877,91.014,Manas,E(o),12.25,"4,162"
1221,27.803,91.24,Manas,E(o),15.09,"4,077"
1222,27.996,91.287,Manas,E(c),17.81,"4,522"
1223,27.963,91.426,Manas,E(c),13.31,"4,858"
1224,27.931,91.27,Manas,E(c),39.76,"4,732"
1225,27.929,91.3,Manas,E(o),20.27,"4,371"
1226,27.914,91.26,Manas,E(c),26.95,"4,744"
1227,27.904,91.29,Manas,E(c),31.66,"4,625"
1228,27.893,91.306,Manas,E(c),21.44,"4,060"
1229,27.884,91.281,Manas,E(o),12.54,"4,802"
1230,27.843,91.271,Manas,E(c),19.59,"3,980"
1231,28.046,90.355,Manas,M(o),48.12,"5,278"
1232,28.037,90.364,Manas,M(e),84.1,"5,216"
1233,28.014,90.374,Manas,M(e),72.68,"5,182"
1234,28.014,90.353,Manas,M(o),16.95,"5,300"
1235,28.005,90.328,Manas,M(o),35.64,"5,376"
1236,28.002,90.311,Manas,M(o),10.53,"5,461"
1237,28.04,90.537,Manas,E(c),17.91,"5,002"
1238,28.038,90.546,Manas,M(o),15.05,"4,993"
1239,28.034,90.625,Manas,M(o),26.46,"5,172"
1240,28.034,90.664,Manas,E(o),31.04,"4,715"
1241,28.022,90.709,Manas,M(e),145.52,"4,868"
1242,28.006,90.572,Manas,M(o),13.49,"5,155"
1243,28.003,90.705,Manas,E(o),33.03,"4,927"
1244,28.003,90.54,Manas,I(s),23.97,"4,700"
1245,27.99,90.418,Manas,M(l),33.1,"5,178"
1246,27.987,90.38,Manas,M(o),13.26,"5,242"
1247,27.984,90.437,Manas,M(l),21.73,"5,093"
1248,27.98,90.381,Manas,M(o),20.26,"5,233"
1249,27.97,90.331,Manas,M(o),22.19,"5,314"
1250,27.968,90.412,Manas,M(o),22.89,"5,208"
1251,27.946,90.378,Manas,M(o),10.42,"5,273"
1252,27.94,90.397,Manas,M(o),19.37,"5,203"
1253,27.931,90.295,Manas,M(o),10,"5,183"
1254,27.918,90.408,Manas,M(o),17.69,"5,143"
1255,27.906,90.276,Manas,M(o),22.46,"5,160"
1256,27.89,90.29,Manas,M(e),114.2,"5,059"
1257,27.883,90.298,Manas,M(o),15.99,"5,116"
1258,27.876,90.28,Manas,M(o),24.66,"5,038"
1259,27.872,90.303,Manas,M(e),41.54,"5,033"
1260,27.861,90.295,Manas,M(e),18.64,"4,959"
1261,27.849,90.333,Manas,M(o),13.41,"5,050"
1262,27.846,90.302,Manas,E(o),19.16,"4,902"
1263,27.819,90.272,Manas,E(o),21.42,"4,898"
1264,27.819,90.394,Manas,E(c),12.12,"4,764"
1265,27.814,90.363,Manas,E(o),11.15,"4,776"
1266,27.813,90.254,Manas,E(o),11.48,"4,815"
1267,27.81,90.406,Manas,E(c),33.42,"4,701"
1268,27.803,90.398,Manas,E(c),11.36,"4,825"
1269,27.792,90.409,Manas,E(c),14.6,"4,759"
1270,27.792,90.398,Manas,E(c),10.94,"4,826"
1271,27.792,90.421,Manas,E(c),27.76,"4,527"
1272,27.781,90.442,Manas,E(o),12.78,"4,563"
1273,27.78,90.4,Manas,E(c),11.02,"4,532"
1274,27.77,90.416,Manas,E(c),25.82,"4,689"
1275,27.756,90.298,Manas,E(c),10.83,"4,630"
1276,27.749,90.293,Manas,E(o),17.2,"4,569"
1277,27.738,90.296,Manas,E(c),10.21,"4,389"
1278,27.72,90.326,Manas,E(c),30.88,"4,231"
1279,27.716,90.29,Manas,E(o),15.98,"4,322"
1280,27.997,90.592,Manas,E(o),11.39,"5,103"
1281,27.987,90.505,Manas,M(e),18.16,"5,199"
1282,27.983,90.594,Manas,M(e),12.14,"5,028"
1283,27.972,90.508,Manas,E(o),25,"5,101"
1284,27.944,90.743,Manas,E(o),11.2,"4,848"
1285,27.939,90.535,Manas,E(c),59.94,"5,036"
1286,27.925,90.555,Manas,E(o),29.18,"4,774"
1287,27.921,90.503,Manas,E(o),13.38,"5,082"
1288,27.919,90.537,Manas,E(c),38.13,"4,935"
1289,27.915,90.559,Manas,M(o),11.08,"4,939"
1290,27.895,90.552,Manas,E(c),24.13,"4,977"
1291,27.895,90.598,Manas,E(o),12.32,"4,640"
1292,27.884,90.712,Manas,E(o),12.81,"4,875"
1293,27.881,90.566,Manas,E(o),18.83,"4,666"
1294,27.878,90.571,Manas,E(o),23.37,"4,664"
1295,27.876,90.581,Manas,E(o),16.89,"4,599"
1296,27.861,90.591,Manas,E(o),74.98,"4,770"
1297,27.857,90.74,Manas,E(o),11.88,"4,406"
1298,27.844,90.618,Manas,E(o),12.54,"4,767"
1299,27.827,90.701,Manas,E(o),10.37,"4,363"
1300,27.805,90.577,Manas,E(c),10.11,"4,704"
1301,27.803,90.585,Manas,E(o),10.15,"4,647"
