S.No.,Latitude,Longitude,Subbasin,GL type,Area(ha),Elev(m)
1302,27.798,90.62,Manas,E(c),18.31,"4,574"
1303,27.796,90.634,Manas,E(c),40.52,"4,462"
1304,27.787,90.646,Manas,E(o),26.59,"4,550"
1305,27.765,90.625,Manas,E(o),10.8,"4,338"
1306,27.764,90.636,Manas,E(o),12.42,"4,614"
1307,27.757,90.624,Manas,E(c),12.45,"4,410"
1308,27.942,90.756,Manas,M(o),16.41,"5,031"
1309,27.907,90.812,Manas,M(o),35.67,"4,804"
1310,27.897,90.816,Manas,E(o),44.54,"4,712"
1311,27.886,90.83,Manas,E(o),16.34,"4,845"
1312,27.88,90.791,Manas,E(o),10.66,"4,807"
1313,27.873,90.803,Manas,E(o),27.12,"4,453"
1314,27.867,90.816,Manas,E(o),53.98,"4,135"
1315,27.841,90.831,Manas,E(o),18.14,"4,568"
1316,27.83,90.811,Manas,E(o),18.02,"4,367"
1317,27.821,90.81,Manas,E(c),14.45,"4,613"
1318,27.81,90.864,Manas,E(o),22.79,"4,112"
1319,27.79,90.784,Manas,E(o),10.15,"4,263"
1320,27.784,90.811,Manas,E(c),10.09,"4,126"
1321,27.757,90.807,Manas,E(c),18.25,"4,181"
1322,27.748,90.821,Manas,E(c),11.59,"4,438"
1323,27.707,90.96,Manas,E(o),11.57,"3,952"
1324,28.037,91.452,Manas,M(o),56.24,"4,737"
1325,28.164,91.511,Manas,M(e),11.98,"5,221"
1326,28.143,91.664,Manas,M(e),19.31,"5,139"
1327,28.024,91.597,Manas,M(e),36.52,"4,804"
1328,28.014,91.676,Manas,E(o),14.26,"4,422"
1329,28.355,91.96,Manas,E(o),20.15,"4,774"
1330,28.102,91.942,Manas,E(o),117.73,"4,705"
1331,28.059,91.939,Manas,E(o),240.03,"4,631"
1332,27.916,91.45,Manas,E(c),13.44,"4,422"
1333,27.879,91.449,Manas,E(c),10.23,"4,229"
1334,27.871,91.459,Manas,E(c),12.59,"3,832"
1335,27.86,91.495,Manas,E(o),10.51,"3,913"
1336,27.996,91.511,Manas,M(o),12.13,"5,319"
1337,27.912,91.577,Manas,E(o),13.64,"4,628"
1338,27.901,91.62,Manas,E(o),14.82,"4,938"
1339,27.898,91.535,Manas,E(c),27.53,"4,430"
1340,27.893,91.649,Manas,E(c),24.45,"4,819"
1341,27.888,91.596,Manas,E(c),16.69,"4,626"
1342,27.878,91.517,Manas,E(c),32.71,"4,248"
1343,27.877,91.717,Manas,E(o),18.45,"4,533"
1344,27.877,91.634,Manas,E(o),44.48,"4,480"
1345,27.869,91.671,Manas,E(o),45.27,"4,054"
1346,27.861,91.629,Manas,E(o),10.38,"4,581"
1347,27.854,91.5,Manas,E(c),31.88,"4,049"
1348,27.851,91.604,Manas,E(c),31.4,"4,509"
1349,27.847,91.583,Manas,E(c),49.42,"4,656"
1350,27.841,91.565,Manas,E(o),16.27,"4,558"
1351,27.838,91.605,Manas,O,66.35,"4,125"
1352,27.834,91.553,Manas,E(c),67.23,"4,521"
1353,27.824,91.559,Manas,E(c),10.93,"4,674"
1354,27.815,91.595,Manas,E(c),14.2,"4,678"
1355,27.811,91.501,Manas,E(c),17.12,"4,213"
1356,27.809,91.549,Manas,E(c),19.04,"4,297"
1357,27.806,91.59,Manas,E(o),13.8,"4,406"
1358,27.802,91.643,Manas,E(c),12.24,"4,504"
1359,27.801,91.579,Manas,E(o),19.76,"4,617"
1360,27.798,91.593,Manas,E(c),16.43,"4,066"
1361,27.757,91.65,Manas,E(o),16.67,"4,152"
1362,27.756,91.529,Manas,E(o),15.81,"3,868"
1363,27.702,91.634,Manas,E(o),16.42,"4,319"
1364,27.992,91.952,Manas,O,40.89,"4,354"
1365,27.901,91.896,Manas,O,217.48,"4,452"
1366,27.874,91.833,Manas,E(o),10.26,"4,340"
1367,27.849,91.948,Manas,E(o),19.9,"4,630"
1368,27.841,91.892,Manas,O,145.65,"4,638"
1369,27.796,91.925,Manas,E(o),22.77,"4,499"
1370,27.795,91.838,Manas,E(c),19.81,"4,667"
1371,27.785,91.948,Manas,E(o),13.08,"4,484"
1372,27.746,91.87,Manas,E(o),44.61,"4,345"
1373,27.734,91.871,Manas,E(o),12.54,"4,456"
1374,27.698,91.903,Manas,E(o),13.14,"4,047"
1375,27.697,91.873,Manas,E(o),13.11,"4,467"
1376,27.693,91.857,Manas,E(o),17.65,"4,283"
1377,27.673,91.875,Manas,E(o),33.23,"4,222"
1378,27.625,91.803,Manas,E(c),10.79,"4,329"
1379,27.62,91.779,Manas,E(o),11.38,"3,978"
1380,28.239,92.033,Manas,E(o),12.05,"5,130"
1381,28.23,92.042,Manas,E(o),15.97,"5,107"
1382,28.228,92.023,Manas,E(o),11.52,"5,115"
1383,28.223,92.043,Manas,E(o),15.06,"5,099"
1384,28.193,92.039,Manas,E(o),25.64,"5,036"
1385,28.068,92.147,Manas,E(o),16.73,"4,973"
1386,27.851,92.161,Manas,E(o),16.55,"4,824"
1387,27.789,92.048,Manas,M(o),11.07,"4,952"
1388,27.753,92.041,Manas,E(c),10.23,"4,084"
1389,27.588,92.222,Manas,E(o),13.08,"4,455"
1390,27.566,92.216,Manas,E(o),19.59,"4,348"
1391,27.565,92.065,Manas,E(o),14.28,"4,326"
1392,27.519,92.033,Manas,E(o),60.79,"4,274"
1393,27.514,92.048,Manas,E(o),14.07,"4,088"
1394,27.509,92.101,Manas,O,18.91,"4,148"
1395,27.505,92.045,Manas,E(o),10.8,"4,170"
1396,27.774,92.315,Manas,E(o),13.13,"4,870"
1397,27.771,92.435,Manas,M(o),55.56,"5,179"
1398,27.763,92.425,Manas,M(o),19.37,"5,094"
1399,27.756,92.401,Manas,E(o),13.46,"4,967"
1400,27.715,92.386,Manas,E(o),12.28,"5,117"
1401,31.03,93.163,Lower Yarlung Tsangpo,O,13.3,"5,195"
1402,30.621,93.181,Lower Yarlung Tsangpo,O,689.79,"4,499"
1403,30.535,93.058,Lower Yarlung Tsangpo,E(o),86.74,"4,817"
1404,30.527,93.419,Lower Yarlung Tsangpo,M(o),31.64,"4,758"
1405,30.521,93.445,Lower Yarlung Tsangpo,M(o),114.42,"4,780"
1406,30.493,93.357,Lower Yarlung Tsangpo,M(e),22.25,"4,702"
1407,30.463,93.39,Lower Yarlung Tsangpo,M(e),12.41,"4,788"
1408,30.425,93.492,Lower Yarlung Tsangpo,E(o),32.69,"4,496"
1409,30.803,93.683,Lower Yarlung Tsangpo,M(l),11.1,"5,130"
1410,30.532,93.516,Lower Yarlung Tsangpo,M(e),36.56,"4,778"
1411,30.474,93.535,Lower Yarlung Tsangpo,M(o),24.84,"5,015"
1412,30.461,93.509,Lower Yarlung Tsangpo,E(o),12.12,"4,785"
1413,30.441,93.63,Lower Yarlung Tsangpo,M(o),12.45,"4,685"
1414,30.355,93.632,Lower Yarlung Tsangpo,M(e),54.25,"4,442"
1415,30.354,93.529,Lower Yarlung Tsangpo,M(e),11.42,"4,750"
1416,30.348,93.507,Lower Yarlung Tsangpo,M(e),43.13,"4,537"
1417,30.883,93.831,Lower Yarlung Tsangpo,M(e),13.43,"4,801"
1418,30.659,93.894,Lower Yarlung Tsangpo,M(e),25.13,"4,791"
1419,30.489,93.823,Lower Yarlung Tsangpo,E(o),10.41,"4,933"
1420,30.831,94,Lower Yarlung Tsangpo,M(e),35.39,"4,760"
1421,30.789,94.117,Lower Yarlung Tsangpo,E(o),12.4,"4,656"
1422,30.732,94.211,Lower Yarlung Tsangpo,M(e),10.54,"4,550"
1423,30.706,94.118,Lower Yarlung Tsangpo,E(o),17.53,"4,741"
1424,30.262,94.134,Lower Yarlung Tsangpo,M(e),12.6,"4,161"
1425,30.849,94.344,Lower Yarlung Tsangpo,M(o),22.22,"5,015"
1426,30.842,94.353,Lower Yarlung Tsangpo,M(o),11.7,"4,973"
1427,30.683,94.323,Lower Yarlung Tsangpo,M(e),24.02,"4,121"
1428,30.654,94.492,Lower Yarlung Tsangpo,M(e),530.64,"3,942"
1429,30.626,94.444,Lower Yarlung Tsangpo,M(e),66.04,"4,095"
1430,30.487,94.266,Lower Yarlung Tsangpo,E(o),25.3,"4,456"
1431,30.431,94.455,Lower Yarlung Tsangpo,M(o),13.03,"3,902"
1432,30.181,94.288,Lower Yarlung Tsangpo,M(o),16.21,"4,363"
1433,30.176,94.282,Lower Yarlung Tsangpo,M(o),13.91,"4,607"
1434,30.452,94.603,Lower Yarlung Tsangpo,M(e),181.75,"3,998"
1435,30.393,94.653,Lower Yarlung Tsangpo,E(o),18.96,"4,007"
1436,30.352,94.732,Lower Yarlung Tsangpo,M(o),36.07,"2,698"
1437,30.537,94.759,Lower Yarlung Tsangpo,M(e),51.12,"3,631"
1438,30.482,95.032,Lower Yarlung Tsangpo,M(e),14.85,"4,335"
1439,30.395,95.082,Lower Yarlung Tsangpo,M(e),12.22,"4,151"
1440,30.093,92.485,Lower Yarlung Tsangpo,E(o),11.49,"5,158"
1441,30.072,92.457,Lower Yarlung Tsangpo,E(o),10.98,"5,096"
1442,30.049,92.443,Lower Yarlung Tsangpo,E(o),52.8,"4,993"
1443,30.327,92.72,Lower Yarlung Tsangpo,E(o),14.1,"5,213"
1444,30.089,92.533,Lower Yarlung Tsangpo,E(o),11.3,"5,084"
1445,30.006,92.742,Lower Yarlung Tsangpo,E(o),14.1,"5,108"
1446,30.297,92.925,Lower Yarlung Tsangpo,E(o),29.42,"4,831"
1447,30.229,92.968,Lower Yarlung Tsangpo,E(o),10.6,"4,851"
1448,30.219,92.941,Lower Yarlung Tsangpo,E(o),12.89,"5,208"
1449,30.197,92.976,Lower Yarlung Tsangpo,E(o),24.87,"4,995"
1450,29.918,92.18,Lower Yarlung Tsangpo,E(o),37.73,"5,161"
1451,29.905,92.192,Lower Yarlung Tsangpo,E(o),25.14,"4,992"
1452,29.816,92.399,Lower Yarlung Tsangpo,E(o),13.49,"5,068"
1453,29.601,92.49,Lower Yarlung Tsangpo,E(o),15.9,"4,951"
1454,29.59,92.716,Lower Yarlung Tsangpo,E(o),13.21,"5,381"
1455,29.539,92.636,Lower Yarlung Tsangpo,M(e),14.07,"5,179"
1456,29.777,92.925,Lower Yarlung Tsangpo,E(o),10.33,"5,093"
1457,29.75,92.778,Lower Yarlung Tsangpo,M(e),14.19,"5,210"
1458,30.296,93.216,Lower Yarlung Tsangpo,M(o),12.34,"4,942"
1459,30.028,93.197,Lower Yarlung Tsangpo,E(o),32.59,"5,014"
1460,30.327,93.351,Lower Yarlung Tsangpo,E(o),23.62,"4,549"
1461,30.319,93.343,Lower Yarlung Tsangpo,M(e),47.25,"4,613"
1462,30.287,93.48,Lower Yarlung Tsangpo,E(o),16.83,"4,544"
1463,30.267,93.457,Lower Yarlung Tsangpo,M(o),70.57,"4,076"
1464,30.167,93.48,Lower Yarlung Tsangpo,E(o),14.34,"4,873"
1465,30.116,93.274,Lower Yarlung Tsangpo,E(o),32.7,"4,630"
1466,30.099,93.272,Lower Yarlung Tsangpo,M(o),33.54,"4,704"
1467,30.079,93.359,Lower Yarlung Tsangpo,E(o),10.08,"4,950"
1468,30.072,93.357,Lower Yarlung Tsangpo,M(o),11.84,"5,065"
1469,30.065,93.334,Lower Yarlung Tsangpo,E(o),10.38,"4,888"
1470,30.059,93.277,Lower Yarlung Tsangpo,E(o),17.78,"4,928"
1471,30.025,93.406,Lower Yarlung Tsangpo,E(o),21.26,"4,772"
1472,30.008,93.437,Lower Yarlung Tsangpo,E(o),40.99,"4,696"
1473,30.249,93.614,Lower Yarlung Tsangpo,E(o),11.57,"4,482"
1474,30.242,93.638,Lower Yarlung Tsangpo,M(e),108.96,"4,181"
1475,30.233,93.577,Lower Yarlung Tsangpo,E(o),11.77,"4,337"
1476,30.228,93.636,Lower Yarlung Tsangpo,E(o),10,"4,171"
1477,30.208,93.512,Lower Yarlung Tsangpo,M(o),12.21,"4,227"
1478,30.172,93.718,Lower Yarlung Tsangpo,M(e),13.41,"4,601"
1479,30.163,93.729,Lower Yarlung Tsangpo,E(o),13.86,"4,178"
1480,30.153,93.527,Lower Yarlung Tsangpo,M(e),15.56,"4,847"
1481,30.112,93.501,Lower Yarlung Tsangpo,E(o),16.31,"4,516"
1482,30.261,93.764,Lower Yarlung Tsangpo,M(e),64.75,"4,019"
1483,30.249,93.989,Lower Yarlung Tsangpo,E(o),23.37,"4,320"
1484,30.2,93.798,Lower Yarlung Tsangpo,M(e),20.39,"4,195"
1485,30.088,93.755,Lower Yarlung Tsangpo,E(c),21.21,"4,840"
1486,30.075,93.974,Lower Yarlung Tsangpo,E(c),15.8,"4,615"
1487,30.059,93.781,Lower Yarlung Tsangpo,O,20.24,"3,751"
1488,30.02,93.967,Lower Yarlung Tsangpo,E(v),2658.4,"3,475"
1489,29.809,93.018,Lower Yarlung Tsangpo,M(o),11.17,"5,360"
1490,29.764,93.115,Lower Yarlung Tsangpo,E(c),23.92,"5,076"
1491,29.758,93.123,Lower Yarlung Tsangpo,E(o),10.51,"5,099"
1492,29.747,93.149,Lower Yarlung Tsangpo,E(o),15.14,"4,943"
1493,29.693,93.068,Lower Yarlung Tsangpo,E(o),16.51,"4,939"
1494,29.58,93.199,Lower Yarlung Tsangpo,E(o),16.98,"5,180"
1495,29.532,93.236,Lower Yarlung Tsangpo,E(o),11.28,"5,018"
1496,29.52,93.177,Lower Yarlung Tsangpo,E(o),13.09,"5,210"
1497,30,93.385,Lower Yarlung Tsangpo,E(c),20.57,"4,873"
1498,29.948,93.25,Lower Yarlung Tsangpo,E(o),10.39,"5,069"
1499,29.732,93.498,Lower Yarlung Tsangpo,E(o),30.64,"4,476"
1500,29.716,93.427,Lower Yarlung Tsangpo,E(o),12.7,"5,001"
1501,29.658,93.275,Lower Yarlung Tsangpo,E(o),13.27,"4,967"
1502,29.65,93.337,Lower Yarlung Tsangpo,M(e),26.37,"4,738"
1503,29.648,93.253,Lower Yarlung Tsangpo,M(o),11.73,"5,137"
1504,29.603,93.427,Lower Yarlung Tsangpo,E(o),11.69,"4,512"
1505,29.601,93.465,Lower Yarlung Tsangpo,E(o),32.35,"4,604"
1506,29.555,93.269,Lower Yarlung Tsangpo,E(o),13.97,"4,784"
1507,29.541,93.345,Lower Yarlung Tsangpo,E(o),100.03,"4,631"
1508,29.644,93.548,Lower Yarlung Tsangpo,E(o),19.85,"4,738"
1509,29.63,93.561,Lower Yarlung Tsangpo,E(o),44.35,"4,563"
1510,29.606,93.588,Lower Yarlung Tsangpo,E(o),17.97,"4,734"
1511,29.605,93.528,Lower Yarlung Tsangpo,E(o),20.77,"4,995"
1512,29.598,93.524,Lower Yarlung Tsangpo,E(o),12.48,"4,945"
1513,29.594,93.731,Lower Yarlung Tsangpo,E(o),34.03,"4,549"
1514,29.585,93.746,Lower Yarlung Tsangpo,E(c),10.59,"4,699"
1515,29.52,93.673,Lower Yarlung Tsangpo,E(o),30.15,"4,549"
1516,29.513,93.62,Lower Yarlung Tsangpo,O,79.97,"4,362"
1517,29.512,93.714,Lower Yarlung Tsangpo,E(o),39.25,"4,344"
1518,29.477,93.631,Lower Yarlung Tsangpo,E(o),82.79,"4,369"
1519,29.458,93.621,Lower Yarlung Tsangpo,E(o),15.28,"4,856"
1520,29.452,93.62,Lower Yarlung Tsangpo,E(o),11.1,"4,894"
1521,29.443,93.715,Lower Yarlung Tsangpo,E(o),14.82,"4,414"
1522,29.95,93.972,Lower Yarlung Tsangpo,E(o),21.53,"4,239"
1523,29.924,93.889,Lower Yarlung Tsangpo,E(o),11.86,"4,453"
1524,29.907,93.897,Lower Yarlung Tsangpo,E(o),13.27,"4,492"
1525,29.891,93.993,Lower Yarlung Tsangpo,E(c),16.5,"4,552"
1526,29.878,93.839,Lower Yarlung Tsangpo,E(o),18.71,"4,592"
1527,29.657,93.752,Lower Yarlung Tsangpo,E(c),15.21,"4,490"
1528,29.621,93.779,Lower Yarlung Tsangpo,E(o),15.45,"4,409"
1529,29.613,93.91,Lower Yarlung Tsangpo,E(o),11.21,"4,622"
1530,29.589,93.929,Lower Yarlung Tsangpo,E(o),18.93,"4,669"
1531,29.587,93.897,Lower Yarlung Tsangpo,E(o),33.63,"4,786"
1532,29.568,93.902,Lower Yarlung Tsangpo,E(o),11.96,"4,610"
1533,29.558,93.879,Lower Yarlung Tsangpo,O,11.57,"4,479"
1534,29.545,93.91,Lower Yarlung Tsangpo,E(c),21.21,"4,840"
1535,29.542,93.83,Lower Yarlung Tsangpo,E(o),56.22,"4,419"
1536,29.524,93.981,Lower Yarlung Tsangpo,E(o),11.62,"4,276"
1537,29.506,93.911,Lower Yarlung Tsangpo,E(o),40.89,"4,555"
1538,29.506,93.806,Lower Yarlung Tsangpo,E(o),21.65,"4,504"
1539,29.504,93.888,Lower Yarlung Tsangpo,E(o),17.72,"4,619"
1540,29.502,93.937,Lower Yarlung Tsangpo,E(o),56.29,"4,444"
1541,29.491,93.963,Lower Yarlung Tsangpo,E(c),13.03,"4,704"
1542,30.132,94.123,Lower Yarlung Tsangpo,E(o),12.34,"4,318"
1543,30.126,94.09,Lower Yarlung Tsangpo,E(o),276.68,"3,802"
1544,30.115,94.188,Lower Yarlung Tsangpo,M(e),94.4,"3,905"
1545,30.064,94.189,Lower Yarlung Tsangpo,E(o),35.47,"4,616"
1546,30.046,94.157,Lower Yarlung Tsangpo,E(o),107.17,"4,294"
1547,30.019,94.123,Lower Yarlung Tsangpo,E(o),11.82,"4,356"
1548,30.099,94.27,Lower Yarlung Tsangpo,M(e),68.1,"3,924"
1549,29.948,94.161,Lower Yarlung Tsangpo,O,19.33,"4,052"
1550,29.941,94.093,Lower Yarlung Tsangpo,O,16.7,"4,059"
1551,29.896,94.209,Lower Yarlung Tsangpo,E(o),28.27,"4,444"
1552,29.881,94.207,Lower Yarlung Tsangpo,E(o),13.62,"4,448"
1553,29.856,94.155,Lower Yarlung Tsangpo,E(o),10.11,"4,320"
1554,29.834,94.16,Lower Yarlung Tsangpo,E(o),12.74,"4,390"
1555,29.833,94.135,Lower Yarlung Tsangpo,E(o),16.2,"4,723"
1556,29.817,94.133,Lower Yarlung Tsangpo,E(c),45.22,"4,558"
1557,29.658,94.212,Lower Yarlung Tsangpo,E(o),16.43,"4,583"
1558,29.645,94.185,Lower Yarlung Tsangpo,E(o),11.91,"4,503"
1559,29.636,94.169,Lower Yarlung Tsangpo,E(o),12.66,"4,808"
1560,29.632,94.099,Lower Yarlung Tsangpo,E(o),17.46,"4,711"
1561,29.622,94.163,Lower Yarlung Tsangpo,E(o),12.48,"4,716"
1562,29.611,94.154,Lower Yarlung Tsangpo,E(o),25.65,"4,690"
1563,29.601,94.076,Lower Yarlung Tsangpo,E(o),20.8,"4,730"
1564,29.578,94.113,Lower Yarlung Tsangpo,E(o),14.46,"4,509"
1565,29.573,94.139,Lower Yarlung Tsangpo,E(o),12.26,"4,673"
1566,29.556,94.242,Lower Yarlung Tsangpo,E(o),17.57,"4,598"
1567,29.555,94.087,Lower Yarlung Tsangpo,E(o),12.53,"4,751"
1568,29.551,94.111,Lower Yarlung Tsangpo,E(o),12.32,"4,578"
1569,29.55,94.12,Lower Yarlung Tsangpo,E(o),24.97,"4,579"
1570,29.545,94.067,Lower Yarlung Tsangpo,E(o),50.77,"4,299"
1571,29.543,94.086,Lower Yarlung Tsangpo,E(o),14.75,"4,631"
1572,29.538,94.113,Lower Yarlung Tsangpo,E(o),36.72,"4,520"
1573,29.537,94.034,Lower Yarlung Tsangpo,E(o),25.24,"4,509"
1574,29.529,94.076,Lower Yarlung Tsangpo,E(c),13.47,"4,691"
1575,29.529,94.001,Lower Yarlung Tsangpo,E(o),31.13,"4,262"
1576,29.526,94.057,Lower Yarlung Tsangpo,E(o),78,"4,533"
1577,29.522,94.098,Lower Yarlung Tsangpo,E(o),11.8,"4,520"
1578,29.518,94.121,Lower Yarlung Tsangpo,E(o),118.34,"4,501"
1579,29.507,94.028,Lower Yarlung Tsangpo,E(o),11.22,"4,737"
1580,29.505,94.133,Lower Yarlung Tsangpo,E(o),101.69,"4,577"
1581,29.499,94.192,Lower Yarlung Tsangpo,E(o),10.99,"4,490"
1582,29.499,94.155,Lower Yarlung Tsangpo,E(o),13.64,"4,720"
1583,29.493,94.178,Lower Yarlung Tsangpo,E(o),15.99,"4,512"
1584,29.491,94.131,Lower Yarlung Tsangpo,E(o),12.02,"4,608"
1585,29.475,94.151,Lower Yarlung Tsangpo,E(o),14.43,"4,632"
1586,29.475,94.194,Lower Yarlung Tsangpo,E(o),14.33,"4,420"
1587,29.472,94.236,Lower Yarlung Tsangpo,E(o),50.8,"4,509"
1588,29.472,94.213,Lower Yarlung Tsangpo,E(o),16.17,"4,432"
1589,29.47,94.162,Lower Yarlung Tsangpo,E(o),12.19,"4,602"
1590,29.447,94.168,Lower Yarlung Tsangpo,E(o),10.83,"4,730"
1591,29.426,94.186,Lower Yarlung Tsangpo,E(o),10.18,"4,487"
1592,29.424,94.197,Lower Yarlung Tsangpo,E(o),18.25,"4,316"
1593,29.965,94.251,Lower Yarlung Tsangpo,E(o),19.39,"4,289"
1594,29.915,94.28,Lower Yarlung Tsangpo,E(c),183.14,"4,385"
1595,29.906,94.365,Lower Yarlung Tsangpo,E(o),11.51,"4,391"
1596,29.897,94.294,Lower Yarlung Tsangpo,E(o),13.12,"4,465"
1597,29.894,94.284,Lower Yarlung Tsangpo,E(o),24.56,"4,288"
1598,29.886,94.266,Lower Yarlung Tsangpo,E(o),26.51,"4,265"
1599,29.881,94.377,Lower Yarlung Tsangpo,O,12.37,"4,575"
1600,29.829,94.363,Lower Yarlung Tsangpo,E(o),15.32,"4,612"
1601,29.829,94.282,Lower Yarlung Tsangpo,E(o),14.73,"4,403"
1602,29.828,94.462,Lower Yarlung Tsangpo,E(o),57.27,"4,133"
1603,29.819,94.358,Lower Yarlung Tsangpo,E(o),24.21,"4,439"
1604,29.813,94.433,Lower Yarlung Tsangpo,O,228.43,"4,083"
1605,29.78,94.448,Lower Yarlung Tsangpo,E(o),23.84,"4,412"
1606,29.768,94.465,Lower Yarlung Tsangpo,E(o),13.38,"4,463"
1607,29.767,94.482,Lower Yarlung Tsangpo,E(o),18,"4,417"
1608,29.744,94.461,Lower Yarlung Tsangpo,E(c),16.75,"4,534"
1609,29.732,94.483,Lower Yarlung Tsangpo,E(o),37.2,"4,552"
1610,29.682,94.494,Lower Yarlung Tsangpo,E(o),17.55,"4,529"
1611,29.574,94.276,Lower Yarlung Tsangpo,M(o),10.49,"4,609"
1612,29.528,94.343,Lower Yarlung Tsangpo,E(o),14.61,"4,312"
1613,29.849,94.519,Lower Yarlung Tsangpo,E(o),17.7,"4,594"
1614,29.808,94.501,Lower Yarlung Tsangpo,O,55.81,"4,305"
1615,29.785,94.516,Lower Yarlung Tsangpo,E(o),27.91,"4,497"
1616,29.782,94.527,Lower Yarlung Tsangpo,E(o),18.97,"4,585"
1617,29.462,91.646,Lower Yarlung Tsangpo,E(o),10.39,"5,296"
1618,29.43,91.971,Lower Yarlung Tsangpo,E(o),20.31,"5,197"
1619,28.802,91.937,Lower Yarlung Tsangpo,M(o),11.76,"5,207"
1620,29.536,92.02,Lower Yarlung Tsangpo,E(o),18.57,"5,130"
1621,29.56,92.451,Lower Yarlung Tsangpo,E(o),20.94,"4,921"
1622,29.547,92.479,Lower Yarlung Tsangpo,E(o),15.93,"5,077"
1623,29.526,92.491,Lower Yarlung Tsangpo,E(o),11.23,"5,279"
1624,29.51,92.459,Lower Yarlung Tsangpo,E(o),23.75,"5,077"
1625,29.505,92.464,Lower Yarlung Tsangpo,E(o),12.37,"5,103"
1626,29.503,92.47,Lower Yarlung Tsangpo,E(o),11.62,"5,161"
1627,29.355,92.453,Lower Yarlung Tsangpo,M(e),12.87,"5,072"
1628,29.334,92.373,Lower Yarlung Tsangpo,O,12.3,"5,065"
1629,29.331,92.431,Lower Yarlung Tsangpo,M(o),20.13,"5,217"
1630,29.316,92.434,Lower Yarlung Tsangpo,E(o),12.78,"4,911"
1631,29.287,92.453,Lower Yarlung Tsangpo,E(c),23.36,"4,890"
1632,29.195,92.443,Lower Yarlung Tsangpo,E(o),22.46,"4,984"
1633,29.541,92.687,Lower Yarlung Tsangpo,E(o),15.98,"5,120"
1634,29.532,92.521,Lower Yarlung Tsangpo,E(o),22.44,"5,249"
1635,29.524,92.511,Lower Yarlung Tsangpo,E(o),15.08,"5,266"
1636,29.517,92.739,Lower Yarlung Tsangpo,E(o),24.01,"4,930"
1637,29.517,92.681,Lower Yarlung Tsangpo,E(o),11.55,"5,276"
1638,29.488,92.644,Lower Yarlung Tsangpo,M(e),12.89,"5,225"
1639,29.39,92.549,Lower Yarlung Tsangpo,E(o),33.54,"4,947"
1640,29.3,92.651,Lower Yarlung Tsangpo,E(c),22.22,"5,149"
1641,29.283,92.656,Lower Yarlung Tsangpo,E(o),15.24,"5,050"
1642,29.226,92.625,Lower Yarlung Tsangpo,E(o),16.34,"5,115"
1643,29.666,92.8,Lower Yarlung Tsangpo,E(o),36.7,"5,126"
1644,29.656,92.783,Lower Yarlung Tsangpo,E(o),14.97,"5,123"
1645,29.656,92.835,Lower Yarlung Tsangpo,E(o),20.35,"4,997"
1646,29.581,92.791,Lower Yarlung Tsangpo,E(o),15.11,"4,884"
1647,29.276,92.802,Lower Yarlung Tsangpo,E(o),15.87,"5,207"
1648,29.25,92.996,Lower Yarlung Tsangpo,E(o),27.64,"4,810"
1649,29.202,92.984,Lower Yarlung Tsangpo,E(o),12.02,"5,013"
1650,28.705,92.111,Lower Yarlung Tsangpo,O,38.58,"4,780"
1651,28.648,92.16,Lower Yarlung Tsangpo,E(o),19.85,"4,976"
1652,28.976,92.253,Lower Yarlung Tsangpo,O,14.68,"4,824"
1653,29.437,93.173,Lower Yarlung Tsangpo,E(o),16.23,"5,034"
1654,29.31,93.093,Lower Yarlung Tsangpo,E(o),14.42,"4,819"
1655,29.284,93.117,Lower Yarlung Tsangpo,E(o),13.2,"4,765"
1656,29.246,93.043,Lower Yarlung Tsangpo,E(o),12.13,"5,086"
1657,29.238,93.038,Lower Yarlung Tsangpo,E(o),13.89,"4,976"
1658,29.157,93.069,Lower Yarlung Tsangpo,E(o),15.68,"4,461"
1659,29.555,93.454,Lower Yarlung Tsangpo,E(o),13.05,"4,911"
1660,29.533,93.39,Lower Yarlung Tsangpo,E(o),26.45,"4,799"
1661,29.525,93.47,Lower Yarlung Tsangpo,E(o),46.03,"4,686"
1662,29.514,93.367,Lower Yarlung Tsangpo,E(o),19.73,"4,869"
1663,29.503,93.497,Lower Yarlung Tsangpo,E(o),10.36,"4,822"
1664,29.494,93.303,Lower Yarlung Tsangpo,E(o),11.32,"4,971"
1665,29.485,93.299,Lower Yarlung Tsangpo,E(o),24.69,"4,947"
1666,29.476,93.299,Lower Yarlung Tsangpo,E(o),20.93,"4,846"
1667,29.444,93.412,Lower Yarlung Tsangpo,E(o),10.74,"4,797"
1668,29.439,93.254,Lower Yarlung Tsangpo,E(o),14.15,"4,755"
1669,29.421,93.291,Lower Yarlung Tsangpo,E(o),44.79,"4,644"
1670,29.399,93.319,Lower Yarlung Tsangpo,E(o),24.37,"4,757"
1671,29.322,93.265,Lower Yarlung Tsangpo,E(o),26.11,"4,951"
1672,29.296,93.424,Lower Yarlung Tsangpo,E(o),15.29,"4,648"
1673,29.27,93.285,Lower Yarlung Tsangpo,E(o),10.41,"5,066"
1674,29.24,93.276,Lower Yarlung Tsangpo,E(o),58.59,"4,914"
1675,29.22,93.306,Lower Yarlung Tsangpo,E(o),35.12,"4,887"
1676,29.197,93.346,Lower Yarlung Tsangpo,E(o),10.94,"4,841"
1677,29.196,93.327,Lower Yarlung Tsangpo,E(c),17.01,"4,728"
1678,29.19,93.275,Lower Yarlung Tsangpo,E(o),11.02,"5,021"
