10y_expansion_rate,5y_expansion_rate,Elevation_m,GLOF,Lake_area_calculated_ha,Lake_type_simplified,Latitude,Longitude,Year_final,__source__,glacier_area_ha,glacier_contact,glacier_elev_m,glacier_touch_count,is_supraglacial,lake_area_filled_from_db,nearest_glacier_dist_m,slope_glac_to_lake
0.921876150520662,-0.3654962162285354,4532,0,7.707243481555924,other,27.78,90.4,2019,neg,,0,,0,0,False,,
15.895402238425902,-1.6346262702789889,5131,0,141.67052402564406,moraine,29.912,90.063,2019,neg,2872.675822886555,1,5947.0,13,0,False,0.0,0.0
10.707292245397335,10.598713266991057,4076,0,123.18332598988214,moraine,30.267,93.457,2019,neg,7247.504272886207,1,5319.0,5,0,False,0.0,0.0
2.9380980616560373,-0.267073269477953,4018,0,20.18721829513957,other,29.009,96.084,2019,neg,,0,,0,0,False,,
0.3026648564109538,-0.1752230236093435,4569,0,1.911562848612742,other,27.498,89.093,2019,neg,11.978701035235384,0,5191.0,0,0,False,4861.306279073915,0.2149627980648596
1.6358924042537573,-2.3986706210663513,4613,0,8.814801674801501,other,27.821,90.81,2019,neg,21.6484342188276,0,4796.0,0,0,False,4583.624758541292,0.0933758809995188
1.5788359808321484,-0.9373174972977044,4702,0,10.473280218040104,other,29.497,93.502,2019,neg,,0,,0,0,False,,
1.079885304219672,-1.3180796938786972,3980,0,5.875851821793669,other,27.843,91.271,2019,neg,5.052612031168846,0,4986.0,0,0,False,2157.0706466797287,0.4663732277607531
1.5541909868220192,-0.8325116577731272,4202,0,10.048182998187103,other,29.037,93.735,2019,neg,,0,,0,0,False,,
5.8741673966158885,-2.622940433523657,3671,0,29.60642093057068,other,29.019,95.91,2019,neg,,0,,0,0,False,,
5.93948910395845,-22.743291682002035,5351,0,60.92252017474502,moraine,27.793,86.838,2019,neg,4744.19416693167,1,5671.0,6,0,False,0.0,0.0
5.2071723016501865,-25.798630798010617,4374,0,82.29886071739752,moraine,28.211,85.847,2019,neg,1952.1009389621104,1,5597.0,4,0,False,0.0,0.0
5.612610436104322,-0.7252241606372543,4163,0,31.137755990919768,other,28.597,93.805,2019,neg,,0,,0,0,False,,
0.6676348235626961,-1.0646288813181577,4287,0,4.053489365557364,other,27.74,90.187,2019,neg,,0,,0,0,False,,
0.675324311301253,-0.0171246465746634,5055,0,36.30646838386792,other,31.054,93.301,2019,neg,7.067300406963189,0,5433.0,0,0,False,2421.378305223173,0.1594133387448613
60.28538920502915,-2.5830470624854343,4905,0,305.5017330170101,other,31.112,92.815,2019,neg,,0,,0,0,False,,
38.97502290807638,29.764866534412647,4131,0,252.4550014561344,moraine,29.805,95.642,2019,neg,187.80664091602043,1,5111.0,5,0,False,0.0,0.0
1.6388091407264684,-0.3500282389505343,4325,0,8.98958883337019,other,27.637,92.407,2019,neg,60.2577268048036,0,4433.0,0,0,False,1959.6681697059912,0.0551113712359798
7.158285206598235,-1.145948715513292,4966,0,46.54569858134932,moraine,29.054,94.002,2019,neg,105.02971027801748,1,5167.0,5,0,False,0.0,0.0
1.5365386981728046,-0.5492330442618275,3945,0,8.310024448654985,other,29.167,95.45,2019,neg,,0,,0,0,False,,
0.1372253038405318,-0.0152481561214209,5476,0,17.763037889434454,other,31.9,80.001,2019,neg,388.8402130981613,0,5682.0,0,0,False,614.4516670957125,0.3352582652654949
10.274001723524323,0.868029700214197,4046,0,174.94161221921007,other,28.492,96.692,2019,neg,4.654555845236662,0,3829.0,0,0,False,2844.9006264886025,0.1754015572121774
6.042264754282695,2.5593068136510113,4069,0,89.87355688327557,moraine,32.526,77.22,2019,neg,6736.502035839837,1,4379.0,5,0,False,0.0,0.0
2.2468577020085165,0.280860570803113,4529,0,13.964871760712086,other,29.682,94.494,2019,neg,,0,,0,0,False,,
1.7124576950878834,-0.2695625671805942,5094,0,90.14083012106204,moraine,28.011,88.756,2019,neg,17.062320822867562,0,5436.0,0,0,False,854.422194420895,0.4002705012032121
1.2846677286033563,-2.7903678680621233,4826,0,9.11924486035479,other,27.986,87.583,2019,neg,7.3288444213262975,0,5075.0,0,0,False,1989.104726714241,0.1241764682787788
1.6358924042537573,-2.3986706210663513,4367,0,8.814801674801501,other,27.83,90.811,2019,neg,21.6484342188276,0,4796.0,0,0,False,4583.624758541292,0.0933758809995188
-0.5636708531747786,-2.019529051434962,4911,0,11.899655065788512,other,29.316,92.434,2019,neg,97.9797063579444,0,5543.0,0,0,False,197.62375795451848,1.649599235305637
7.522278791388838,-4.988511445380809,5106,0,75.22136739263706,moraine,28.148,87.469,2019,neg,1839.314240009326,1,5783.0,12,0,False,0.0,0.0
0.2868025335580507,-0.0158320933333745,4064,0,2.1507741114838876,other,27.492,89.149,2019,neg,,0,,0,0,False,,
-0.7362772923873294,-1.8785809531798063,3995,0,9.937157474289506,moraine,29.365,96.124,2019,neg,1572.830683659578,1,4810.0,5,0,False,0.0,0.0
,-0.0159480658954701,4180,0,0.1594801173249469,other,27.402,89.156,2019,neg,,0,,0,0,False,,
0.0743959324778565,-0.4915339644822609,5093,0,18.154068719620277,moraine,34.051,76.718,2019,neg,1527.860288151652,1,5380.0,4,0,False,0.0,0.0
0.3291681144164258,-0.3918809690628066,5426,0,42.79187400059613,moraine,29.218,83.702,2019,neg,28.576222250042587,0,5834.0,0,0,False,490.9639792097664,0.8310181953810512
-3.414317389012562,-0.0469818232883184,4045,0,21.534712872748024,other,29.288,96.134,2019,neg,24.0815432954992,0,4535.0,0,0,False,998.0986212138706,0.2003810001828911
4.99626613817095,1.7943004809665295,3631,0,55.14598126197028,moraine,30.537,94.759,2019,neg,14875.867047632644,1,4472.0,3,0,False,0.0,0.0
7.962485094712875,-0.7946541889436787,4133,0,69.57354264505788,other,29.828,94.462,2019,neg,,0,,0,0,False,,
-1.030663872984519,-3.2823450314999576,5300,0,94.33995173482124,moraine,28.014,90.353,2019,neg,974.4195237089504,1,5490.0,3,0,False,0.0,0.0
4.965895508862644,-1.5072011393459888,5350,0,109.3883172443761,moraine,27.963,88.797,2019,neg,4368.526378779532,1,6109.0,6,0,False,0.0,0.0
11.98698908461018,0.6399065461502744,4490,0,79.67959990386296,other,29.657,93.752,2019,neg,253.38212923119912,1,5146.0,5,0,False,0.0,0.0
1.0683770788094695,-0.062776954023765,4390,0,33.06786227500412,moraine,28.991,97.549,2019,neg,886.0623125346364,1,5266.0,11,0,False,0.0,0.0
,0.5536061529998351,3537,0,5.5363699162764615,other,28.27,93.781,2019,neg,,0,,0,0,False,,
0.8178804468830154,-0.8963012745032394,4104,0,4.639643857073343,other,28.888,94.03,2019,neg,,0,,0,0,False,,
0.6145998991823817,-0.0614613163347741,5413,0,45.63430243605706,other,31.182,81.195,2019,neg,2.285928926214285,0,5791.0,0,0,False,949.7275531245512,0.3980088802903536
0.0313702773406049,0.5184662950022684,4352,0,14.771324082150755,other,28.939,96.74,2019,neg,5.295771333438602,0,4780.0,0,0,False,237.78978948970376,0.8074358466443471
-2.366158217314009,-0.9210394053342568,5032,0,56.53483270969065,moraine,27.831,92.345,2019,neg,6515.877858015618,1,6107.0,15,0,False,0.0,0.0
-2.10543201542439,-3.620215238663464,5706,0,14.844679903151098,moraine,32.492,78.852,2019,neg,261.99885033092033,1,5957.0,5,0,False,0.0,0.0
1.831988976880242,1.9595143038861316,5544,0,32.78977156977915,moraine,28.374,86.259,2019,neg,3043.3115161241885,1,6069.0,4,0,False,0.0,0.0
0.1257609094744523,-0.518769669010473,4001,0,42.83793866383584,other,28.935,96.369,2019,neg,,0,,0,0,False,,
0.3492962505466657,0.029107347326812,4378,0,19.211140492718854,other,35.869,72.94,2019,neg,80.57314886430754,0,4691.0,0,0,False,798.9371307177487,0.3880155122112079
2.6097216879183125,-1.672054837809847,4262,0,14.533222221663316,other,29.529,94.001,2019,neg,29.642765924594876,0,5015.0,0,0,False,2088.89519584878,0.3604776350179856
3.9736524771094377,2.033922945910804,5037,0,27.08336120661068,other,30.217,92.569,2019,neg,24.10148179170432,0,5627.0,0,0,False,2635.090164803544,0.2239012569211219
0.9101891395109408,-0.5814732859623206,4116,0,6.340981182897771,moraine,33.844,76.375,2019,neg,34484.000867346665,1,5005.0,5,0,False,0.0,0.0
0.770574960543837,0.1333684414004317,5226,0,18.152921620427392,other,34.39,78.089,2019,neg,1151.5764212299684,1,5630.0,4,0,False,0.0,0.0
-6.172590006561168,1.1906814975511917,4533,0,33.95537431901302,moraine,35.092,76.252,2019,neg,883.1558493960019,1,5293.0,7,0,False,0.0,0.0
0.2059387202746286,6.291196168461965e-07,4753,0,11.694418823463243,other,35.011,76.32,2019,neg,125.39533373280244,0,5026.0,0,0,False,1460.8717381935887,0.192350904363079
-1.5482859911681033,-5.481480097602753,4873,0,26.929477177975865,moraine,28.426,85.564,2019,neg,3755.3151047202455,1,5127.0,1,0,False,0.0,0.0
7.900113637072314,7.114750468616722,4141,0,62.66638411580005,other,29.032,97.512,2019,neg,38.70576866466583,0,5086.0,0,0,False,420.991192311401,0.5130748669920581
-3.6790233750999746,-0.6982312662103457,5046,0,13.354218516250048,moraine,30.162,81.748,2019,neg,143.8361116613414,0,5182.0,0,0,False,587.498990285461,0.2314897595550227
3.7694394600443544,-0.2681339628115687,4074,0,22.475129046803687,other,28.568,93.563,2019,neg,8.16759520593315,0,4852.0,0,0,False,2904.3662975185666,0.3477522793398767
1.3677589372807764,0.3181987580939692,4472,0,7.077391858805178,other,27.681,87.517,2019,neg,7.219977195821295,0,4945.0,0,0,False,3285.8304222112347,0.149125163820916
10.338854976677585,-0.0634257410927006,4801,0,59.38352737932642,other,28.016,90.929,2019,neg,10.997043697254798,0,5280.0,0,0,False,1412.6022052878798,0.3723624372317926
1.526412857071858,-6.183047695787432,4429,0,9.913313004612093,other,28.819,82.867,2019,neg,,0,,0,0,False,,
6.376074124525382,3.3845337583237125,4270,0,52.42161568243982,moraine,28.786,97.219,2019,neg,141.96793676479567,1,4989.0,4,0,False,0.0,0.0
1.7268288430969558,0.0784863524385652,3668,0,8.712638054582518,other,29.062,95.263,2019,neg,,0,,0,0,False,,
1.349477200099903,0.0752300970172655,5468,0,30.628010544138167,moraine,32.409,78.9,2019,neg,1265.144243369981,1,5699.0,5,0,False,0.0,0.0
0.1747854883288495,-0.7624133151466237,4263,0,1.2710616830368662,other,27.79,90.784,2019,neg,,0,,0,0,False,,
0.4588808964990647,0.7278798204802207,5107,0,16.377423496584765,other,28.23,92.042,2019,neg,38.6257738342404,0,5482.0,0,0,False,3104.4816676571436,0.1207931114255865
1.9382581013925004,0.9691588864645336,4667,0,13.26622017016386,other,27.795,91.838,2019,neg,18.05715233852235,1,4667.0,1,0,False,0.0,0.0
1.686658050088111,0.2546006081943382,4454,0,8.831067066488202,other,27.62,87.712,2019,neg,5.297809721582489,0,4995.0,0,0,False,4982.265840675888,0.1358819504316451
39.329149644692855,0.4005660848527839,4886,0,202.1149069741277,other,30.935,92.828,2019,neg,,0,,0,0,False,,
0.253108439329187,-0.790929048761478,5106,0,8.700563780413358,other,28.261,85.915,2019,neg,36.75745349043571,0,5700.0,0,0,False,4073.721632991978,0.1458126139963402
-2.2171389953115352,-0.4910069354536546,5123,0,101.12927356526944,other,28.145,89.841,2019,neg,1468.531361292856,1,5529.0,5,0,False,0.0,0.0
0.7430431221813926,-0.8942369316977554,5058,0,23.049420423780084,other,32.399,79.622,2019,neg,32.62592954693783,0,5512.0,0,0,False,851.9127499495696,0.5329184238959627
1.0651404727269154,-3.1485707541251484,4550,0,47.768875799816136,moraine,30.732,94.211,2019,neg,321.21309521306637,1,5837.0,7,0,False,0.0,0.0
4.224955204982419,4.939694191528801,4609,0,38.51705417786325,other,27.825,92.647,2019,neg,50.76806186748238,1,4613.0,1,0,False,0.0,0.0
5.445899964647396,-0.6729097040550244,4251,0,39.98281198755714,moraine,29.387,95.987,2019,neg,605.5937672545657,1,4642.0,2,0,False,0.0,0.0
0.722362245701936,0.751859198860949,3873,0,17.838064118158318,other,34.83,73.985,2019,neg,14.85642686942912,0,4465.0,0,0,False,652.0101238776917,0.907961361825497
9.680103953779852,7.252391578724312,3282,0,49.346362893337634,other,28.627,96.565,2019,neg,24.808290144078455,0,4459.0,0,0,False,2279.568285821412,0.1583633191623906
0.8299096317195517,-0.5010856577586733,4951,0,15.893667406417109,other,29.322,93.265,2019,neg,22.107759750519502,0,5455.0,0,0,False,2541.2409858582114,0.197541281127444
-17.226358962233938,-49.59165209792711,4473,0,624.5363505539437,other,28.144,89.396,2019,neg,,0,,0,0,False,,
29.15614935639801,-0.8405681923148108,4385,0,159.87170998059196,other,29.915,94.28,2019,neg,1.2519148526111774,0,5192.0,0,0,False,1275.0612978219997,0.6329107481957768
3.377336422839497,0.8096526320903742,4052,0,17.975999017699174,other,29.948,94.161,2019,neg,36.849567676100335,0,5048.0,0,0,False,2858.4382857473506,0.0934076489708756
0.8728281079704748,-0.8892992181270124,4509,0,6.427106840129484,other,27.913,90.845,2019,neg,435.01389673558,0,5171.0,0,0,False,888.7173436894077,0.2396712537596656
8.13625304580429,0.0442227734367477,3883,0,41.86054273336643,other,34.846,74.787,2019,neg,7.197716240918287,0,4349.0,0,0,False,4388.257597868714,0.0793025459966198
3.2957447500857255,-0.123774878795119,5140,0,20.19307389243923,other,30.507,92.735,2019,neg,3.327261296856226,0,5538.0,0,0,False,1525.9698643077677,0.2608177325838256
10.834188202736073,5.7291045857566845,4738,0,98.11436647765336,moraine,29.65,93.337,2019,neg,884.356661061202,1,5329.0,6,0,False,0.0,0.0
5.356852760463391,2.4453698703441615,4448,0,28.18594896594641,other,29.881,94.207,2019,neg,31.010812933864056,0,4836.0,0,0,False,1009.3257461528416,0.2526439070557361
-0.3585823818169427,-0.8571169682845966,4810,0,7.4056613745854705,other,29.762,96.375,2019,neg,35.23069393691976,0,5100.0,0,0,False,992.0255007664408,0.3024115809202681
0.1900421651976188,0.0633472891095273,5470,0,27.238848093578863,moraine,28.142,87.112,2019,neg,274.145757189049,0,5657.0,0,0,False,20.409632373066305,9.162340437193553
0.7208098594302829,1.3008491456958866,4133,0,13.319535429805915,other,29.249,96.028,2019,neg,99.4275159689636,0,4478.0,0,0,False,1013.4123940321048,0.3404339655126326
1.2237822269145062,-0.413359986422985,3868,0,6.277840388516781,other,27.756,91.529,2019,neg,,0,,0,0,False,,
6.716091360117593,4.167584436580169,3760,0,35.15336537159357,other,28.847,96.355,2019,neg,,0,,0,0,False,,
12.731224556437844,7.603655611574415,4268,0,72.25479605058453,other,28.541,96.618,2019,neg,2.70801634784363,0,4170.0,0,0,False,241.23794686512664,0.7212795592945475
9.279711765131426,5.010527760330784,4164,0,75.76002531708737,other,29.044,96.193,2019,neg,87.30404580530586,1,4646.0,3,0,False,0.0,0.0
5.874164758820269,-2.622940433523657,3598,0,29.60642093057068,other,29.005,95.905,2019,neg,,0,,0,0,False,,
0.5511196037178678,-2.8015506970829502,5545,0,15.667508376295132,other,28.747,87.625,2019,neg,35.65224839230599,0,5920.0,0,0,False,1744.3060373341275,0.2132653284675539
0.6604713875891541,2.264933693318182,5356,0,22.7229878307468,other,28.909,84.348,2019,neg,3451.0314338348576,1,6054.0,3,0,False,0.0,0.0
0.7906230033224133,0.0948709896057067,5307,0,60.2461686721027,moraine,28.303,86.157,2019,neg,1144.4593413118346,1,5588.0,2,0,False,0.0,0.0
3.519501506400682,3.472381853747366,5135,0,44.41312584684461,moraine,30.338,81.913,2019,neg,579.4317251320731,1,5821.0,12,0,False,0.0,0.0
-0.0909613197423269,0.4093002237783949,4452,0,41.46288150304946,other,32.423,80.865,2019,neg,,0,,0,0,False,,
2.5532929534335205,-5.623362774968122,4562,0,16.682757890449615,other,29.287,93.736,2019,neg,,0,,0,0,False,,
0.5278572173605319,-0.6982851733060871,4955,0,5.976112563344361,other,30.199,92.413,2019,neg,12.762290372459931,0,5547.0,0,0,False,1919.5112897328656,0.3078908694943119
0.6767829196065136,-0.3619272436155896,4457,0,18.255340059413893,other,28.796,97.183,2019,neg,44.39818730158868,1,4789.0,3,0,False,0.0,0.0
,1.701264332184829,3664,0,19.714921691249188,other,27.719,96.877,2019,neg,,0,,0,0,False,,
1.6759271643945477,1.45871670223107,4337,0,18.698581537159612,other,30.233,93.577,2019,neg,148.14433803591464,1,5197.0,4,0,False,0.0,0.0
0.2066899268553598,0.0476972549461098,5117,0,11.12950017251877,other,27.715,92.386,2019,neg,531.5937819800507,1,5352.0,3,0,False,0.0,0.0
6.259066889073913,3.508272847559603,3712,0,34.83352991054745,other,28.898,96.55,2019,neg,3.9769565874604633,0,4872.0,0,0,False,842.6114676193108,0.8485524200378374
0.2537058387141499,1.1416844080134971,5376,0,34.88485700522027,moraine,28.005,90.328,2019,neg,139.59920595196866,1,5526.0,1,0,False,0.0,0.0
-0.1872705121790545,0.4369682398607722,5123,0,34.33259020484273,other,29.656,92.783,2019,neg,19.40969471968003,0,5608.0,0,0,False,729.9546190919066,0.6603150215004157
10.499812174116562,0.5427838398140296,5580,0,169.58958950356177,moraine,30.302,81.399,2019,neg,3179.3390426039427,1,6337.0,19,0,False,0.0,0.0
1.2049293015575178,0.7927176318415015,4957,0,20.214728467819977,moraine,28.018,90.843,2019,neg,2420.3727851348563,1,5188.0,3,0,False,0.0,0.0
0.444230440580462,0.0158661849603163,5034,0,55.68741842252895,moraine,27.947,88.332,2019,neg,306.8458929630518,0,5117.0,0,0,False,1676.2428431761728,0.0495154985077998
