Lake_type,Longitude,Latitude,Year_final,Lake_area_ha,Elevation_m,GLOF,Lake_type_simplified,is_supraglacial
E(c),91.26,27.914,2019,26.95,4744,0,other,0
E(c),91.29,27.904,2019,31.66,4625,0,other,0
E(c),91.306,27.893,2019,21.44,4060,0,other,0
E(o),91.281,27.884,2019,12.54,4802,0,other,0
E(c),91.271,27.843,2019,19.59,3980,0,other,0
M(o),90.355,28.046,2019,48.12,5278,0,moraine,0
M(e),90.364,28.037,2019,84.1,5216,0,moraine,0
M(e),90.374,28.014,2019,72.68,5182,0,moraine,0
M(o),90.353,28.014,2019,16.95,5300,0,moraine,0
M(o),90.328,28.005,2019,35.64,5376,0,moraine,0
M(o),90.311,28.002,2019,10.53,5461,0,moraine,0
E(c),90.537,28.04,2019,17.91,5002,0,other,0
M(o),90.546,28.038,2019,15.05,4993,0,moraine,0
M(o),90.625,28.034,2019,26.46,5172,0,moraine,0
E(o),90.664,28.034,2019,31.04,4715,0,other,0
M(e),90.709,28.022,2019,145.52,4868,0,moraine,0
M(o),90.572,28.006,2019,13.49,5155,0,moraine,0
E(o),90.705,28.003,2019,33.03,4927,0,other,0
I(s),90.54,28.003,2019,23.97,4700,0,ice,1
M(l),90.418,27.99,2019,33.1,5178,0,moraine,0
M(o),90.38,27.987,2019,13.26,5242,0,moraine,0
M(l),90.437,27.984,2019,21.73,5093,0,moraine,0
M(o),90.381,27.98,2019,20.26,5233,0,moraine,0
M(o),90.331,27.97,2019,22.19,5314,0,moraine,0
M(o),90.412,27.968,2019,22.89,5208,0,moraine,0
M(o),90.378,27.946,2019,10.42,5273,0,moraine,0
M(o),90.397,27.94,2019,19.37,5203,0,moraine,0
M(o),90.295,27.931,2019,10.0,5183,0,moraine,0
M(o),90.408,27.918,2019,17.69,5143,0,moraine,0
M(o),90.276,27.906,2019,22.46,5160,0,moraine,0
M(e),90.29,27.89,2019,114.2,5059,0,moraine,0
M(o),90.298,27.883,2019,15.99,5116,0,moraine,0
M(o),90.28,27.876,2019,24.66,5038,0,moraine,0
M(e),90.303,27.872,2019,41.54,5033,0,moraine,0
M(e),90.295,27.861,2019,18.64,4959,0,moraine,0
M(o),90.333,27.849,2019,13.41,5050,0,moraine,0
E(o),90.302,27.846,2019,19.16,4902,0,other,0
E(o),90.272,27.819,2019,21.42,4898,0,other,0
E(c),90.394,27.819,2019,12.12,4764,0,other,0
E(o),90.363,27.814,2019,11.15,4776,0,other,0
E(o),90.254,27.813,2019,11.48,4815,0,other,0
E(c),90.406,27.81,2019,33.42,4701,0,other,0
E(c),90.398,27.803,2019,11.36,4825,0,other,0
E(c),90.409,27.792,2019,14.6,4759,0,other,0
E(c),90.398,27.792,2019,10.94,4826,0,other,0
E(c),90.421,27.792,2019,27.76,4527,0,other,0
E(o),90.442,27.781,2019,12.78,4563,0,other,0
E(c),90.4,27.78,2019,11.02,4532,0,other,0
E(c),90.416,27.77,2019,25.82,4689,0,other,0
E(c),90.298,27.756,2019,10.83,4630,0,other,0
E(o),90.293,27.749,2019,17.2,4569,0,other,0
E(c),90.296,27.738,2019,10.21,4389,0,other,0
E(c),90.326,27.72,2019,30.88,4231,0,other,0
E(o),90.29,27.716,2019,15.98,4322,0,other,0
E(o),90.592,27.997,2019,11.39,5103,0,other,0
M(e),90.505,27.987,2019,18.16,5199,0,moraine,0
M(e),90.594,27.983,2019,12.14,5028,0,moraine,0
E(o),90.508,27.972,2019,25.0,5101,0,other,0
E(o),90.743,27.944,2019,11.2,4848,0,other,0
E(c),90.535,27.939,2019,59.94,5036,0,other,0
E(o),90.555,27.925,2019,29.18,4774,0,other,0
E(o),90.503,27.921,2019,13.38,5082,0,other,0
E(c),90.537,27.919,2019,38.13,4935,0,other,0
M(o),90.559,27.915,2019,11.08,4939,0,moraine,0
E(c),90.552,27.895,2019,24.13,4977,0,other,0
E(o),90.598,27.895,2019,12.32,4640,0,other,0
E(o),90.712,27.884,2019,12.81,4875,0,other,0
E(o),90.566,27.881,2019,18.83,4666,0,other,0
E(o),90.571,27.878,2019,23.37,4664,0,other,0
E(o),90.581,27.876,2019,16.89,4599,0,other,0
E(o),90.591,27.861,2019,74.98,4770,0,other,0
E(o),90.74,27.857,2019,11.88,4406,0,other,0
E(o),90.618,27.844,2019,12.54,4767,0,other,0
E(o),90.701,27.827,2019,10.37,4363,0,other,0
E(c),90.577,27.805,2019,10.11,4704,0,other,0
E(o),90.585,27.803,2019,10.15,4647,0,other,0
E(c),90.62,27.798,2019,18.31,4574,0,other,0
E(c),90.634,27.796,2019,40.52,4462,0,other,0
E(o),90.646,27.787,2019,26.59,4550,0,other,0
E(o),90.625,27.765,2019,10.8,4338,0,other,0
E(o),90.636,27.764,2019,12.42,4614,0,other,0
E(c),90.624,27.757,2019,12.45,4410,0,other,0
M(o),90.756,27.942,2019,16.41,5031,0,moraine,0
M(o),90.812,27.907,2019,35.67,4804,0,moraine,0
E(o),90.83,27.886,2019,16.34,4845,0,other,0
E(o),90.791,27.88,2019,10.66,4807,0,other,0
E(o),90.803,27.873,2019,27.12,4453,0,other,0
E(o),90.816,27.867,2019,53.98,4135,0,other,0
E(o),90.831,27.841,2019,18.14,4568,0,other,0
E(o),90.811,27.83,2019,18.02,4367,0,other,0
E(c),90.81,27.821,2019,14.45,4613,0,other,0
E(o),90.864,27.81,2019,22.79,4112,0,other,0
E(o),90.784,27.79,2019,10.15,4263,0,other,0
E(c),90.811,27.784,2019,10.09,4126,0,other,0
E(c),90.807,27.757,2019,18.25,4181,0,other,0
E(c),90.821,27.748,2019,11.59,4438,0,other,0
E(o),90.96,27.707,2019,11.57,3952,0,other,0
M(o),91.452,28.037,2019,56.24,4737,0,moraine,0
M(e),91.511,28.164,2019,11.98,5221,0,moraine,0
M(e),91.664,28.143,2019,19.31,5139,0,moraine,0
M(e),91.597,28.024,2019,36.52,4804,0,moraine,0
E(o),91.676,28.014,2019,14.26,4422,0,other,0
E(o),91.96,28.355,2019,20.15,4774,0,other,0
E(o),91.942,28.102,2019,117.73,4705,0,other,0
E(o),91.939,28.059,2019,240.03,4631,0,other,0
E(c),91.45,27.916,2019,13.44,4422,0,other,0
E(c),91.449,27.879,2019,10.23,4229,0,other,0
E(c),91.459,27.871,2019,12.59,3832,0,other,0
E(o),91.495,27.86,2019,10.51,3913,0,other,0
M(o),91.511,27.996,2019,12.13,5319,0,moraine,0
E(o),91.577,27.912,2019,13.64,4628,0,other,0
E(o),91.62,27.901,2019,14.82,4938,0,other,0
E(c),91.535,27.898,2019,27.53,4430,0,other,0
E(c),91.649,27.893,2019,24.45,4819,0,other,0
E(c),91.596,27.888,2019,16.69,4626,0,other,0
E(c),91.517,27.878,2019,32.71,4248,0,other,0
E(o),91.717,27.877,2019,18.45,4533,0,other,0
E(o),91.634,27.877,2019,44.48,4480,0,other,0
E(o),91.671,27.869,2019,45.27,4054,0,other,0
E(o),91.629,27.861,2019,10.38,4581,0,other,0
E(c),91.5,27.854,2019,31.88,4049,0,other,0
E(c),91.604,27.851,2019,31.4,4509,0,other,0
E(c),91.583,27.847,2019,49.42,4656,0,other,0
E(o),91.565,27.841,2019,16.27,4558,0,other,0
O,91.605,27.838,2019,66.35,4125,0,other,0
E(c),91.553,27.834,2019,67.23,4521,0,other,0
E(c),91.559,27.824,2019,10.93,4674,0,other,0
E(c),91.595,27.815,2019,14.2,4678,0,other,0
E(c),91.501,27.811,2019,17.12,4213,0,other,0
E(c),91.549,27.809,2019,19.04,4297,0,other,0
E(o),91.59,27.806,2019,13.8,4406,0,other,0
E(c),91.643,27.802,2019,12.24,4504,0,other,0
E(o),91.579,27.801,2019,19.76,4617,0,other,0
E(c),91.593,27.798,2019,16.43,4066,0,other,0
E(o),91.65,27.757,2019,16.67,4152,0,other,0
E(o),91.529,27.756,2019,15.81,3868,0,other,0
E(o),91.634,27.702,2019,16.42,4319,0,other,0
O,91.952,27.992,2019,40.89,4354,0,other,0
O,91.896,27.901,2019,217.48,4452,0,other,0
E(o),91.833,27.874,2019,10.26,4340,0,other,0
E(o),91.948,27.849,2019,19.9,4630,0,other,0
O,91.892,27.841,2019,145.65,4638,0,other,0
E(o),91.925,27.796,2019,22.77,4499,0,other,0
E(c),91.838,27.795,2019,19.81,4667,0,other,0
E(o),91.948,27.785,2019,13.08,4484,0,other,0
E(o),91.87,27.746,2019,44.61,4345,0,other,0
E(o),91.871,27.734,2019,12.54,4456,0,other,0
E(o),91.903,27.698,2019,13.14,4047,0,other,0
E(o),91.873,27.697,2019,13.11,4467,0,other,0
E(o),91.857,27.693,2019,17.65,4283,0,other,0
E(o),91.875,27.673,2019,33.23,4222,0,other,0
E(c),91.803,27.625,2019,10.79,4329,0,other,0
E(o),91.779,27.62,2019,11.38,3978,0,other,0
E(o),92.033,28.239,2019,12.05,5130,0,other,0
E(o),92.042,28.23,2019,15.97,5107,0,other,0
E(o),92.023,28.228,2019,11.52,5115,0,other,0
E(o),92.043,28.223,2019,15.06,5099,0,other,0
E(o),92.039,28.193,2019,25.64,5036,0,other,0
E(o),92.147,28.068,2019,16.73,4973,0,other,0
E(o),92.161,27.851,2019,16.55,4824,0,other,0
M(o),92.048,27.789,2019,11.07,4952,0,moraine,0
E(c),92.041,27.753,2019,10.23,4084,0,other,0
E(o),92.222,27.588,2019,13.08,4455,0,other,0
E(o),92.216,27.566,2019,19.59,4348,0,other,0
E(o),92.065,27.565,2019,14.28,4326,0,other,0
E(o),92.033,27.519,2019,60.79,4274,0,other,0
E(o),92.048,27.514,2019,14.07,4088,0,other,0
O,92.101,27.509,2019,18.91,4148,0,other,0
E(o),92.045,27.505,2019,10.8,4170,0,other,0
E(o),92.315,27.774,2019,13.13,4870,0,other,0
M(o),92.435,27.771,2019,55.56,5179,0,moraine,0
M(o),92.425,27.763,2019,19.37,5094,0,moraine,0
E(o),92.401,27.756,2019,13.46,4967,0,other,0
E(o),92.386,27.715,2019,12.28,5117,0,other,0
O,93.163,31.03,2019,13.3,5195,0,other,0
O,93.181,30.621,2019,689.79,4499,0,other,0
E(o),93.058,30.535,2019,86.74,4817,0,other,0
M(o),93.419,30.527,2019,31.64,4758,0,moraine,0
M(o),93.445,30.521,2019,114.42,4780,0,moraine,0
M(e),93.357,30.493,2019,22.25,4702,0,moraine,0
M(e),93.39,30.463,2019,12.41,4788,0,moraine,0
E(o),93.492,30.425,2019,32.69,4496,0,other,0
M(l),93.683,30.803,2019,11.1,5130,0,moraine,0
M(e),93.516,30.532,2019,36.56,4778,0,moraine,0
E(o),93.509,30.461,2019,12.12,4785,0,other,0
M(o),93.63,30.441,2019,12.45,4685,0,moraine,0
M(e),93.529,30.354,2019,11.42,4750,0,moraine,0
M(e),93.507,30.348,2019,43.13,4537,0,moraine,0
M(e),93.831,30.883,2019,13.43,4801,0,moraine,0
M(e),93.894,30.659,2019,25.13,4791,0,moraine,0
E(o),93.823,30.489,2019,10.41,4933,0,other,0
E(o),94.117,30.789,2019,12.4,4656,0,other,0
M(e),94.211,30.732,2019,10.54,4550,0,moraine,0
E(o),94.118,30.706,2019,17.53,4741,0,other,0
M(e),94.134,30.262,2019,12.6,4161,0,moraine,0
M(o),94.344,30.849,2019,22.22,5015,0,moraine,0
M(o),94.353,30.842,2019,11.7,4973,0,moraine,0
M(e),94.492,30.654,2019,530.64,3942,0,moraine,0
M(e),94.444,30.626,2019,66.04,4095,0,moraine,0
E(o),94.266,30.487,2019,25.3,4456,0,other,0
M(o),94.455,30.431,2019,13.03,3902,0,moraine,0
M(o),94.288,30.181,2019,16.21,4363,0,moraine,0
M(o),94.282,30.176,2019,13.91,4607,0,moraine,0
M(e),94.603,30.452,2019,181.75,3998,0,moraine,0
E(o),94.653,30.393,2019,18.96,4007,0,other,0
M(o),94.732,30.352,2019,36.07,2698,0,moraine,0
M(e),94.759,30.537,2019,51.12,3631,0,moraine,0
M(e),95.032,30.482,2019,14.85,4335,0,moraine,0
M(e),95.082,30.395,2019,12.22,4151,0,moraine,0
E(o),92.485,30.093,2019,11.49,5158,0,other,0
E(o),92.457,30.072,2019,10.98,5096,0,other,0
E(o),92.443,30.049,2019,52.8,4993,0,other,0
E(o),92.72,30.327,2019,14.1,5213,0,other,0
E(o),92.533,30.089,2019,11.3,5084,0,other,0
E(o),92.742,30.006,2019,14.1,5108,0,other,0
E(o),92.925,30.297,2019,29.42,4831,0,other,0
E(o),92.968,30.229,2019,10.6,4851,0,other,0
E(o),92.941,30.219,2019,12.89,5208,0,other,0
E(o),92.976,30.197,2019,24.87,4995,0,other,0
E(o),92.18,29.918,2019,37.73,5161,0,other,0
E(o),92.192,29.905,2019,25.14,4992,0,other,0
E(o),92.399,29.816,2019,13.49,5068,0,other,0
E(o),92.49,29.601,2019,15.9,4951,0,other,0
E(o),92.716,29.59,2019,13.21,5381,0,other,0
M(e),92.636,29.539,2019,14.07,5179,0,moraine,0
E(o),92.925,29.777,2019,10.33,5093,0,other,0
M(e),92.778,29.75,2019,14.19,5210,0,moraine,0
M(o),93.216,30.296,2019,12.34,4942,0,moraine,0
E(o),93.197,30.028,2019,32.59,5014,0,other,0
E(o),93.351,30.327,2019,23.62,4549,0,other,0
M(e),93.343,30.319,2019,47.25,4613,0,moraine,0
E(o),93.48,30.287,2019,16.83,4544,0,other,0
M(o),93.457,30.267,2019,70.57,4076,0,moraine,0
E(o),93.48,30.167,2019,14.34,4873,0,other,0
E(o),93.274,30.116,2019,32.7,4630,0,other,0
M(o),93.272,30.099,2019,33.54,4704,0,moraine,0
E(o),93.359,30.079,2019,10.08,4950,0,other,0
M(o),93.357,30.072,2019,11.84,5065,0,moraine,0
E(o),93.334,30.065,2019,10.38,4888,0,other,0
E(o),93.277,30.059,2019,17.78,4928,0,other,0
E(o),93.406,30.025,2019,21.26,4772,0,other,0
E(o),93.437,30.008,2019,40.99,4696,0,other,0
E(o),93.614,30.249,2019,11.57,4482,0,other,0
M(e),93.638,30.242,2019,108.96,4181,0,moraine,0
E(o),93.577,30.233,2019,11.77,4337,0,other,0
E(o),93.636,30.228,2019,10.0,4171,0,other,0
M(o),93.512,30.208,2019,12.21,4227,0,moraine,0
M(e),93.718,30.172,2019,13.41,4601,0,moraine,0
E(o),93.729,30.163,2019,13.86,4178,0,other,0
M(e),93.527,30.153,2019,15.56,4847,0,moraine,0
E(o),93.501,30.112,2019,16.31,4516,0,other,0
M(e),93.764,30.261,2019,64.75,4019,0,moraine,0
E(o),93.989,30.249,2019,23.37,4320,0,other,0
M(e),93.798,30.2,2019,20.39,4195,0,moraine,0
E(c),93.755,30.088,2019,21.21,4840,0,other,0
E(c),93.974,30.075,2019,15.8,4615,0,other,0
O,93.781,30.059,2019,20.24,3751,0,other,0
E(v),93.967,30.02,2019,2658.4,3475,0,other,0
M(o),93.018,29.809,2019,11.17,5360,0,moraine,0
E(c),93.115,29.764,2019,23.92,5076,0,other,0
E(o),93.123,29.758,2019,10.51,5099,0,other,0
E(o),93.149,29.747,2019,15.14,4943,0,other,0
E(o),93.068,29.693,2019,16.51,4939,0,other,0
E(o),93.199,29.58,2019,16.98,5180,0,other,0
E(o),93.236,29.532,2019,11.28,5018,0,other,0
E(o),93.177,29.52,2019,13.09,5210,0,other,0
E(c),93.385,30.0,2019,20.57,4873,0,other,0
E(o),93.25,29.948,2019,10.39,5069,0,other,0
E(o),93.498,29.732,2019,30.64,4476,0,other,0
E(o),93.427,29.716,2019,12.7,5001,0,other,0
E(o),93.275,29.658,2019,13.27,4967,0,other,0
M(e),93.337,29.65,2019,26.37,4738,0,moraine,0
M(o),93.253,29.648,2019,11.73,5137,0,moraine,0
E(o),93.427,29.603,2019,11.69,4512,0,other,0
E(o),93.465,29.601,2019,32.35,4604,0,other,0
E(o),93.269,29.555,2019,13.97,4784,0,other,0
E(o),93.345,29.541,2019,100.03,4631,0,other,0
E(o),93.548,29.644,2019,19.85,4738,0,other,0
E(o),93.561,29.63,2019,44.35,4563,0,other,0
E(o),93.588,29.606,2019,17.97,4734,0,other,0
E(o),93.528,29.605,2019,20.77,4995,0,other,0
E(o),93.524,29.598,2019,12.48,4945,0,other,0
E(o),93.731,29.594,2019,34.03,4549,0,other,0
E(c),93.746,29.585,2019,10.59,4699,0,other,0
E(o),93.673,29.52,2019,30.15,4549,0,other,0
O,93.62,29.513,2019,79.97,4362,0,other,0
E(o),93.714,29.512,2019,39.25,4344,0,other,0
E(o),93.631,29.477,2019,82.79,4369,0,other,0
E(o),93.621,29.458,2019,15.28,4856,0,other,0
E(o),93.62,29.452,2019,11.1,4894,0,other,0
E(o),93.715,29.443,2019,14.82,4414,0,other,0
E(o),93.972,29.95,2019,21.53,4239,0,other,0
E(o),93.889,29.924,2019,11.86,4453,0,other,0
E(o),93.897,29.907,2019,13.27,4492,0,other,0
E(c),93.993,29.891,2019,16.5,4552,0,other,0
E(o),93.839,29.878,2019,18.71,4592,0,other,0
E(c),93.752,29.657,2019,15.21,4490,0,other,0
E(o),93.779,29.621,2019,15.45,4409,0,other,0
E(o),93.91,29.613,2019,11.21,4622,0,other,0
E(o),93.929,29.589,2019,18.93,4669,0,other,0
E(o),93.897,29.587,2019,33.63,4786,0,other,0
E(o),93.902,29.568,2019,11.96,4610,0,other,0
O,93.879,29.558,2019,11.57,4479,0,other,0
E(c),93.91,29.545,2019,21.21,4840,0,other,0
E(o),93.83,29.542,2019,56.22,4419,0,other,0
E(o),93.981,29.524,2019,11.62,4276,0,other,0
E(o),93.911,29.506,2019,40.89,4555,0,other,0
E(o),93.806,29.506,2019,21.65,4504,0,other,0
E(o),93.888,29.504,2019,17.72,4619,0,other,0
E(o),93.937,29.502,2019,56.29,4444,0,other,0
E(c),93.963,29.491,2019,13.03,4704,0,other,0
E(o),94.123,30.132,2019,12.34,4318,0,other,0
E(o),94.09,30.126,2019,276.68,3802,0,other,0
M(e),94.188,30.115,2019,94.4,3905,0,moraine,0
E(o),94.189,30.064,2019,35.47,4616,0,other,0
E(o),94.157,30.046,2019,107.17,4294,0,other,0
E(o),94.123,30.019,2019,11.82,4356,0,other,0
M(e),94.27,30.099,2019,68.1,3924,0,moraine,0
O,94.161,29.948,2019,19.33,4052,0,other,0
O,94.093,29.941,2019,16.7,4059,0,other,0
E(o),94.209,29.896,2019,28.27,4444,0,other,0
E(o),94.207,29.881,2019,13.62,4448,0,other,0
E(o),94.155,29.856,2019,10.11,4320,0,other,0
E(o),94.16,29.834,2019,12.74,4390,0,other,0
E(o),94.135,29.833,2019,16.2,4723,0,other,0
E(c),94.133,29.817,2019,45.22,4558,0,other,0
E(o),94.212,29.658,2019,16.43,4583,0,other,0
E(o),94.185,29.645,2019,11.91,4503,0,other,0
E(o),94.169,29.636,2019,12.66,4808,0,other,0
E(o),94.099,29.632,2019,17.46,4711,0,other,0
E(o),94.163,29.622,2019,12.48,4716,0,other,0
E(o),94.154,29.611,2019,25.65,4690,0,other,0
E(o),94.076,29.601,2019,20.8,4730,0,other,0
E(o),94.113,29.578,2019,14.46,4509,0,other,0
E(o),94.139,29.573,2019,12.26,4673,0,other,0
E(o),94.242,29.556,2019,17.57,4598,0,other,0
E(o),94.087,29.555,2019,12.53,4751,0,other,0
E(o),94.111,29.551,2019,12.32,4578,0,other,0
E(o),94.12,29.55,2019,24.97,4579,0,other,0
E(o),94.067,29.545,2019,50.77,4299,0,other,0
E(o),94.086,29.543,2019,14.75,4631,0,other,0
E(o),94.113,29.538,2019,36.72,4520,0,other,0
E(o),94.034,29.537,2019,25.24,4509,0,other,0
E(c),94.076,29.529,2019,13.47,4691,0,other,0
E(o),94.001,29.529,2019,31.13,4262,0,other,0
E(o),94.057,29.526,2019,78.0,4533,0,other,0
E(o),94.098,29.522,2019,11.8,4520,0,other,0
E(o),94.121,29.518,2019,118.34,4501,0,other,0
E(o),94.028,29.507,2019,11.22,4737,0,other,0
E(o),94.133,29.505,2019,101.69,4577,0,other,0
E(o),94.192,29.499,2019,10.99,4490,0,other,0
E(o),94.155,29.499,2019,13.64,4720,0,other,0
E(o),94.178,29.493,2019,15.99,4512,0,other,0
E(o),94.131,29.491,2019,12.02,4608,0,other,0
E(o),94.151,29.475,2019,14.43,4632,0,other,0
E(o),94.194,29.475,2019,14.33,4420,0,other,0
E(o),94.236,29.472,2019,50.8,4509,0,other,0
E(o),94.213,29.472,2019,16.17,4432,0,other,0
E(o),94.162,29.47,2019,12.19,4602,0,other,0
E(o),94.168,29.447,2019,10.83,4730,0,other,0
E(o),94.186,29.426,2019,10.18,4487,0,other,0
E(o),94.197,29.424,2019,18.25,4316,0,other,0
E(o),94.251,29.965,2019,19.39,4289,0,other,0
E(c),94.28,29.915,2019,183.14,4385,0,other,0
E(o),94.365,29.906,2019,11.51,4391,0,other,0
E(o),94.294,29.897,2019,13.12,4465,0,other,0
E(o),94.284,29.894,2019,24.56,4288,0,other,0
E(o),94.266,29.886,2019,26.51,4265,0,other,0
O,94.377,29.881,2019,12.37,4575,0,other,0
E(o),94.363,29.829,2019,15.32,4612,0,other,0
E(o),94.282,29.829,2019,14.73,4403,0,other,0
E(o),94.462,29.828,2019,57.27,4133,0,other,0
E(o),94.358,29.819,2019,24.21,4439,0,other,0
O,94.433,29.813,2019,228.43,4083,0,other,0
E(o),94.448,29.78,2019,23.84,4412,0,other,0
E(o),94.465,29.768,2019,13.38,4463,0,other,0
E(o),94.482,29.767,2019,18.0,4417,0,other,0
E(c),94.461,29.744,2019,16.75,4534,0,other,0
E(o),94.483,29.732,2019,37.2,4552,0,other,0
E(o),94.494,29.682,2019,17.55,4529,0,other,0
M(o),94.276,29.574,2019,10.49,4609,0,moraine,0
E(o),94.343,29.528,2019,14.61,4312,0,other,0
E(o),94.519,29.849,2019,17.7,4594,0,other,0
O,94.501,29.808,2019,55.81,4305,0,other,0
E(o),94.516,29.785,2019,27.91,4497,0,other,0
E(o),94.527,29.782,2019,18.97,4585,0,other,0
E(o),91.646,29.462,2019,10.39,5296,0,other,0
E(o),91.971,29.43,2019,20.31,5197,0,other,0
E(o),92.02,29.536,2019,18.57,5130,0,other,0
E(o),92.451,29.56,2019,20.94,4921,0,other,0
E(o),92.479,29.547,2019,15.93,5077,0,other,0
E(o),92.491,29.526,2019,11.23,5279,0,other,0
E(o),92.459,29.51,2019,23.75,5077,0,other,0
E(o),92.464,29.505,2019,12.37,5103,0,other,0
E(o),92.47,29.503,2019,11.62,5161,0,other,0
M(e),92.453,29.355,2019,12.87,5072,0,moraine,0
O,92.373,29.334,2019,12.3,5065,0,other,0
M(o),92.431,29.331,2019,20.13,5217,0,moraine,0
E(o),92.434,29.316,2019,12.78,4911,0,other,0
E(c),92.453,29.287,2019,23.36,4890,0,other,0
E(o),92.443,29.195,2019,22.46,4984,0,other,0
E(o),92.687,29.541,2019,15.98,5120,0,other,0
E(o),92.521,29.532,2019,22.44,5249,0,other,0
E(o),92.511,29.524,2019,15.08,5266,0,other,0
E(o),92.739,29.517,2019,24.01,4930,0,other,0
E(o),92.681,29.517,2019,11.55,5276,0,other,0
M(e),92.644,29.488,2019,12.89,5225,0,moraine,0
E(o),92.549,29.39,2019,33.54,4947,0,other,0
E(c),92.651,29.3,2019,22.22,5149,0,other,0
E(o),92.656,29.283,2019,15.24,5050,0,other,0
E(o),92.625,29.226,2019,16.34,5115,0,other,0
E(o),92.8,29.666,2019,36.7,5126,0,other,0
E(o),92.783,29.656,2019,14.97,5123,0,other,0
E(o),92.835,29.656,2019,20.35,4997,0,other,0
E(o),92.791,29.581,2019,15.11,4884,0,other,0
E(o),92.802,29.276,2019,15.87,5207,0,other,0
E(o),92.996,29.25,2019,27.64,4810,0,other,0
E(o),92.984,29.202,2019,12.02,5013,0,other,0
O,92.111,28.705,2019,38.58,4780,0,other,0
E(o),92.16,28.648,2019,19.85,4976,0,other,0
O,92.253,28.976,2019,14.68,4824,0,other,0
E(o),93.173,29.437,2019,16.23,5034,0,other,0
E(o),93.093,29.31,2019,14.42,4819,0,other,0
E(o),93.117,29.284,2019,13.2,4765,0,other,0
E(o),93.043,29.246,2019,12.13,5086,0,other,0
E(o),93.038,29.238,2019,13.89,4976,0,other,0
E(o),93.069,29.157,2019,15.68,4461,0,other,0
E(o),93.454,29.555,2019,13.05,4911,0,other,0
E(o),93.39,29.533,2019,26.45,4799,0,other,0
E(o),93.47,29.525,2019,46.03,4686,0,other,0
E(o),93.367,29.514,2019,19.73,4869,0,other,0
E(o),93.497,29.503,2019,10.36,4822,0,other,0
E(o),93.303,29.494,2019,11.32,4971,0,other,0
E(o),93.299,29.485,2019,24.69,4947,0,other,0
E(o),93.299,29.476,2019,20.93,4846,0,other,0
E(o),93.412,29.444,2019,10.74,4797,0,other,0
E(o),93.254,29.439,2019,14.15,4755,0,other,0
E(o),93.291,29.421,2019,44.79,4644,0,other,0
E(o),93.319,29.399,2019,24.37,4757,0,other,0
E(o),93.265,29.322,2019,26.11,4951,0,other,0
E(o),93.424,29.296,2019,15.29,4648,0,other,0
E(o),93.285,29.27,2019,10.41,5066,0,other,0
E(o),93.276,29.24,2019,58.59,4914,0,other,0
E(o),93.306,29.22,2019,35.12,4887,0,other,0
E(o),93.346,29.197,2019,10.94,4841,0,other,0
E(c),93.327,29.196,2019,17.01,4728,0,other,0
E(o),93.275,29.19,2019,11.02,5021,0,other,0
E(o),93.272,29.18,2019,17.38,4932,0,other,0
M(o),93.298,29.178,2019,11.66,4915,0,moraine,0
E(o),93.326,29.125,2019,10.42,4886,0,other,0
E(o),93.502,29.497,2019,15.32,4702,0,other,0
E(o),93.59,29.466,2019,30.38,4615,0,other,0
E(o),93.556,29.462,2019,21.52,4719,0,other,0
E(o),93.739,29.419,2019,14.71,4594,0,other,0
E(o),93.691,29.417,2019,38.87,4557,0,other,0
E(o),93.708,29.405,2019,74.32,4505,0,other,0
E(o),93.65,29.404,2019,31.08,4624,0,other,0
E(o),93.682,29.396,2019,15.84,4888,0,other,0
E(o),93.61,29.389,2019,15.44,4772,0,other,0
E(o),93.64,29.383,2019,39.57,4717,0,other,0
E(o),93.694,29.37,2019,48.66,4725,0,other,0
E(o),93.721,29.331,2019,49.58,4610,0,other,0
E(o),93.749,29.329,2019,24.59,4528,0,other,0
E(o),93.677,29.328,2019,33.31,4628,0,other,0
E(c),93.627,29.312,2019,16.09,4835,0,other,0
E(o),93.736,29.287,2019,59.16,4562,0,other,0
E(o),93.701,29.287,2019,18.25,4643,0,other,0
E(o),93.694,29.056,2019,16.82,4576,0,other,0
O,93.741,29.046,2019,11.84,4201,0,other,0
O,93.735,29.037,2019,22.43,4202,0,other,0
E(o),93.602,29.034,2019,21.73,4602,0,other,0
O,93.567,29.025,2019,10.65,4553,0,other,0
O,93.731,29.024,2019,11.04,4214,0,other,0
E(o),93.713,29.017,2019,25.14,4411,0,other,0
E(o),93.566,29.003,2019,14.37,4824,0,other,0
E(o),93.668,29.003,2019,17.11,4558,0,other,0
M(o),93.84,29.507,2019,24.29,4449,0,moraine,0
E(o),93.826,29.488,2019,13.43,4741,0,other,0
E(o),93.864,29.474,2019,13.98,4422,0,other,0
E(o),93.996,29.465,2019,20.29,4471,0,other,0
E(o),93.978,29.454,2019,16.1,4670,0,other,0
E(o),93.864,29.42,2019,11.53,4611,0,other,0
E(o),93.783,29.414,2019,11.71,4291,0,other,0
E(o),93.775,29.404,2019,11.71,4666,0,other,0
E(c),93.823,29.359,2019,21.53,4518,0,other,0
E(o),93.788,29.341,2019,27.07,4497,0,other,0
E(o),93.758,29.337,2019,14.33,4540,0,other,0
E(o),93.806,29.311,2019,10.51,4623,0,other,0
E(o),93.835,29.305,2019,13.9,4614,0,other,0
E(o),93.762,29.038,2019,21.96,4242,0,other,0
O,93.836,29.035,2019,67.89,4116,0,other,0
E(o),93.982,29.029,2019,31.69,4072,0,other,0
E(o),93.815,29.021,2019,12.3,4729,0,other,0
