Lake_type,Longitude,Latitude,Year_final,Lake_area_ha,Elevation_m,GLOF,Lake_type_simplified,is_supraglacial
M(e),82.974,29.735,2019,80.86,5337,0,moraine,0
M(e),82.984,29.688,2019,45.06,5089,0,moraine,0
E(o),83.044,30.538,2019,26.81,5375,0,other,0
E(o),83.073,30.529,2019,27.15,5609,0,other,0
M(o),83.327,30.751,2019,12.34,5631,0,moraine,0
M(e),83.365,30.58,2019,10.59,5719,0,moraine,0
O,83.519,30.591,2019,270.94,5227,0,other,0
O,83.518,30.563,2019,42.47,5240,0,other,0
O,83.512,30.551,2019,16.57,5239,0,other,0
O,83.764,30.669,2019,12.51,5193,0,other,0
O,83.763,30.662,2019,13.83,5192,0,other,0
O,83.754,30.617,2019,25.44,5181,0,other,0
O,83.764,30.612,2019,13.4,5180,0,other,0
E(o),83.963,30.5,2019,14.7,5497,0,other,0
M(o),83.842,30.492,2019,23.49,5633,0,moraine,0
E(o),83.908,30.48,2019,41.76,5521,0,other,0
E(o),83.984,30.465,2019,84.88,5450,0,other,0
E(o),83.898,30.461,2019,18.62,5536,0,other,0
E(o),83.973,30.461,2019,19.08,5448,0,other,0
E(o),83.996,30.431,2019,206.16,5429,0,other,0
E(o),83.073,29.731,2019,21.82,5086,0,other,0
O,83.105,29.726,2019,113.22,5010,0,other,0
M(e),83.025,29.693,2019,30.18,5371,0,moraine,0
O,83.19,29.689,2019,54.5,5007,0,other,0
O,83.097,29.686,2019,25.38,5040,0,other,0
O,83.182,29.674,2019,25.01,5011,0,other,0
M(o),83.106,29.655,2019,32.58,5241,0,moraine,0
M(o),83.151,29.632,2019,20.93,5367,0,moraine,0
E(o),83.131,29.627,2019,10.61,5366,0,other,0
O,83.376,29.604,2019,145.71,4889,0,other,0
O,83.355,29.582,2019,118.74,4888,0,other,0
O,83.444,29.511,2019,211.06,4959,0,other,0
O,83.428,29.499,2019,59.8,4959,0,other,0
O,83.646,29.322,2019,15.53,5159,0,other,0
E(o),83.618,29.268,2019,30.54,5168,0,other,0
M(e),84.068,30.58,2019,28.04,5675,0,moraine,0
O,84.096,30.391,2019,24.88,5396,0,other,0
M(e),83.861,30.457,2019,17.69,5710,0,moraine,0
M(e),83.846,30.453,2019,22.55,5580,0,moraine,0
O,83.764,29.47,2019,77.62,5282,0,other,0
M(o),84.537,29.887,2019,10.44,5638,0,moraine,0
E(o),84.744,29.122,2019,14.81,5049,0,other,0
E(o),84.839,29.076,2019,11.36,5434,0,other,0
M(e),84.3,28.928,2019,20.69,5431,0,moraine,0
E(o),84.348,28.909,2019,11.92,5356,0,other,0
M(e),84.508,28.908,2019,35.26,5539,0,moraine,0
O,87.38,29.162,2019,11.04,4485,0,other,0
E(o),87.925,29.642,2019,11.38,5282,0,other,0
E(o),87.916,29.584,2019,12.16,5424,0,other,0
O,87.568,28.847,2019,10.39,5288,0,other,0
O,87.56,28.832,2019,140.16,5296,0,other,0
M(e),87.625,28.804,2019,17.1,5528,0,moraine,0
M(o),87.603,28.799,2019,11.84,5591,0,moraine,0
M(e),87.641,28.796,2019,26.55,5344,0,moraine,0
E(o),88.24,29.754,2019,29.88,5600,0,other,0
E(o),88.236,29.722,2019,14.3,5422,0,other,0
E(o),88.007,29.631,2019,12.11,5410,0,other,0
E(o),88.95,29.5,2019,14.97,5391,0,other,0
E(o),89.354,29.563,2019,10.26,5427,0,other,0
E(o),89.592,29.887,2019,10.01,5407,0,other,0
E(o),89.596,29.873,2019,39.71,5342,0,other,0
E(o),89.718,29.843,2019,13.6,5296,0,other,0
E(o),89.882,29.509,2019,11.9,5420,0,other,0
E(o),89.831,29.495,2019,13.37,5493,0,other,0
E(o),89.867,29.489,2019,13.26,5478,0,other,0
M(o),89.932,29.477,2019,13.27,5408,0,moraine,0
M(e),90.063,29.912,2019,36.3,5131,0,moraine,0
M(e),90.008,29.873,2019,14.55,5290,0,moraine,0
E(o),90.183,29.818,2019,18.71,5356,0,other,0
E(o),90.151,29.773,2019,13.83,5271,0,other,0
O,90.439,29.504,2019,11.03,5352,0,other,0
E(o),90.436,29.484,2019,12.88,5332,0,other,0
E(o),90.414,29.475,2019,20.72,5325,0,other,0
E(o),90.495,29.437,2019,11.37,5373,0,other,0
M(o),84.926,30.04,2019,20.07,5730,0,moraine,0
M(e),84.624,29.866,2019,49.03,5395,0,moraine,0
M(e),84.632,29.856,2019,14.63,5557,0,moraine,0
M(e),84.676,29.845,2019,51.54,5536,0,moraine,0
M(e),84.691,29.818,2019,20.93,5471,0,moraine,0
M(o),84.672,29.751,2019,10.35,5554,0,moraine,0
E(o),85.211,29.728,2019,13.64,5374,0,other,0
E(o),85.314,29.74,2019,12.09,5307,0,other,0
E(o),85.783,29.733,2019,15.71,5384,0,other,0
O,85.88,29.558,2019,56.48,5186,0,other,0
O,86.422,29.935,2019,10.79,5477,0,other,0
E(o),86.38,29.672,2019,11.06,5512,0,other,0
O,87.028,29.556,2019,119.59,4729,0,other,0
E(c),87.108,29.514,2019,11.54,5432,0,other,0
O,87.428,30.251,2019,20.33,4878,0,other,0
O,87.697,30.088,2019,19.81,4731,0,other,0
E(o),87.016,29.824,2019,26.33,4954,0,other,0
E(o),88.62,30.168,2019,50.13,5029,0,other,0
E(o),88.627,30.148,2019,213.67,5011,0,other,0
E(o),88.618,30.105,2019,26.87,4903,0,other,0
E(o),89.639,29.899,2019,33.92,5260,0,other,0
E(o),89.62,29.894,2019,12.12,5460,0,other,0
E(o),89.544,29.877,2019,12.3,5475,0,other,0
O,89.534,29.85,2019,25.71,5298,0,other,0
E(o),89.547,29.835,2019,12.28,5394,0,other,0
M(e),88.494,28.006,2019,45.02,5023,0,moraine,0
E(o),88.631,28.059,2019,14.81,4917,0,other,0
M(e),88.71,28.026,2019,113.46,5148,0,moraine,0
M(e),88.652,28.014,2019,11.65,5522,0,moraine,0
E(c),88.561,28.014,2019,26.21,5073,0,other,0
M(e),88.698,28.008,2019,99.32,5209,0,moraine,0
M(o),88.571,28.007,2019,26.0,4998,0,moraine,0
M(e),88.713,28.006,2019,119.15,5238,0,moraine,0
M(e),88.639,28.002,2019,32.04,5424,0,moraine,0
M(o),88.756,28.011,2019,108.12,5094,0,moraine,0
M(e),88.159,27.92,2019,83.63,5441,0,moraine,0
M(o),88.191,27.893,2019,21.27,5496,0,moraine,0
M(e),88.24,27.852,2019,30.59,5190,0,moraine,0
M(o),88.123,27.563,2019,10.47,4710,0,moraine,0
M(e),88.086,27.533,2019,36.8,4860,0,moraine,0
E(c),88.083,27.437,2019,13.56,4280,0,other,0
M(o),88.418,27.976,2019,16.35,5224,0,moraine,0
M(o),88.422,27.974,2019,12.85,5185,0,moraine,0
M(o),88.43,27.969,2019,14.31,4974,0,moraine,0
M(o),88.355,27.951,2019,40.34,4989,0,moraine,0
M(e),88.305,27.949,2019,35.9,5049,0,moraine,0
M(o),88.332,27.947,2019,60.49,5034,0,moraine,0
M(e),88.25,27.881,2019,14.4,5198,0,moraine,0
M(e),88.249,27.822,2019,70.94,5414,0,moraine,0
M(e),88.261,27.817,2019,12.31,5487,0,moraine,0
E(c),88.484,27.759,2019,13.57,4467,0,other,0
E(o),88.453,27.723,2019,14.3,4199,0,other,0
M(e),88.376,27.678,2019,18.05,3915,0,moraine,0
M(e),88.545,27.992,2019,68.28,5161,0,moraine,0
E(c),88.602,27.991,2019,10.11,4778,0,other,0
M(o),88.736,27.988,2019,10.61,5188,0,moraine,0
M(e),88.508,27.982,2019,34.12,4917,0,moraine,0
M(e),88.616,27.975,2019,57.86,4960,0,moraine,0
E(o),88.593,27.971,2019,10.09,4748,0,other,0
E(o),88.743,27.962,2019,19.61,5065,0,other,0
M(e),88.65,27.961,2019,18.36,4964,0,moraine,0
M(e),88.714,27.957,2019,26.39,5078,0,moraine,0
M(e),88.747,27.864,2019,18.95,5084,0,moraine,0
E(o),88.657,27.816,2019,14.59,4603,0,other,0
E(o),88.69,27.723,2019,12.13,4472,0,other,0
E(o),88.716,27.695,2019,11.4,4207,0,other,0
E(c),88.513,27.671,2019,36.34,4525,0,other,0
E(c),88.687,27.668,2019,14.75,4117,0,other,0
E(c),88.69,27.662,2019,15.7,4298,0,other,0
E(o),88.751,27.466,2019,22.25,4052,0,other,0
M(e),88.816,27.99,2019,174.29,5303,0,moraine,0
M(e),88.797,27.969,2019,18.44,5361,0,moraine,0
M(o),88.797,27.963,2019,11.97,5350,0,moraine,0
M(o),88.784,27.936,2019,10.36,5332,0,moraine,0
M(e),88.761,27.895,2019,45.77,5232,0,moraine,0
M(e),88.789,27.873,2019,10.41,4962,0,moraine,0
M(e),88.863,27.864,2019,13.9,4781,0,moraine,0
E(o),88.806,27.854,2019,11.38,5051,0,other,0
E(o),88.833,27.73,2019,14.6,4446,0,other,0
E(c),88.776,27.477,2019,11.04,4633,0,other,0
E(c),88.752,27.442,2019,10.91,4055,0,other,0
E(o),88.763,27.375,2019,27.26,3744,0,other,0
E(o),88.826,27.368,2019,13.48,3930,0,other,0
O,88.819,27.346,2019,18.43,3546,0,other,0
O,89.155,28.805,2019,68.23,4219,0,other,0
E(o),89.43,28.327,2019,140.5,4426,0,other,0
O,89.396,28.144,2019,62.48,4473,0,other,0
O,89.402,28.136,2019,26.78,4474,0,other,0
M(e),89.481,28.087,2019,22.37,4904,0,moraine,0
E(o),89.428,28.025,2019,63.43,4791,0,other,0
E(o),89.695,28.241,2019,70.85,4693,0,other,0
E(o),89.638,28.228,2019,1273.72,4568,0,other,0
M(o),89.713,28.203,2019,13.94,4795,0,moraine,0
M(e),89.598,28.186,2019,33.0,4895,0,moraine,0
E(c),89.661,28.185,2019,21.81,4886,0,other,0
E(o),89.535,28.181,2019,82.15,4694,0,other,0
M(o),89.564,28.15,2019,20.05,4897,0,moraine,0
M(e),89.534,28.137,2019,49.92,5292,0,moraine,0
M(o),89.514,28.123,2019,10.96,5202,0,moraine,0
I(s),89.994,28.279,2019,24.2,5087,0,ice,1
M(o),89.851,28.248,2019,15.47,5127,0,moraine,0
M(e),89.963,28.238,2019,13.77,5501,0,moraine,0
M(e),89.887,28.23,2019,151.09,4921,0,moraine,0
M(o),90.095,28.378,2019,15.01,5671,0,moraine,0
M(o),90.098,28.354,2019,10.18,5624,0,moraine,0
M(e),90.068,28.264,2019,188.07,5149,0,moraine,0
M(e),90.104,28.236,2019,585.02,5126,0,moraine,0
E(o),89.424,27.992,2019,16.31,4713,0,other,0
E(o),89.379,27.969,2019,66.73,4568,0,other,0
E(o),89.413,27.963,2019,45.42,4576,0,other,0
E(o),89.397,27.959,2019,181.69,4576,0,other,0
E(o),89.389,27.941,2019,279.3,4572,0,other,0
M(e),89.351,27.884,2019,17.43,4991,0,moraine,0
M(o),89.325,27.881,2019,13.54,5123,0,moraine,0
M(o),89.296,27.878,2019,41.23,5236,0,moraine,0
M(e),89.312,27.878,2019,61.73,5001,0,moraine,0
M(o),89.267,27.855,2019,42.55,5213,0,moraine,0
M(o),88.93,27.9,2019,16.4,5121,0,moraine,0
E(o),88.945,27.854,2019,49.31,4874,0,other,0
E(o),88.94,27.844,2019,27.95,4863,0,other,0
E(c),88.858,27.654,2019,11.65,4755,0,other,0
E(c),88.817,27.636,2019,15.32,4870,0,other,0
E(c),88.881,27.616,2019,12.81,4670,0,other,0
E(c),88.904,27.612,2019,37.14,4036,0,other,0
E(c),88.858,27.599,2019,12.48,4581,0,other,0
E(c),88.791,27.496,2019,15.53,4807,0,other,0
E(c),88.818,27.465,2019,16.84,4753,0,other,0
E(c),88.829,27.464,2019,21.74,4531,0,other,0
E(c),88.812,27.42,2019,16.12,4434,0,other,0
E(c),88.944,27.274,2019,15.8,3897,0,other,0
M(e),89.23,27.809,2019,52.68,5137,0,moraine,0
E(o),89.168,27.536,2019,30.73,4462,0,other,0
E(c),89.079,27.506,2019,22.56,4145,0,other,0
E(o),89.066,27.499,2019,13.28,4149,0,other,0
E(c),89.093,27.498,2019,10.96,4569,0,other,0
E(c),89.149,27.492,2019,27.58,4064,0,other,0
E(c),89.156,27.402,2019,13.62,4180,0,other,0
E(o),89.14,27.325,2019,11.05,4092,0,other,0
M(e),89.35,27.803,2019,12.41,4349,0,moraine,0
E(o),89.369,27.766,2019,10.47,4396,0,other,0
M(o),89.408,27.687,2019,18.51,4798,0,moraine,0
E(o),89.462,27.644,2019,35.14,4220,0,other,0
E(o),89.487,27.584,2019,46.34,4313,0,other,0
E(c),89.378,27.569,2019,22.78,4239,0,other,0
E(o),89.499,27.583,2019,24.77,4421,0,other,0
E(o),89.525,27.574,2019,10.62,4344,0,other,0
E(o),89.524,27.568,2019,11.36,4450,0,other,0
E(o),89.565,27.557,2019,10.06,4189,0,other,0
E(o),89.706,27.267,2019,10.38,4447,0,other,0
E(o),88.846,27.33,2019,27.8,3901,0,other,0
M(e),89.684,28.171,2019,11.0,4781,0,moraine,0
E(c),89.742,28.139,2019,12.81,4842,0,other,0
E(c),89.627,28.042,2019,16.83,4698,0,other,0
M(e),89.848,28.172,2019,23.57,4514,0,moraine,0
E(o),89.841,28.145,2019,12.19,5123,0,other,0
M(e),89.909,28.114,2019,43.78,4347,0,moraine,0
M(e),89.898,28.105,2019,25.05,4270,0,moraine,0
M(o),89.893,28.03,2019,10.59,5036,0,moraine,0
M(o),89.884,28.011,2019,22.23,5015,0,moraine,0
E(o),89.863,28.007,2019,23.34,4846,0,other,0
E(c),89.956,28.005,2019,12.55,4622,0,other,0
M(e),90.028,28.112,2019,37.11,4689,0,moraine,0
M(e),90.247,28.107,2019,132.27,4369,0,moraine,0
M(e),90.231,28.102,2019,34.98,4332,0,moraine,0
E(o),90.231,28.066,2019,11.03,4739,0,other,0
E(o),90.179,28.022,2019,17.58,5081,0,other,0
E(o),90.21,28.016,2019,54.12,5127,0,other,0
E(o),90.187,28.011,2019,19.51,5144,0,other,0
E(c),90.106,28.007,2019,10.94,4544,0,other,0
E(o),90.15,28.003,2019,14.27,5018,0,other,0
M(e),90.139,28.002,2019,15.71,5063,0,moraine,0
M(e),90.271,28.028,2019,20.07,5211,0,moraine,0
M(e),90.28,28.012,2019,14.82,5286,0,moraine,0
M(e),89.389,27.839,2019,17.71,4333,0,moraine,0
E(o),89.612,27.97,2019,14.65,4679,0,other,0
E(c),89.649,27.948,2019,10.24,4310,0,other,0
E(o),89.636,27.922,2019,10.95,4269,0,other,0
E(o),89.651,27.911,2019,13.05,4226,0,other,0
E(o),89.6,27.84,2019,11.62,4180,0,other,0
E(o),89.726,27.266,2019,14.47,4420,0,other,0
E(o),89.73,27.26,2019,12.2,4340,0,other,0
M(o),89.892,27.988,2019,10.9,5130,0,moraine,0
M(o),89.896,27.982,2019,33.8,5143,0,moraine,0
M(e),89.896,27.974,2019,22.77,5137,0,moraine,0
E(c),89.93,27.973,2019,65.0,5076,0,other,0
M(o),89.93,27.94,2019,72.67,5002,0,moraine,0
E(o),89.906,27.94,2019,14.09,5030,0,other,0
E(o),89.9,27.928,2019,24.9,4946,0,other,0
E(c),89.81,27.92,2019,14.55,4260,0,other,0
E(c),89.898,27.903,2019,12.96,4784,0,other,0
E(o),89.885,27.896,2019,11.89,4573,0,other,0
E(o),89.944,27.894,2019,20.69,4858,0,other,0
E(o),89.843,27.87,2019,24.07,4509,0,other,0
E(o),89.926,27.864,2019,37.61,4524,0,other,0
E(c),89.969,27.859,2019,12.27,4326,0,other,0
E(o),89.91,27.843,2019,16.26,4317,0,other,0
E(c),89.96,27.833,2019,16.28,4127,0,other,0
E(c),89.944,27.829,2019,36.57,4456,0,other,0
E(c),89.939,27.815,2019,17.11,4146,0,other,0
E(c),90.233,27.997,2019,11.26,4990,0,other,0
E(o),90.222,27.995,2019,23.03,4936,0,other,0
E(o),90.216,27.991,2019,18.37,4936,0,other,0
M(e),90.131,27.988,2019,19.2,5045,0,moraine,0
M(o),90.149,27.985,2019,14.07,4911,0,moraine,0
M(o),90.245,27.982,2019,17.66,5095,0,moraine,0
M(o),90.233,27.977,2019,67.28,5072,0,moraine,0
E(o),90.147,27.964,2019,23.28,4882,0,other,0
E(o),90.19,27.941,2019,17.54,4626,0,other,0
E(c),90.209,27.931,2019,12.41,4997,0,other,0
E(o),90.09,27.931,2019,14.52,4521,0,other,0
E(o),90.075,27.92,2019,10.13,4326,0,other,0
M(o),90.244,27.915,2019,12.93,5171,0,moraine,0
E(o),90.173,27.901,2019,45.13,4671,0,other,0
E(o),90.18,27.894,2019,15.99,4812,0,other,0
M(o),90.219,27.893,2019,16.23,5013,0,moraine,0
E(o),90.185,27.877,2019,14.13,4828,0,other,0
M(e),90.207,27.875,2019,40.55,4913,0,moraine,0
E(o),90.191,27.857,2019,16.19,4733,0,other,0
E(o),90.191,27.85,2019,24.59,4770,0,other,0
E(o),90.213,27.85,2019,10.53,4855,0,other,0
E(o),90.246,27.848,2019,10.8,4803,0,other,0
E(c),90.186,27.836,2019,11.59,4573,0,other,0
E(c),90.157,27.829,2019,23.89,4428,0,other,0
E(o),90.222,27.827,2019,30.71,4657,0,other,0
E(o),90.239,27.802,2019,12.45,4762,0,other,0
E(o),90.231,27.8,2019,74.59,4758,0,other,0
E(o),90.2,27.793,2019,17.25,4556,0,other,0
E(c),90.172,27.761,2019,15.44,4333,0,other,0
E(o),90.196,27.757,2019,19.73,4442,0,other,0
E(c),90.164,27.753,2019,13.22,4226,0,other,0
E(c),90.187,27.74,2019,10.68,4287,0,other,0
E(o),90.16,27.738,2019,11.91,4447,0,other,0
M(e),90.288,27.996,2019,41.92,5327,0,moraine,0
M(e),90.261,27.995,2019,13.3,5148,0,moraine,0
M(e),90.299,27.992,2019,11.73,5345,0,moraine,0
M(o),90.259,27.964,2019,33.51,5226,0,moraine,0
M(o),90.255,27.952,2019,15.09,5184,0,moraine,0
M(e),90.259,27.925,2019,11.54,5126,0,moraine,0
M(e),90.262,27.919,2019,22.69,5144,0,moraine,0
M(e),90.157,30.075,2019,13.75,5743,0,moraine,0
M(o),90.457,30.366,2019,10.71,5598,0,moraine,0
M(e),90.498,30.351,2019,12.41,5507,0,moraine,0
M(l),90.702,30.473,2019,20.39,5534,0,moraine,0
M(e),90.708,30.467,2019,15.9,5512,0,moraine,0
M(o),90.651,30.451,2019,11.83,5597,0,moraine,0
M(o),90.649,30.446,2019,16.19,5576,0,moraine,0
E(o),90.828,30.518,2019,27.52,5352,0,other,0
E(o),90.912,30.502,2019,27.02,5342,0,other,0
O,90.947,30.499,2019,12.73,5236,0,other,0
E(o),90.966,30.479,2019,85.72,5035,0,other,0
E(o),90.246,29.791,2019,33.69,5120,0,other,0
O,90.605,29.615,2019,22.03,5248,0,other,0
E(o),90.657,29.603,2019,10.93,5451,0,other,0
E(o),91.966,30.209,2019,12.88,4993,0,other,0
E(c),91.988,30.187,2019,18.95,5159,0,other,0
E(o),91.995,30.177,2019,10.11,5098,0,other,0
E(o),91.638,29.556,2019,16.92,5276,0,other,0
E(o),92.699,31.102,2019,48.57,5003,0,other,0
E(o),92.724,31.086,2019,17.75,5025,0,other,0
O,92.817,31.154,2019,23.78,5030,0,other,0
O,92.998,31.138,2019,13.99,4894,0,other,0
O,92.833,31.12,2019,388.59,4902,0,other,0
O,92.815,31.112,2019,68.03,4905,0,other,0
O,92.952,31.109,2019,97.67,4894,0,other,0
O,92.961,31.052,2019,12.85,4922,0,other,0
E(o),92.812,31.051,2019,35.43,4930,0,other,0
O,92.787,31.036,2019,94.42,4908,0,other,0
E(o),92.009,30.192,2019,26.71,5203,0,other,0
E(o),92.002,30.17,2019,13.35,5027,0,other,0
O,92.413,30.199,2019,10.72,4955,0,other,0
E(o),92.39,30.081,2019,13.71,4971,0,other,0
E(o),92.406,30.078,2019,28.02,5038,0,other,0
E(o),92.745,30.754,2019,18.7,4872,0,other,0
E(o),92.735,30.507,2019,29.87,5140,0,other,0
E(o),92.646,30.494,2019,98.02,4817,0,other,0
E(o),92.679,30.438,2019,11.44,5111,0,other,0
E(o),92.743,30.381,2019,15.7,5132,0,other,0
E(o),92.735,30.35,2019,87.32,5112,0,other,0
E(o),92.682,30.292,2019,14.59,5168,0,other,0
O,92.511,30.288,2019,11.27,5182,0,other,0
E(o),92.596,30.256,2019,17.98,5021,0,other,0
O,92.503,30.253,2019,21.86,5056,0,other,0
E(o),92.549,30.237,2019,33.39,5061,0,other,0
O,92.563,30.231,2019,23.52,5048,0,other,0
O,92.536,30.218,2019,12.44,5017,0,other,0
E(o),92.569,30.217,2019,17.84,5037,0,other,0
O,92.517,30.216,2019,48.36,4981,0,other,0
E(o),92.573,30.21,2019,32.43,5037,0,other,0
O,92.541,30.189,2019,42.22,4955,0,other,0
E(o),92.99,30.999,2019,18.44,5010,0,other,0
O,92.832,30.996,2019,23.34,4830,0,other,0
O,92.889,30.988,2019,13.11,4956,0,other,0
E(o),92.941,30.976,2019,441.76,4904,0,other,0
O,92.825,30.957,2019,16.94,4920,0,other,0
O,92.867,30.956,2019,23.23,4890,0,other,0
O,92.89,30.949,2019,118.54,4892,0,other,0
O,92.828,30.935,2019,222.71,4886,0,other,0
E(o),92.775,30.934,2019,122.17,4835,0,other,0
E(o),92.817,30.906,2019,177.1,4960,0,other,0
E(o),92.91,30.896,2019,266.63,4923,0,other,0
E(o),92.951,30.894,2019,205.95,4958,0,other,0
O,92.86,30.893,2019,12.43,4921,0,other,0
E(o),92.881,30.879,2019,52.44,4982,0,other,0
E(o),92.86,30.878,2019,21.32,4925,0,other,0
E(o),92.775,30.739,2019,11.7,4864,0,other,0
E(o),92.875,30.736,2019,20.95,4911,0,other,0
E(o),92.191,29.989,2019,13.63,5123,0,other,0
E(o),92.068,29.928,2019,14.0,4939,0,other,0
E(o),92.208,29.866,2019,16.79,5227,0,other,0
E(o),92.242,29.83,2019,15.07,5179,0,other,0
E(o),92.043,29.57,2019,13.57,5312,0,other,0
E(o),92.395,29.808,2019,24.92,5052,0,other,0
E(o),92.413,29.796,2019,15.75,4975,0,other,0
E(o),92.389,29.795,2019,17.68,4976,0,other,0
E(o),92.388,29.779,2019,154.54,4916,0,other,0
E(o),92.457,29.778,2019,11.84,4996,0,other,0
E(o),92.442,29.77,2019,14.89,4924,0,other,0
O,92.387,29.734,2019,16.53,4746,0,other,0
E(o),92.394,29.667,2019,53.86,4677,0,other,0
E(o),92.253,29.639,2019,35.47,4862,0,other,0
E(o),92.327,29.619,2019,11.54,4974,0,other,0
O,93.097,31.148,2019,10.32,4994,0,other,0
O,93.119,31.147,2019,27.83,5002,0,other,0
O,93.177,31.132,2019,692.16,5007,0,other,0
E(o),93.144,31.103,2019,101.01,5024,0,other,0
E(o),93.163,31.081,2019,14.03,5071,0,other,0
O,93.05,31.078,2019,40.27,4950,0,other,0
E(o),93.088,31.004,2019,71.5,5040,0,other,0
E(o),93.292,31.065,2019,51.21,5047,0,other,0
E(o),93.301,31.054,2019,20.6,5055,0,other,0
O,93.016,30.909,2019,15.25,4958,0,other,0
E(o),93.018,30.903,2019,11.34,4957,0,other,0
M(e),90.223,28.928,2019,48.29,5109,0,moraine,0
M(e),90.192,28.257,2019,10.09,5451,0,moraine,0
M(e),90.185,28.245,2019,60.02,5455,0,moraine,0
M(e),90.276,28.265,2019,11.44,5829,0,moraine,0
M(e),90.622,28.454,2019,19.35,5286,0,moraine,0
E(o),91.115,28.592,2019,11.65,5362,0,other,0
E(o),91.155,28.587,2019,10.48,5563,0,other,0
O,91.525,28.546,2019,101.76,5083,0,other,0
O,91.597,28.538,2019,26.23,5070,0,other,0
O,91.562,28.53,2019,45.15,5153,0,other,0
M(e),90.496,28.238,2019,15.24,5608,0,moraine,0
M(e),90.384,28.204,2019,33.11,5424,0,moraine,0
M(e),90.674,28.333,2019,11.37,4650,0,moraine,0
E(c),90.741,28.303,2019,10.96,4769,0,other,0
M(e),90.647,28.3,2019,28.67,5467,0,moraine,0
M(e),90.607,28.299,2019,11.67,5354,0,moraine,0
M(e),90.736,28.273,2019,167.03,4510,0,moraine,0
M(e),90.589,28.272,2019,45.4,5414,0,moraine,0
M(e),90.712,28.247,2019,18.15,4689,0,moraine,0
M(e),90.743,28.244,2019,11.99,4657,0,moraine,0
M(e),90.724,28.241,2019,88.56,4654,0,moraine,0
M(e),90.506,28.241,2019,21.53,5470,0,moraine,0
M(e),90.604,28.129,2019,10.46,5199,0,moraine,0
M(e),90.566,28.123,2019,67.52,5172,0,moraine,0
M(e),90.738,28.096,2019,67.74,5004,0,moraine,0
M(e),90.605,28.086,2019,35.31,5202,0,moraine,0
E(o),90.652,28.081,2019,18.65,4999,0,other,0
M(o),90.743,28.078,2019,17.78,5172,0,moraine,0
M(e),90.661,28.078,2019,10.04,5074,0,moraine,0
M(o),90.584,28.078,2019,10.66,5312,0,moraine,0
M(o),90.656,28.071,2019,40.3,5020,0,moraine,0
M(o),90.648,28.064,2019,24.57,5105,0,moraine,0
M(e),90.602,28.059,2019,40.1,4862,0,moraine,0
M(e),90.597,28.049,2019,31.09,4990,0,moraine,0
E(o),90.851,28.353,2019,14.81,4624,0,other,0
E(o),90.852,28.307,2019,14.1,4648,0,other,0
M(o),90.75,28.281,2019,30.82,4722,0,moraine,0
M(e),90.787,28.086,2019,216.41,5165,0,moraine,0
E(o),90.903,28.059,2019,52.05,4768,0,other,0
E(o),90.953,28.049,2019,40.51,4642,0,other,0
M(o),90.919,28.046,2019,16.66,4933,0,moraine,0
M(o),90.907,28.04,2019,11.45,4924,0,moraine,0
M(o),90.84,28.021,2019,15.82,4985,0,moraine,0
M(o),90.843,28.018,2019,18.96,4957,0,moraine,0
E(o),90.929,28.016,2019,18.07,4801,0,other,0
E(o),90.979,28.015,2019,12.17,4252,0,other,0
E(c),90.984,28.013,2019,20.9,4277,0,other,0
E(o),90.905,28.003,2019,87.32,4754,0,other,0
E(o),90.932,28.001,2019,13.93,4663,0,other,0
M(e),91.079,28.351,2019,77.2,4787,0,moraine,0
M(e),91.07,28.305,2019,18.87,4727,0,moraine,0
E(c),91.234,28.075,2019,11.43,4686,0,other,0
E(o),91.004,28.045,2019,12.84,4085,0,other,0
E(o),91.003,28.034,2019,76.9,4200,0,other,0
E(o),91.036,28.023,2019,11.43,4260,0,other,0
E(o),91.044,28.013,2019,10.44,4421,0,other,0
E(o),91.027,28.01,2019,12.41,4251,0,other,0
O,91.487,28.518,2019,16.29,5125,0,other,0
E(o),91.257,28.088,2019,56.11,4630,0,other,0
E(o),91.261,28.045,2019,12.47,4600,0,other,0
E(o),91.294,28.043,2019,12.82,4780,0,other,0
E(c),91.292,28.012,2019,11.21,4622,0,other,0
E(o),91.262,28.001,2019,18.16,4464,0,other,0
E(o),90.817,27.988,2019,10.54,4905,0,other,0
E(o),90.827,27.984,2019,10.85,4737,0,other,0
E(o),90.894,27.967,2019,22.1,4579,0,other,0
E(o),90.955,27.956,2019,12.03,4606,0,other,0
E(c),90.974,27.947,2019,11.2,4426,0,other,0
E(o),90.945,27.939,2019,11.87,4504,0,other,0
E(o),90.845,27.913,2019,14.42,4509,0,other,0
E(c),90.98,27.903,2019,13.54,4290,0,other,0
E(o),90.997,27.896,2019,33.11,4361,0,other,0
E(c),90.966,27.891,2019,25.72,4359,0,other,0
E(c),90.999,27.875,2019,11.54,4203,0,other,0
E(o),90.85,27.866,2019,10.38,4600,0,other,0
E(o),91.215,27.985,2019,15.78,4311,0,other,0
E(o),91.056,27.956,2019,13.72,4055,0,other,0
E(o),91.241,27.909,2019,14.74,4347,0,other,0
E(o),91.242,27.902,2019,10.02,4180,0,other,0
E(o),91.014,27.877,2019,12.25,4162,0,other,0
E(o),91.24,27.803,2019,15.09,4077,0,other,0
E(c),91.287,27.996,2019,17.81,4522,0,other,0
E(c),91.426,27.963,2019,13.31,4858,0,other,0
E(c),91.27,27.931,2019,39.76,4732,0,other,0
E(o),91.3,27.929,2019,20.27,4371,0,other,0
