Unnamed: 0,Lake_type,Longitude,Latitude,Year_final,Lake_area_ha,Elevation_m,GLOF,Lake_type_simplified,is_supraglacial,Lake_area_calculated_ha,area_t1,area_t2,expansion_ha_peryr
503,M(e),86.5,28.033,2023,60.86,5057,0,moraine,0,306.21653774059007,216.08882874473758,306.21653773972446,18.025541798997374
504,E(o),86.514,28.887,2023,98.23,5098,0,other,0,74.7729121605839,77.76070364270956,74.77291216057806,-0.5975582964262998
505,E(o),86.575,28.84,2023,26.39,5465,0,other,0,13.37228983612428,23.991526831959277,13.372289836128584,-2.123847399166139
506,E(o),86.529,28.815,2023,32.37,5326,0,other,0,246.3088548308961,257.7944119237475,246.3088548308926,-2.2971114185709722
507,M(o),86.511,28.321,2023,10.75,5321,0,moraine,0,7.7469259362784,9.247800045038037,7.746925936303412,-0.30017482174692506
508,I(s),86.502,28.283,2023,22.63,5157,0,ice,1,29.57526716634899,14.075669936258075,29.575267166343604,3.099919446017106
509,M(e),86.629,28.207,2023,27.78,5539,0,moraine,0,29.2007067756515,29.200709093761148,29.200706775647156,-4.636227984633479e-07
510,M(e),86.532,28.185,2023,67.68,5025,0,moraine,0,64.90366466238028,44.24503543199334,64.90366466237806,4.131725846076945
511,M(o),86.535,28.151,2023,18.48,5220,0,moraine,0,72.14226774270445,57.79222312644826,72.14226774270587,2.870008923251521
512,M(e),86.531,28.135,2023,97.85,4984,0,moraine,0,72.85502280977654,67.2401515784903,72.85502280977659,1.1229742462572574
513,M(e),86.52,28.073,2023,23.11,5216,0,moraine,0,292.3255447199834,315.30453517328755,292.3255447200136,-4.595798090654784
514,M(l),86.514,28.044,2023,57.94,5241,0,moraine,0,255.39963948070613,157.1066520518888,255.39963965446637,19.658597520515514
515,M(e),86.71,28.038,2023,15.44,5363,0,moraine,0,80.59406445985552,56.82112311411408,80.59406445986282,4.754588269149748
516,M(o),86.682,28.026,2023,18.71,5149,0,moraine,0,25.841183200054456,17.835312647828815,25.841183200048025,1.6011741104438422
517,M(o),86.721,28.017,2023,19.81,5066,0,moraine,0,96.87080451379693,112.40810577323369,96.87080454656113,-3.1074602453345106
518,M(l),86.682,28.006,2023,17.13,4947,0,moraine,0,20.13859768196444,37.740076685214646,20.138597682281663,-3.5202958005865965
519,I(s),86.863,28.112,2023,39.4,5218,0,ice,1,52.989093283352545,40.15731085113261,52.989093283350954,2.566356486443669
520,E(o),87.15,28.274,2023,11.91,5012,0,other,0,10.281059676420837,9.80654455763837,10.281059676418014,0.09490302375592882
521,E(o),87.246,28.27,2023,15.31,5166,0,other,0,20.244081003555923,12.021344176440865,20.24408100355787,1.644547365423401
522,M(e),87.053,28.226,2023,17.19,5050,0,moraine,0,53.25845158046128,53.65413336941513,53.25845158046244,-0.07913635779053721
523,E(o),87.101,28.208,2023,101.93,4852,0,other,0,94.24909487993834,94.32822548492045,94.2490948799398,-0.015826120996129588
524,O,87.052,28.205,2023,65.11,4980,0,other,0,53.25845158046128,53.65413336941513,53.25845158046244,-0.07913635779053721
525,E(o),87.122,28.166,2023,12.23,5219,0,other,0,24.071512478678297,24.863322649555002,24.071512478683445,-0.15836203417431136
526,E(o),87.143,28.159,2023,18.93,5154,0,other,0,90.8146883641284,85.82658745281077,90.81468836413303,0.9976201822644526
527,O,87.158,28.152,2023,94.74,5141,0,other,0,90.8146883641284,85.82658745281077,90.81468836413303,0.9976201822644526
528,O,87.174,28.152,2023,10.97,5075,0,other,0,90.8146883641284,85.82658745281077,90.81468836413303,0.9976201822644526
529,M(o),87.105,28.142,2023,16.53,5472,0,moraine,0,25.892737525953176,26.922097807253834,25.89273752595593,-0.2058720562595809
530,M(o),87.112,28.142,2023,25.06,5470,0,moraine,0,25.892737525953176,26.922097807253834,25.89273752595593,-0.2058720562595809
531,M(e),87.082,28.13,2023,19.29,5518,0,moraine,0,20.426743117944977,21.218475100029384,20.42674311795997,-0.15834639641388293
532,M(o),87.065,28.111,2023,31.03,5468,0,moraine,0,19.16449783440471,19.322884430984008,19.164497834407875,-0.03167731931522653
533,M(e),87.134,28.069,2023,25.49,4879,0,moraine,0,94.22434021362464,88.82200201624366,94.22434020947647,1.0804676386465615
534,M(e),87.047,28.068,2023,78.93,5589,0,moraine,0,94.21403529627754,86.29002922521056,94.21403529627699,1.584801214213286
535,M(o),87.193,28.065,2023,10.78,4837,0,moraine,0,75.68244401882599,73.46315488616045,75.68244404732657,0.44385783223322334
536,M(e),87.167,28.039,2023,24.07,4739,0,moraine,0,70.13361787142887,65.14084735064351,70.13361787143417,0.9985541041581314
537,E(c),87.19,28.032,2023,27.29,5013,0,other,0,75.60319935202288,71.0065667270179,75.60319938052336,0.9193265307010933
538,M(e),87.028,28.007,2023,14.23,5509,0,moraine,0,13.87437822058243,14.50862241708319,13.874378220583688,-0.12684883929990037
539,M(e),87.142,28.005,2023,43.7,4450,0,moraine,0,36.07411206534258,36.07411260335126,36.07411206532743,-1.0760476669702257e-07
540,E(o),87.437,28.775,2023,21.8,5553,0,other,0,17.31624810160837,17.55238079111302,17.31624810160814,-0.04722653790097624
541,E(o),87.417,28.76,2023,15.68,5458,0,other,0,17.31624810160837,17.55238079111302,17.31624810160814,-0.04722653790097624
542,E(o),87.427,28.754,2023,13.58,5511,0,other,0,23.93366162513256,25.11458408868388,23.933661625126163,-0.23618449271154346
543,E(o),87.455,28.75,2023,31.67,5680,0,other,0,27.004031227528927,28.421120281054545,27.004031227518873,-0.2834178107071345
544,E(o),87.382,28.742,2023,41.57,5501,0,other,0,34.24964584144729,36.45421827848602,34.249645841445634,-0.44091448740807665
545,E(o),87.479,28.737,2023,23.55,5415,0,other,0,27.004031227528927,28.421120281054545,27.004031227518873,-0.2834178107071345
546,E(o),87.44,28.735,2023,23.96,5577,0,other,0,27.004031227528927,28.421120281054545,27.004031227518873,-0.2834178107071345
547,E(o),87.406,28.734,2023,18.44,5600,0,other,0,34.24964584144729,36.45421827848602,34.249645841445634,-0.44091448740807665
548,E(o),87.478,28.728,2023,24.81,5384,0,other,0,20.86752194805419,20.47379853930736,20.867522061301106,0.07874470439874912
549,M(e),86.379,28.393,2023,100.11,5482,0,moraine,0,131.7690602539644,113.36137556237695,131.76906025396931,3.681536938318473
550,O,87.47,28.213,2023,131.39,4781,0,other,0,144.65114367083282,128.42823556916238,144.65114367083282,3.2445816203340883
551,M(e),87.479,28.172,2023,23.91,5290,0,moraine,0,44.08694778302501,36.105325895621604,44.08694778302501,1.5963243774806812
552,O,87.418,28.165,2023,10.93,4818,0,other,0,20.18809020523076,20.89610473442004,20.188090205230758,-0.14160290583785623
553,M(e),87.487,28.161,2023,10.29,5298,0,moraine,0,94.14555186674085,84.16851278621537,94.14555186674083,1.9954078161050917
554,O,87.443,28.16,2023,32.33,4854,0,other,0,23.671618347577013,22.484065835481957,23.671618347577013,0.23751050241901125
555,M(o),87.469,28.148,2023,39.58,5106,0,moraine,0,97.70883795670888,84.16851278621537,97.70883795670888,2.7080650340987007
556,M(e),87.428,28.137,2023,25.85,5191,0,moraine,0,23.283005744582717,15.52199353204569,23.283005744582717,1.5522024425074055
557,E(o),87.354,28.064,2023,13.08,4190,0,other,0,0.4755536125503897,1.2681191784487866,0.4755536125503897,-0.1585131131796794
558,E(o),87.27,28.023,2023,10.23,4636,0,other,0,25.289003193271537,24.4962252531321,25.289003193271537,0.1585555880278875
559,E(o),87.259,28.016,2023,33.07,4672,0,other,0,25.289003193271537,24.4962252531321,25.289003193271537,0.1585555880278875
560,E(o),87.297,28.012,2023,12.13,4416,0,other,0,8.403508311094873,7.927836913594141,8.403508311094873,0.09513427950014641
561,E(o),86.519,28.858,2023,81.24,5254,0,other,0,134.98730515519273,140.6510945745603,134.98730515519273,-1.1327578838735122
562,E(o),87.509,28.841,2023,25.2,5486,0,other,0,20.1371377188334,19.586515023752902,20.1371377188334,0.11012453901609973
563,E(o),86.522,28.832,2023,281.32,5319,0,other,0,266.524484123581,279.11127178906605,266.524484123581,-2.517357533097015
564,O,87.553,28.773,2023,25.64,5319,0,other,0,20.22889001350532,20.465029786716443,20.228890013505318,-0.047227954642225
565,E(o),87.625,28.747,2023,17.28,5545,0,other,0,15.037657646761572,15.195120461349111,15.037657646761573,-0.03149256291750753
566,O,87.548,28.712,2023,41.2,5188,0,other,0,47.656587149099735,44.820813168625406,47.656587149099735,0.5671547960948657
567,E(o),87.534,28.694,2023,60.74,5158,0,other,0,47.656587149099735,44.820813168625406,47.656587149099735,0.5671547960948657
568,M(o),87.634,28.268,2023,10.04,5674,0,moraine,0,37.25315948164623,18.745216935777695,37.25315948164623,3.701588509173707
569,M(o),87.501,28.236,2023,20.48,5225,0,moraine,0,65.19356521924617,31.01523436833687,65.19356521924617,6.8356661701818595
570,M(e),87.591,28.23,2023,78.9,5410,0,moraine,0,271.65749447327005,207.32488057898166,271.65749447327005,12.866522778857677
571,M(e),87.578,28.228,2023,21.94,5247,0,moraine,0,231.30308532713917,211.36160333533712,231.30308532713917,3.98829639836041
572,M(e),87.56,28.206,2023,15.95,5337,0,moraine,0,176.93984679265378,154.14988663403065,176.93984679265378,4.557992031724626
573,M(e),87.641,28.195,2023,47.42,5352,0,moraine,0,51.91841198374696,51.8392575858943,51.91841198374696,0.015830879570530955
574,M(e),87.563,28.178,2023,104.19,5011,0,moraine,0,34.90666768419397,73.29871496688975,34.90666768419397,-7.678409456539155
575,M(e),87.623,28.167,2023,20.87,5375,0,moraine,0,39.49745537127469,39.73452194677795,39.49745537127469,-0.04741331510065265
576,M(e),87.578,28.164,2023,20.22,5171,0,moraine,0,91.18538178356089,110.1034194001355,91.18538178356089,-3.7836075233149216
577,M(o),87.612,28.155,2023,13.82,5241,0,moraine,0,21.376941273975085,24.703147340348348,21.376941273975085,-0.6652412132746527
578,M(o),87.599,28.131,2023,14.18,5261,0,moraine,0,96.4698813798197,91.88007492799034,96.4698813798197,0.9179612903658722
579,M(e),87.615,28.118,2023,35.67,5052,0,moraine,0,96.8725141983031,113.90131263853868,96.8725141983031,-3.405759688047118
580,M(e),87.586,28.116,2023,12.43,5050,0,moraine,0,103.3680033663419,143.9220816391271,103.3680033663419,-8.11081565455704
581,M(e),87.655,28.114,2023,146.34,4954,0,moraine,0,132.1117036572683,132.34925524246583,132.11170365726827,-0.047510317039512986
582,M(e),87.584,28.107,2023,15.91,4968,0,moraine,0,103.3680033663419,143.9220816391271,103.3680033663419,-8.11081565455704
583,M(e),87.637,28.093,2023,72.47,5178,0,moraine,0,78.11022218581124,160.65887186039677,78.11022218581124,-16.509729934917107
584,M(e),87.627,28.052,2023,18.4,5066,0,moraine,0,42.87972594193992,38.591870674392084,42.87972594193992,0.8575710535095666
585,M(e),86.446,27.947,2023,156.76,5046,0,moraine,0,198.2763607218947,168.44462583043267,198.2763607218947,5.966346978292404
586,M(o),86.433,27.929,2023,31.99,5025,0,moraine,0,592.8858671775939,540.994251441384,592.8858671775939,10.378323147241986
587,M(o),86.42,27.927,2023,15.72,5020,0,moraine,0,483.7098649157742,443.4025085572321,483.7098649157742,8.06147127170841
588,M(o),86.465,27.917,2023,17.56,5259,0,moraine,0,316.19486032590606,287.3122719317824,316.19486032590606,5.776517678824734
589,M(o),86.477,27.916,2023,14.08,5110,0,moraine,0,153.45193123459975,126.87136404436654,153.45193123459975,5.316113438046642
590,M(e),86.476,27.861,2023,158.4,4550,0,moraine,0,163.38542582835592,158.2245050566452,163.38542582835592,1.0321841543421442
591,E(o),86.356,27.85,2023,11.18,4424,0,other,0,8.098575534626022,8.019176984646162,8.098575534626022,0.015879709995972036
592,M(l),86.681,27.975,2023,57.83,4834,0,moraine,0,55.196915904097786,57.02096481347578,55.196915904097786,-0.36480978187559854
593,M(l),86.69,27.951,2023,42.11,4741,0,moraine,0,39.97916968767124,41.16904948270012,39.97916968767124,-0.2379759590057759
594,M(l),86.699,27.941,2023,18.0,4709,0,moraine,0,39.97916968767124,41.16904948270012,39.97916968767124,-0.2379759590057759
595,M(o),86.621,27.791,2023,46.73,5157,0,moraine,0,156.23766384897496,123.38548877734824,156.23766384897496,6.570435014325343
596,M(e),86.612,27.779,2023,117.31,4831,0,moraine,0,149.365829742197,123.38548877734824,149.365829742197,5.1960681929697525
597,M(o),86.643,27.778,2023,29.27,5163,0,moraine,0,64.89947193807083,47.59074775206654,64.89947193807083,3.4617448372008583
598,M(o),86.835,27.997,2023,11.55,5321,0,moraine,0,68.650501932338,62.3087133662828,68.650501932338,1.26835771321104
599,I(s),86.804,27.975,2023,24.84,5183,0,ice,1,41.71532658750553,23.950643781256932,41.71532658750553,3.5529365612497195
600,M(l),86.786,27.924,2023,54.85,4512,0,moraine,0,55.14391810391678,54.19178906378303,55.14391810391678,0.19042580802675105
601,M(e),86.925,27.898,2023,139.77,5003,0,moraine,0,171.7403646986305,132.4558590247971,171.7403646986305,7.856901134766678
602,E(c),86.913,27.894,2023,11.28,4986,0,other,0,171.7403646986305,132.4558590247971,171.7403646986305,7.856901134766678
603,M(o),86.937,27.857,2023,21.45,5473,0,moraine,0,189.08328680860453,98.11392461586038,189.08328680860453,18.19387243854883
604,M(o),86.928,27.85,2023,48.86,5411,0,moraine,0,63.822568775814304,48.988469454185385,63.822568775814304,2.966819864325784
605,M(e),86.935,27.837,2023,29.39,5209,0,moraine,0,53.11724035871301,48.988469454185385,53.11724035871301,0.8257541809055254
606,M(o),86.917,27.832,2023,33.07,5360,0,moraine,0,53.11724035871301,48.988469454185385,53.11724035871301,0.8257541809055254
607,M(e),86.974,27.805,2023,16.77,5516,0,moraine,0,351.54418695982787,506.8378931309561,351.54418695982787,-31.058741234225646
608,M(e),86.966,27.799,2023,21.36,5396,0,moraine,0,406.0519057610891,542.4464398405036,406.0519057610891,-27.2789068158829
609,M(o),86.911,27.794,2023,18.87,5274,0,moraine,0,53.78362681599952,25.653538004819378,53.78362681599952,5.626017762236028
610,M(o),86.838,27.793,2023,22.89,5351,0,moraine,0,144.76552954187733,60.28697024213672,144.76552954187733,16.895711859948122
611,M(e),86.957,27.783,2023,87.28,5198,0,moraine,0,339.875766292691,422.4124935775364,339.875766292691,-16.507345456969073
612,I(s),86.871,27.766,2023,13.68,4931,0,ice,1,53.552705534657065,34.25022524568963,53.552705534657065,3.8604960577934877
613,M(o),86.958,27.755,2023,86.5,4927,0,moraine,0,88.66780254580559,80.16619196284152,88.66780254580559,1.7003221165928124
614,M(o),86.91,27.719,2023,14.93,4989,0,moraine,0,16.693677362309238,14.706304763933638,16.693677362309238,0.39747451967512004
615,M(o),86.792,27.696,2023,12.95,4951,0,moraine,0,34.10708080823191,12.244546416284408,34.10708080823191,4.372506878389501
616,M(e),86.858,27.687,2023,31.8,4764,0,moraine,0,31.335207236800866,30.693408807963767,31.335207236800862,0.12835968576741905
617,E(o),86.853,27.681,2023,11.85,4694,0,other,0,31.335207236800866,30.693408807963767,31.335207236800862,0.12835968576741905
618,E(c),87.247,27.959,2023,12.02,4457,0,other,0,8.09039793793992,7.535166913257948,8.09039793793992,0.11104620493639458
619,E(c),87.188,27.906,2023,33.14,4490,0,other,0,72.28056504163966,147.57883691715463,72.28056504163966,-15.059654375102994
620,M(e),87.081,27.844,2023,41.15,4847,0,moraine,0,41.36474742061707,39.701013007794415,41.36474742061707,0.33274688256453117
621,M(o),87.095,27.829,2023,12.06,5225,0,moraine,0,77.02871433351967,48.28120929700402,77.02871433351967,5.749501007303131
622,M(e),87.092,27.798,2023,182.16,4543,0,moraine,0,405.18312679487656,254.86317211137592,405.18312679487656,30.06399093670013
623,E(c),87.206,27.691,2023,11.49,4088,0,other,0,1.3515414576196236,6.520152085758515,1.3515414576196236,-1.0337221256277782
624,E(o),87.345,27.983,2023,26.18,3728,0,other,0,19.74577267999484,20.221574113783873,19.74577267999484,-0.09516028675780674
625,E(c),87.349,27.948,2023,10.13,3991,0,other,0,11.658740567256574,12.61050348265956,11.658740567256574,-0.19035258308059716
626,E(o),87.293,27.932,2023,12.13,4373,0,other,0,11.662294720148369,13.804394309944279,11.662294720148367,-0.42841991795918233
627,E(c),87.306,27.918,2023,11.15,4416,0,other,0,11.662294720148369,13.804394309944279,11.662294720148367,-0.42841991795918233
628,E(c),87.341,27.837,2023,19.17,4243,0,other,0,2.302831109917612,8.893645596018269,2.3028311099176118,-1.3181628972201314
629,E(c),87.522,27.997,2023,12.38,4720,0,other,0,8.721859843459413,7.21535421073808,8.721859843459413,0.30130112654426655
630,E(o),87.583,27.986,2023,12.33,4826,0,other,0,14.746542406555754,9.039947882019579,14.746542406555754,1.141318904907235
631,E(c),87.557,27.979,2023,11.03,4767,0,other,0,9.833573367571184,9.039947882019579,9.833573367571185,0.1587250971103213
632,M(e),87.699,27.9,2023,11.27,5226,0,moraine,0,39.91856041522297,23.654101164635325,39.91856041522297,3.2528918501175292
633,E(c),87.737,27.864,2023,13.98,5337,0,other,0,126.0533024973436,106.12884875715692,126.05330249734361,3.9848907480373383
634,M(e),87.749,27.816,2023,17.17,4903,0,moraine,0,16.599324927955628,13.66064596807044,16.599324927955628,0.5877357919770375
635,E(c),87.694,27.681,2023,13.3,4633,0,other,0,9.860604147924644,9.940124914867576,9.860604147924644,-0.01590415338858655
636,E(c),87.517,27.681,2023,10.1,4472,0,other,0,6.361271818566862,6.679788189259585,6.361271818566862,-0.06370327413854468
637,E(o),87.703,27.651,2023,14.36,4460,0,other,0,8.512828822916664,9.069697070748754,8.512828822916664,-0.11137364956641811
638,O,87.573,27.645,2023,11.78,3860,0,other,0,2.068244872496931,2.8637201275236674,2.068244872496931,-0.15909505100534727
639,E(c),87.633,27.639,2023,16.45,4289,0,other,0,9.146846340840192,11.93276511026174,9.146846340840192,-0.5571837538843095
640,E(c),87.696,27.63,2023,14.11,4179,0,other,0,8.512828822916664,9.069697070748754,8.512828822916664,-0.11137364956641811
641,E(o),87.706,27.629,2023,13.01,4319,0,other,0,8.512828822916664,9.069697070748754,8.512828822916664,-0.11137364956641811
642,E(o),87.712,27.62,2023,12.63,4454,0,other,0,8.512828822916664,9.069697070748754,8.512828822916664,-0.11137364956641811
643,E(c),87.543,27.617,2023,10.93,4471,0,other,0,1.2728798124410474,3.262258225668041,1.2728798124410474,-0.3978756826453987
644,M(l),87.884,27.969,2023,17.9,5597,0,moraine,0,16.496631843420193,16.49663402234159,16.496631843420193,-4.3578427906254545e-07
645,M(e),87.814,27.964,2023,40.61,5249,0,moraine,0,101.84374103165383,46.31953137826109,101.84374103165385,11.104841930678552
646,M(e),87.908,27.952,2023,64.79,5165,0,moraine,0,72.26477574322686,76.70690392290263,72.26477574322686,-0.8884256359351526
647,M(e),87.93,27.95,2023,83.66,5106,0,moraine,0,72.74077191626198,78.69023195811724,72.74077191626198,-1.1898920083710522
648,M(e),88.002,27.928,2023,113.22,5348,0,moraine,0,104.0152648975858,104.57064465611494,104.01526489758581,-0.11107595170582556
649,M(e),87.771,27.926,2023,97.66,4913,0,moraine,0,99.9715594855851,96.48019792113503,99.9715594855851,0.6982723128900148
650,M(e),87.805,27.881,2023,34.32,4690,0,moraine,0,35.63932969786466,36.75056950002822,35.639329697862586,-0.22224796043312695
651,M(e),87.866,27.869,2023,68.12,4910,0,moraine,0,67.39677226303363,67.31208613962136,67.39677226303758,0.016937224683243813
652,O,87.831,27.849,2023,33.5,4437,0,other,0,31.75951391326018,31.7595146002087,31.759513913261053,-1.3738952944208905e-07
653,M(e),87.974,27.793,2023,22.32,5183,0,moraine,0,20.89247840533748,21.130809117971825,20.89247840534093,-0.047666142526178845
654,M(o),87.934,27.79,2023,14.1,4938,0,moraine,0,11.836747418474834,11.67786147885268,11.836747418368324,0.03177718790312874
655,E(c),87.777,27.757,2023,25.46,4708,0,other,0,20.263748004462695,20.343213187233545,20.263748004461892,-0.015893036554330563
656,E(c),87.782,27.745,2023,19.69,4775,0,other,0,20.263748004462695,20.343213187233545,20.263748004461892,-0.015893036554330563
657,E(o),87.778,27.738,2023,22.06,4705,0,other,0,20.263748004462695,20.343213187233545,20.263748004461892,-0.015893036554330563
658,M(e),88.241,28.004,2023,41.8,5269,0,moraine,0,59.7779187010101,61.125736391392024,59.777918701007195,-0.26956353807696587
659,O,88.427,28.054,2023,101.66,4888,0,other,0,86.61779007606542,40.177336893300414,86.61779007606069,9.288090636552054
660,E(o),88.461,28.033,2023,13.87,5156,0,other,0,11.255420382615528,11.17615971664873,11.25542038261851,0.015852133193956064
661,M(e),88.355,28.022,2023,56.29,5195,0,moraine,0,44.78781996237565,21.957177773009406,44.7878199623742,4.566128437872959
662,M(e),88.288,28.017,2023,50.43,5268,0,moraine,0,49.309104012613425,49.546922372731736,49.30910401261435,-0.047563672023477464
663,M(e),88.259,28.009,2023,59.7,5256,0,moraine,0,59.7779187010101,61.125736391392024,59.777918701007195,-0.26956353807696587
664,M(e),88.32,28.005,2023,38.58,5104,0,moraine,0,37.50130175728986,37.34272080604081,37.50130175728938,0.03171619024971477
665,M(e),88.221,27.988,2023,11.94,5372,0,moraine,0,41.78371212949705,39.16709654838769,41.783712129496735,0.5233231162218089
666,M(e),88.075,27.946,2023,148.59,5488,0,moraine,0,173.25384150268908,142.07568917609052,173.2538415026858,6.235630465319053
667,M(o),88.041,27.943,2023,10.32,5821,0,moraine,0,87.42917071406283,86.63574966081293,87.42917071405353,0.15868421064811855
668,M(e),88.066,27.933,2023,83.35,5563,0,moraine,0,173.25384150268908,142.07568917609052,173.2538415026858,6.235630465319053
669,M(e),88.019,27.928,2023,13.25,5692,0,moraine,0,104.0152648975858,104.57064465611202,104.01526489758231,-0.11107595170594209
670,M(e),88.078,27.835,2023,16.48,5604,0,moraine,0,78.61786517560324,90.60875881411808,78.61786517554587,-2.3981787277144404
671,M(o),88.05,27.545,2023,25.72,5020,0,moraine,0,26.03573060150881,28.497693926855504,26.035730601503868,-0.49239266507032725
672,M(e),88.402,27.994,2023,18.97,5171,0,moraine,0,20.695130718855037,20.061227540250407,20.695130718858778,0.12678063572167417
673,O,82.173,30.478,2023,31.29,5250,0,other,0,28.71216243708182,28.402597637673566,28.712162437082977,0.0619129598818823
674,O,82.06,30.468,2023,378.8,5180,0,other,0,373.3702880301444,370.3516845558153,373.3702880301486,0.6037206948666494
675,O,82.108,30.461,2023,16.73,5177,0,other,0,22.447401050265302,23.29885360295212,22.44740105026758,-0.17029051053690836
676,O,82.181,30.431,2023,32.23,5000,0,other,0,33.68744941621582,32.448352376537585,33.68744941622584,0.24781940793765073
677,O,82.171,30.413,2023,37.71,5002,0,other,0,76.29273777337781,75.90547270206245,76.29273777337657,0.07745301426282367
678,E(o),82.192,30.398,2023,86.53,5203,0,other,0,83.10904770308579,82.56686730227034,83.10904770308727,0.10843608016338635
679,E(o),82.156,30.366,2023,12.73,5450,0,other,0,10.614772464239923,11.079657653463034,10.61477246423476,-0.09297703784565492
680,M(e),82.055,30.362,2023,56.83,5283,0,moraine,0,45.94745991864916,44.94019945577749,45.94745991864221,0.20145209257294425
681,O,82.238,30.352,2023,29.81,5106,0,other,0,23.5571371272684,23.169681943839752,23.557137127267048,0.07749103668545913
682,M(e),82.141,30.34,2023,16.12,5580,0,moraine,0,43.09983280031515,42.402112531215735,43.09983286051285,0.13954406585942253
683,M(e),82.169,30.282,2023,16.58,5339,0,moraine,0,54.65837683704534,61.2744311612334,54.65837684103495,-1.3232108640396902
684,M(e),82.209,30.255,2023,128.7,5057,0,moraine,0,201.47750202373044,138.71724457892077,201.47750202334407,12.552051488884661
685,M(e),82.232,30.221,2023,44.31,5582,0,moraine,0,53.458719025285184,44.458203988111286,53.45871902493534,1.800103007364811
686,O,82.362,30.432,2023,152.61,4882,0,other,0,153.84901546469263,152.37785889501535,153.84901547435317,0.2942313158675631
687,O,82.302,30.419,2023,901.4,4931,0,other,0,907.2631035223312,907.0310087469552,907.26310352234,0.04641895507695608
688,O,82.355,30.407,2023,23.16,4870,0,other,0,97.32851482406856,96.16705464742594,97.32851482407746,0.2322920353303033
689,O,82.256,30.406,2023,14.1,4936,0,other,0,8.751620837979424,9.448651292159834,8.75162083798555,-0.13940609083485675
690,O,82.273,30.371,2023,10.68,4966,0,other,0,9.219649684244017,7.747552259246918,9.219649684237524,0.2944194849981212
691,O,82.271,30.342,2023,69.03,4993,0,other,0,68.81915842887229,67.42416506343238,68.81915842888912,0.27899867309134835
692,O,82.27,30.329,2023,58.67,4990,0,other,0,68.81915842887229,67.42416506343238,68.81915842888912,0.27899867309134835
693,O,82.272,30.318,2023,15.62,4996,0,other,0,65.41792868614591,62.619415507463586,65.41792868613771,0.5597026357348256
694,O,82.259,30.311,2023,25.33,4997,0,other,0,65.41792868614591,58.519551581494554,65.41792868613771,1.379675420928632
695,O,82.486,30.217,2023,25.14,4791,0,other,0,5.664623340326,13.96754683465539,5.66462334032221,-1.6605846988666362
696,E(o),82.404,30.106,2023,48.23,4912,0,other,0,44.82433082278413,45.290441674235524,44.824330822794686,-0.09322217028816766
697,M(e),82.27,30.103,2023,203.15,4875,0,moraine,0,225.2934587388773,209.21155337083624,225.29345873888778,3.2163810736103073
698,M(e),82.343,30.079,2023,91.73,4849,0,moraine,0,88.74086166031208,76.69587110889104,88.74086166029421,2.408998110280635
699,O,82.526,30.832,2023,14.79,5307,0,other,0,11.643362287400974,12.799998892774157,11.643362287403795,-0.2313273210740725
700,M(o),82.75,30.807,2023,14.74,5547,0,moraine,0,14.268631100155906,13.882997068577842,14.268631100156377,0.07712680631570698
701,O,82.652,30.608,2023,20.59,5088,0,other,0,10.356479696972514,17.080456084018056,10.356479696968774,-1.3447952774098564
702,O,82.589,30.257,2023,19.38,4778,0,other,0,19.934566953440175,19.236454532003464,19.93456695343887,0.13962248428708152
703,O,82.859,30.881,2023,146.23,5446,0,other,0,137.02877483998637,137.64535139083168,137.02877483999683,-0.12331531016696999
704,M(o),82.754,30.811,2023,10.06,5551,0,moraine,0,14.268631100155906,13.882997068577842,14.268631100156377,0.07712680631570698
705,O,82.88,30.654,2023,12.36,5322,0,other,0,5.793776041171726,11.510337851486247,5.793776041170172,-1.1433123620632148
706,M(o),82.906,30.572,2023,14.28,5553,0,moraine,0,27.14057317912136,48.40521844852144,27.14057317912468,-4.252929053879352
707,M(o),82.921,30.563,2023,26.68,5607,0,moraine,0,27.14057317912136,48.40521844852144,27.14057317912468,-4.252929053879352
708,M(o),82.958,30.551,2023,29.39,5558,0,moraine,0,24.591817433837477,24.901133510335274,24.591817433831814,-0.061863215300692075
709,O,82.756,30.116,2023,12.66,4842,0,other,0,6.136484760356175,10.952448116499713,6.136484760352468,-0.963192671229449
710,M(o),82.479,29.984,2023,11.89,5223,0,moraine,0,22.71542283720361,21.626326622930545,22.715422837195465,0.217819242852984
711,M(e),82.496,29.969,2023,23.18,4995,0,moraine,0,61.058859343610926,61.05886905316701,61.05885934359706,-1.941913990322064e-06
712,E(o),82.535,29.985,2023,392.72,4829,0,other,0,383.4534138267584,384.62008788002765,383.4534130770456,-0.23333496059641448
713,E(o),82.567,29.98,2023,19.61,4845,0,other,0,176.2498353902152,177.41651662486152,176.24983464047878,-0.2333363968765468
714,M(o),82.589,29.98,2023,48.6,4853,0,moraine,0,45.659137392954776,46.35921414558167,45.65913739295276,-0.1400153505257819
715,M(e),82.508,29.962,2023,25.57,5084,0,moraine,0,76.30385492277821,76.22608228143996,76.30385492276291,0.015554528264590316
716,M(e),82.603,29.94,2023,28.46,4891,0,moraine,0,40.23686321173822,37.51299469959508,40.236863211738275,0.5447737024286383
717,M(e),82.618,29.924,2023,41.72,4960,0,moraine,0,40.23686321173822,37.51299469959508,40.236863211738275,0.5447737024286383
718,M(e),82.782,29.84,2023,291.26,5058,0,moraine,0,331.7510376969659,309.9388782869722,331.75103770532945,4.362431883671445
