Unnamed: 0,Lake_type,Longitude,Latitude,Year_final,Lake_area_ha,Elevation_m,GLOF,Lake_type_simplified,is_supraglacial,Lake_area_calculated_ha,area_t1,area_t2,expansion_ha_peryr
1904,E(o),95.871,30.288,2023,11.6,4724,0,other,0,51.184056560152015,40.95098948008152,51.18405656014496,2.0466134160126885
1905,E(o),95.857,30.18,2023,21.83,4442,0,other,0,25.62056917026336,48.67410864323665,25.62056917027418,-4.610707894592494
1906,M(o),95.917,30.008,2023,12.77,4670,0,moraine,0,24.49424962057908,53.65469774674501,24.494249620533573,-5.832089625242287
1907,M(e),95.642,29.805,2023,24.48,4131,0,moraine,0,196.2017742535224,206.25380606614763,196.2017742272416,-2.0104063677812065
1908,E(o),95.512,29.796,2023,29.47,4133,0,other,0,46.904227161323504,51.34513313535528,46.90422716132864,-0.8881811948053283
1909,M(e),95.866,29.992,2023,46.26,4312,0,moraine,0,45.964632722346856,62.22422484204419,45.96463272234681,-3.2519184239394745
1910,E(o),95.905,29.982,2023,19.77,4189,0,other,0,20.223341659289595,18.74657823642099,20.223341659297308,0.2953526845752634
1911,E(o),95.909,29.905,2023,13.26,4168,0,other,0,52.400550072389635,60.65362787053384,52.40055007244185,-1.6506155596183973
1912,M(o),95.982,29.87,2023,11.87,4707,0,moraine,0,125.03334793780506,123.78781344155458,125.03334796426147,0.24910690454137807
1913,M(o),96.141,29.598,2023,65.09,4025,0,moraine,0,44.74018909901937,139.9777724097286,44.740189099013705,-19.04751666214298
1914,M(o),96.161,29.579,2023,13.0,3874,0,moraine,0,92.01654782402814,148.1770204069066,92.01654782402638,-11.232094516576044
1915,E(o),96.257,29.907,2023,19.83,4578,0,other,0,78.84115261264535,91.44989733069234,78.84115261263145,-2.5217489436121783
1916,E(o),96.399,29.904,2023,10.21,4892,0,other,0,28.496664187487976,33.86540846135019,28.49666418748764,-1.0737488547725107
1917,E(o),96.38,29.893,2023,22.74,4681,0,other,0,32.46778877241369,33.86540846135019,32.46778877240945,-0.27952393778814866
1918,M(o),96.391,29.883,2023,27.39,4691,0,moraine,0,32.46778877241369,33.86540846135019,32.46778877240945,-0.27952393778814866
1919,M(e),96.325,29.874,2023,19.41,4117,0,moraine,0,79.13033482901345,101.17088477726207,79.1303348291236,-4.408109989627695
1920,M(o),96.37,29.867,2023,15.47,4775,0,moraine,0,31.7670686334867,27.795923823624943,31.76706863348139,0.7942289619712894
1921,M(o),96.351,29.823,2023,101.06,4870,0,moraine,0,67.23270793959499,55.46914107569612,67.2327079396119,2.3527133727831555
1922,E(o),96.375,29.762,2023,12.04,4810,0,other,0,9.822225560086736,10.911996028871497,9.822225560085007,-0.21795409375729805
1923,E(c),96.308,29.706,2023,23.92,4845,0,other,0,107.778453294053,121.34789872684159,107.77845329479489,-2.713889086409341
1924,E(o),96.47,29.626,2023,12.62,4364,0,other,0,44.41697748950812,42.07519891649479,44.41697748933085,0.46835571456721115
1925,E(c),96.375,29.571,2023,27.01,4279,0,other,0,142.9264717944288,139.33535447349976,142.92647180277967,0.7182234658559821
1926,M(e),96.553,29.664,2023,21.41,4696,0,moraine,0,32.311596219174405,20.75610668943318,32.31159621918079,2.3110979059495222
1927,E(o),94.526,29.177,2023,14.84,4258,0,other,0,10.818685239333078,12.702378219591571,10.818685239385267,-0.3767385960412607
1928,E(c),94.969,29.504,2023,15.54,4451,0,other,0,57.58695484151478,44.53806684869165,57.586954841491895,2.6097775985600493
1929,E(c),94.816,29.33,2023,27.4,4151,0,other,0,31.31101661715916,44.85310704754508,31.31101661701682,-2.7084180861056524
1930,E(o),94.922,29.316,2023,31.3,3657,0,other,0,17.147371347292108,33.9087838983259,17.147371347301824,-3.352282510204815
1931,O,94.77,29.256,2023,12.67,3294,0,other,0,13.162177066789576,9.24461663736693,13.162177066797193,0.7835120858860527
1932,E(c),94.783,29.226,2023,13.12,3683,0,other,0,17.164114896457228,10.579192086971558,17.1641148964597,1.3169845618976286
1933,E(c),94.78,29.222,2023,19.59,3754,0,other,0,16.537122053571494,10.579192086971558,16.537122053576443,1.191585993320977
1934,E(o),94.398,28.978,2023,24.66,3111,0,other,0,17.439521735575717,12.804747500040712,17.439521735574775,0.9269548471068128
1935,E(o),95.038,29.483,2023,40.06,3897,0,other,0,83.07918111065706,50.56623800707303,83.07918111074457,6.502588620734308
1936,E(o),95.074,29.478,2023,40.76,3474,0,other,0,45.89417484614799,56.527133265551875,45.894174846155195,-2.1265916838793357
1937,E(o),95.227,29.254,2023,20.72,1441,0,other,0,18.880522228097117,17.00030479897827,18.88052242916126,0.3760435260365981
1938,E(o),95.242,29.069,2023,18.51,3823,0,other,0,22.37048153583352,17.03289173459437,22.37048153583702,1.06751796024853
1939,E(c),95.237,29.058,2023,10.02,3743,0,other,0,21.193092264639233,16.24796691469956,21.19309226464195,0.9890250699884782
1940,E(c),95.453,29.188,2023,15.04,3866,0,other,0,1.6463622543639769,0.6271490590543146,1.6463622543655256,0.20384263906224218
1941,E(c),95.451,29.183,2023,10.73,3922,0,other,0,1.6463622543639769,0.6272945056106279,1.6463622543655256,0.20381354975097957
1942,E(o),95.486,29.18,2023,93.81,3533,0,other,0,7.91732625948188,1.6466804116304163,7.917326259483079,1.2541291695705326
1943,E(o),95.491,29.163,2023,34.65,3544,0,other,0,0.8625971787666418,1.6466804116304163,0.8625971787646273,-0.1568166465731578
1944,E(o),95.464,29.161,2023,19.76,3826,0,other,0,1.6463622543639769,1.6466804116304163,1.6463622543655256,-6.363145297814122e-05
1945,E(o),95.493,29.144,2023,17.69,3673,0,other,0,1.0981443707691905,1.6466804116304163,1.0981443707678136,-0.10970720817252055
1946,E(o),95.405,29.14,2023,20.64,3765,0,other,0,6.510029697046748,1.1767443992279933,6.5100296970489255,1.0666570595641864
1947,E(o),95.263,29.062,2023,48.24,3668,0,other,0,22.37048153583352,17.03289173459437,22.37048153583702,1.06751796024853
1948,E(c),95.546,29.763,2023,47.44,3474,0,other,0,55.33818293737728,48.32349509452755,55.33818293737117,1.4029375685687242
1949,E(o),95.528,29.723,2023,13.44,3065,0,other,0,8.344328601118113,8.266340947156325,8.34432860111896,0.01559753079252708
1950,E(c),95.613,29.633,2023,39.4,4320,0,other,0,32.78142114539462,26.148067225374724,32.78142114539462,1.3266707840039786
1951,E(o),95.74,29.599,2023,14.79,4010,0,other,0,24.98336934996372,22.328907086795848,24.98336934996372,0.5308924526335744
1952,E(c),95.691,29.596,2023,11.35,4314,0,other,0,75.96638342024673,175.42925981564892,75.96638342024673,-19.89257527908044
1953,E(o),95.679,29.557,2023,10.64,4199,0,other,0,148.48581369692235,307.69950376812716,148.48581369692235,-31.84273801424096
1954,E(c),95.693,29.513,2023,37.79,3922,0,other,0,31.72770944108335,34.853593505363285,31.72770944108335,-0.6251768128559874
1955,E(o),95.63,29.377,2023,33.66,3750,0,other,0,23.318909183364177,21.910403579113368,23.318909183364177,0.28170112085016186
1956,E(o),95.558,29.374,2023,12.79,4049,0,other,0,7.669980743997287,13.930229718066007,7.669980743997287,-1.2520497948137441
1957,E(o),95.718,29.374,2023,12.83,4046,0,other,0,21.5176451449116,20.819676718438682,21.5176451449116,0.13959368529458374
1958,E(o),95.712,29.372,2023,13.6,4042,0,other,0,22.30363004932441,22.22546585005029,22.30363004932441,0.015632839854824
1959,E(c),95.696,29.367,2023,12.43,4282,0,other,0,33.88600629054756,53.05998550631844,33.88600629054756,-3.8347958431541755
1960,E(o),95.598,29.363,2023,15.57,4150,0,other,0,19.41091644457984,29.584833136981302,19.41091644457984,-2.0347833384802927
1961,E(o),95.583,29.359,2023,33.71,4193,0,other,0,19.41091644457984,29.584833136981302,19.41091644457984,-2.0347833384802927
1962,E(o),95.656,29.359,2023,13.11,3951,0,other,0,19.48663630515315,38.81708865088733,19.48663630515315,-3.8660904691468354
1963,E(c),95.664,29.356,2023,16.4,4091,0,other,0,32.39914103010171,49.38191407163995,32.39914103010171,-3.3965546083076474
1964,E(c),95.732,29.347,2023,11.27,4140,0,other,0,18.55008756368677,26.226306748939177,18.550087563686766,-1.5352438370504822
1965,E(c),95.695,29.347,2023,11.54,4101,0,other,0,32.790382558338486,48.75577056003344,32.790382558338486,-3.1930776003389907
1966,E(c),95.741,29.336,2023,11.33,4111,0,other,0,39.30237546036793,34.99644045749422,39.30237546036793,0.861187000574742
1967,E(o),95.59,29.324,2023,25.1,4016,0,other,0,12.526778002285774,12.917978655389074,12.526778002285774,-0.07824013062066015
1968,E(v),95.64,29.304,2023,70.17,3322,0,other,0,53.71870206179662,32.73272642619809,53.71870206179662,4.197195127119706
1969,E(o),95.725,29.304,2023,12.17,3952,0,other,0,23.885358091795386,28.114200337913783,23.885358091795382,-0.8457684492236801
1970,E(o),95.74,29.283,2023,20.05,4168,0,other,0,23.885358091795386,28.114200337913783,23.885358091795382,-0.8457684492236801
1971,E(c),95.739,29.273,2023,11.19,4023,0,other,0,17.855396459923774,18.795127074389672,17.855396459923774,-0.18794612289317952
1972,E(o),95.659,29.237,2023,12.7,4016,0,other,0,7.209287036381912,10.42213186676892,7.209287036381912,-0.6425689660774015
1973,E(o),95.596,29.234,2023,14.68,3750,0,other,0,7.1309095388566215,3.5262839396305004,7.1309095388566215,0.7209251198452242
1974,E(c),95.654,29.233,2023,17.08,3915,0,other,0,7.209287036381912,10.42213186676892,7.209287036381912,-0.6425689660774015
1975,E(c),95.545,29.202,2023,21.83,3838,0,other,0,0.5485691931487201,1.6458335836800806,0.5485691931487201,-0.21945287810627212
1976,E(o),95.505,29.2,2023,24.28,4104,0,other,0,7.917326259483079,1.881227579971089,7.917326259483079,1.207219735902398
1977,E(c),95.592,29.195,2023,43.26,3708,0,other,0,16.38381000188755,26.10418094845123,16.38381000188755,-1.944074189312736
1978,E(c),95.795,29.539,2023,22.16,3895,0,other,0,16.562916235093137,18.673151330596585,16.562916235093137,-0.42204701910068965
1979,E(c),95.804,29.535,2023,20.81,4065,0,other,0,16.562916235093137,18.673151330596585,16.562916235093137,-0.42204701910068965
1980,M(o),95.987,29.387,2023,42.62,4251,0,moraine,0,48.58997030951153,42.8778791035419,48.58997030951153,1.1424182411939257
1981,M(o),95.951,29.375,2023,17.15,4296,0,moraine,0,35.52753848325273,37.56235346636956,35.52753848325273,-0.40696299662336627
1982,E(o),95.873,29.371,2023,103.75,4344,0,other,0,87.02055416902081,85.53396790850331,87.02055416902081,0.29731725210349963
1983,M(o),95.927,29.354,2023,37.97,4357,0,moraine,0,33.884251027293665,36.858081376336536,33.884251027293665,-0.5947660698085742
1984,M(o),95.902,29.352,2023,20.65,4212,0,moraine,0,34.67555614864626,32.56008396301089,34.67555614864626,0.4230944371270738
1985,M(o),95.915,29.352,2023,46.14,4357,0,moraine,0,34.67555614864626,32.56008396301089,34.67555614864626,0.4230944371270738
1986,E(o),95.871,29.335,2023,27.26,4025,0,other,0,56.05265746426106,49.946648871073094,56.05265746426106,1.2212017186375932
1987,E(o),95.847,29.327,2023,27.9,4290,0,other,0,42.67102890887739,24.97624743133973,42.671028908877396,3.5389562955075333
1988,E(o),95.857,29.323,2023,15.01,4169,0,other,0,43.76174784835204,48.7723677760682,43.76174784835204,-1.0021239855432327
1989,E(c),95.16,28.72,2023,21.86,3640,0,other,0,1.4962847527419416,4.25226253279743,1.4962847527419416,-0.5511955560110977
1990,E(o),95.252,28.964,2023,19.91,3717,0,other,0,1.1000194988798997,7.936229232536799,1.1000194988798997,-1.3672419467313799
1991,E(o),95.298,28.943,2023,11.19,3780,0,other,0,0.2357076630567906,10.843600664615453,0.23570766305679067,-2.1215786003117323
1992,E(o),95.323,28.922,2023,16.42,3841,0,other,0,0.7075392334472331,2.8296364814400414,0.7075392334472331,-0.42441944959856165
1993,E(o),95.313,28.899,2023,20.34,3788,0,other,0,0.7075392334472331,2.8296364814400414,0.7075392334472331,-0.42441944959856165
1994,E(o),95.316,28.876,2023,14.98,3847,0,other,0,1.4157651275063263,2.516513609400355,1.4157651275063265,-0.22014969637880566
1995,E(o),95.447,29.176,2023,14.14,3906,0,other,0,1.6463622543655256,0.6272945056106279,1.6463622543655256,0.20381354975097957
1996,E(o),95.45,29.167,2023,21.38,3945,0,other,0,1.6463622543655256,0.6272945056106279,1.6463622543655256,0.20381354975097957
1997,O,95.437,29.141,2023,21.42,3322,0,other,0,0.3137644262998781,1.2551938828696994,0.31376442629987816,-0.18828589131396423
1998,E(o),95.439,29.129,2023,53.88,3284,0,other,0,0.3137644262998781,1.2551938828696994,0.31376442629987816,-0.18828589131396423
1999,E(o),95.397,29.12,2023,11.15,3914,0,other,0,6.5100296970489255,1.2551938828696994,6.5100296970489255,1.0509671628358452
2000,E(c),95.48,29.117,2023,12.98,3706,0,other,0,0.235322832742641,0.3138114990522151,0.23532283274548582,-0.01569773326134586
2001,E(o),95.438,29.085,2023,20.76,3706,0,other,0,1.2556271726872,0.8633146463798353,1.2556271726825583,0.07846250526054459
2002,E(c),95.427,29.074,2023,11.42,3670,0,other,0,1.2556271726872,0.9418107225610017,1.2556271726825583,0.06276329002431132
2003,E(o),95.405,29.072,2023,19.08,3864,0,other,0,0.3924175435251117,0.9418107225610017,0.3924175435239294,-0.10987863580741446
2004,E(o),95.742,29.208,2023,10.44,3913,0,other,0,4.232142632134955,2.978489109942889,4.23214263213751,0.25073070443892415
2005,O,95.617,29.176,2023,41.23,3063,0,other,0,2.5085505501634167,3.4492538855234707,2.5085505501590664,-0.18814066707288085
2006,E(o),95.736,29.172,2023,10.14,3652,0,other,0,0.6272029471505167,1.1758827942280823,0.6272029471485095,-0.10973596941591454
2007,E(o),95.674,29.166,2023,18.91,3771,0,other,0,0.0784130764445978,1.8819314288194415,0.07841307644425394,-0.36070367047503754
2008,E(o),95.566,29.092,2023,29.05,3247,0,other,0,0.1569423162303795,2.5110738522037157,0.15694231623079077,-0.47082630719458496
2009,E(o),95.501,29.084,2023,26.85,3480,0,other,0,0.4709443636395302,2.9033863960532007,0.47094436363941033,-0.48648840648275804
2010,E(c),95.887,29.294,2023,28.29,3517,0,other,0,18.873989142570423,20.127027811452102,18.873989142568966,-0.25060773377662715
2011,O,95.925,29.27,2023,16.04,2605,0,other,0,12.925046240748689,11.750037192625808,12.92504624073958,0.23500180962275435
2012,E(o),95.957,29.251,2023,10.41,3738,0,other,0,21.705089619605204,53.441009144875885,21.705089619666825,-6.3471839050418115
2013,E(o),95.993,29.25,2023,29.1,4204,0,other,0,30.2483351358974,52.10391412731615,30.24833513589665,-4.371115798283901
2014,E(o),95.98,29.239,2023,16.96,4155,0,other,0,30.2483351358974,52.10391412731615,30.24833513589665,-4.371115798283901
2015,E(o),95.981,29.232,2023,30.93,4167,0,other,0,30.2483351358974,52.10391412731615,30.24833513589665,-4.371115798283901
2016,E(o),95.962,29.229,2023,14.29,4328,0,other,0,30.2483351358974,53.441009144875885,30.24833513589665,-4.638534801795847
2017,E(o),95.749,29.219,2023,17.46,3951,0,other,0,4.232142632134955,2.978489109942889,4.23214263213751,0.25073070443892415
2018,E(o),95.797,29.202,2023,15.02,4054,0,other,0,4.154432265404138,6.427597538745626,4.154432265405158,-0.4546330546680936
2019,E(o),95.826,29.173,2023,14.92,3790,0,other,0,2.822635990128155,6.2728250555981155,2.822635990128834,-0.6900378130938563
2020,E(o),95.772,29.153,2023,10.39,3864,0,other,0,1.4900509097367791,5.254353099512349,1.4900509097387429,-0.7528604379547211
2021,E(o),95.946,29.074,2023,12.93,4165,0,other,0,5.336890501260146,5.886273006125209,5.336890501259969,-0.10987650097304798
2022,E(c),95.91,29.019,2023,17.62,3671,0,other,0,38.79463192642876,23.166868325215987,38.79463192642827,3.1255527202424576
2023,E(o),95.885,29.011,2023,55.15,3778,0,other,0,38.79463192642876,23.166868325215987,38.79463192642827,3.1255527202424576
2024,E(c),95.263,28.977,2023,10.42,3769,0,other,0,1.4923392326550022,3.3787455498244032,1.4923392326599243,-0.3772812634328958
2025,E(o),95.34,28.917,2023,10.79,3901,0,other,0,1.4933372339718265,1.3364413188212172,1.4933372339706188,0.03137918302988032
2026,E(o),95.334,28.911,2023,12.17,3789,0,other,0,0.7075392334512531,2.8296364814400414,0.7075392334472331,-0.42441944959856165
2027,E(c),95.377,28.875,2023,11.85,3504,0,other,0,0.6291698509833941,5.268080870003265,0.6291698509833941,-0.9277822038039742
2028,E(o),95.334,28.875,2023,20.54,3756,0,other,0,0.7075392334512531,2.516513609400355,0.7075392334472331,-0.3617948751906243
2029,E(o),95.35,28.873,2023,22.84,3647,0,other,0,0.6291280259723818,5.268080870003265,0.6291280259743243,-0.9277905688057881
2030,E(o),95.34,28.863,2023,10.28,3789,0,other,0,2.123692978392971,2.516513609400355,2.1236929783930587,-0.07856412620145922
2031,E(o),95.32,28.848,2023,21.89,3913,0,other,0,2.123692978392971,2.516513609400355,2.1236929783930587,-0.07856412620145922
2032,E(c),95.35,28.831,2023,17.9,4046,0,other,0,4.956018678255143,1.8098090205182011,4.956018678256762,0.6292419315477122
2033,E(o),95.398,28.746,2023,11.06,3787,0,other,0,0.1574649709892442,1.7321011027257054,0.15746497098724424,-0.3149272263476922
2034,E(o),95.905,29.005,2023,54.45,3598,0,other,0,38.79463192642876,23.166868325215987,38.79463192642827,3.1255527202424576
2035,E(c),95.861,28.979,2023,19.07,3622,0,other,0,5.734594423427542,7.619900280325725,5.734594423329097,-0.3770611713993256
2036,M(o),96.082,29.338,2023,27.72,4290,0,moraine,0,8.299061002722226,5.0107253886077405,8.299061002669985,0.6576671228124489
2037,E(c),96.008,29.335,2023,28.3,3985,0,other,0,25.36492723621701,10.411903762574154,25.364927236123382,2.9906046947098455
2038,E(o),96.114,29.325,2023,11.06,3962,0,other,0,13.934026782692603,17.540678264978453,13.934026782686821,-0.7213302964583264
2039,E(o),96.117,29.321,2023,10.94,3975,0,other,0,18.40142412621455,24.510095554519765,18.40142412622325,-1.2217342856593028
2040,E(o),96.125,29.315,2023,11.69,3996,0,other,0,26.23333131868381,22.865947746312564,26.233331318742973,0.6734767144860818
2041,E(o),96.136,29.309,2023,26.81,4204,0,other,0,26.23333131868381,22.865947746312564,26.233331318742973,0.6734767144860818
2042,E(o),96.142,29.304,2023,27.95,4221,0,other,0,26.23333131868381,22.865947746312564,26.233331318742973,0.6734767144860818
2043,E(o),96.082,29.302,2023,119.59,4274,0,other,0,150.1207427173257,165.15628940926706,150.12074271731348,-3.007109338390717
2044,E(o),96.001,29.292,2023,14.8,4079,0,other,0,13.784086133863646,16.525358951050656,13.784086133865966,-0.548254563436938
2045,E(o),96.134,29.288,2023,10.04,4045,0,other,0,26.23333131868381,22.865947746312564,26.233331318742973,0.6734767144860818
2046,E(o),96.091,29.283,2023,12.82,4204,0,other,0,150.1207427173257,165.15628940926706,150.12074271731348,-3.007109338390717
2047,E(o),96.157,29.269,2023,102.66,3991,0,other,0,94.15812744819766,93.2180568478291,94.15812744820153,0.18801412007448448
2048,E(o),96.138,29.257,2023,23.81,3766,0,other,0,87.3433040588402,86.40323255381954,87.34330405883968,0.18801430100402855
2049,E(c),96.209,29.256,2023,43.26,4623,0,other,0,36.19531954574054,33.447431362990315,36.195319545737256,0.5495776365493882
2050,E(o),96.028,29.249,2023,11.97,4133,0,other,0,15.122776175660864,15.356649506834955,15.122776175660864,-0.04677466623481834
2051,E(o),96.074,29.241,2023,12.88,4199,0,other,0,23.980502292919073,31.421969662886685,23.980502292919073,-1.4882934739935223
2052,E(o),96.192,29.229,2023,106.39,3473,0,other,0,102.58011350405307,103.99065857508637,102.58011350405307,-0.28210901420665946
2053,E(c),96.072,29.226,2023,30.15,3992,0,other,0,24.924482110132445,31.421969662886685,24.924482110132445,-1.299497510550848
2054,E(o),96.16,29.226,2023,57.36,3313,0,other,0,53.29009493476689,53.91702586938518,53.29009493476689,-0.1253861869236573
2055,E(o),96.069,29.211,2023,31.43,3816,0,other,0,24.924482110132445,25.15962349820145,24.924482110132445,-0.04702827761380135
2056,E(c),96.192,29.197,2023,15.74,4321,0,other,0,63.41756170055008,64.12334969015419,63.41756170055008,-0.1411575979208209
2057,E(o),96.203,29.196,2023,64.06,4246,0,other,0,63.41756170055008,64.12334969015419,63.41756170055008,-0.1411575979208209
2058,E(c),96.112,29.191,2023,26.85,3775,0,other,0,17.95224178632169,16.61953683097284,17.95224178632169,0.2665409910697697
2059,E(o),96.216,29.185,2023,12.55,3965,0,other,0,63.41756170055008,64.12334969015419,63.41756170055008,-0.1411575979208209
2060,E(c),96.087,29.183,2023,23.74,4263,0,other,0,17.16830809396114,15.835602559645265,17.16830809396114,0.26654110686317517
2061,E(o),96.175,29.176,2023,19.66,3523,0,other,0,13.79947154430567,15.053967919526459,13.79947154430567,-0.2508992750441578
2062,E(o),96.069,29.155,2023,26.03,3588,0,other,0,20.7052902384378,20.391586345325415,20.7052902384378,0.06274077862247722
2063,E(c),96.017,29.147,2023,18.77,3758,0,other,0,21.176626631006275,21.333516159907393,21.176626631006275,-0.03137790578022361
2064,E(c),96.066,29.145,2023,30.82,3949,0,other,0,20.7052902384378,20.391586345325415,20.7052902384378,0.06274077862247722
2065,E(c),96.036,29.141,2023,29.5,4139,0,other,0,21.176626631006275,21.333516159907393,21.176626631006275,-0.03137790578022361
2066,E(o),96.23,29.107,2023,11.56,4333,0,other,0,88.04372487758219,100.8352056798178,88.04372487758219,-2.558296160447122
2067,E(o),96.173,29.1,2023,21.89,3949,0,other,0,19.300530980137548,16.475999469862924,19.300530980137548,0.564906302054925
2068,E(c),96.223,29.096,2023,15.85,4355,0,other,0,95.4989652375671,111.90041921672851,95.4989652375671,-3.2802907958322804
2069,E(c),95.997,29.096,2023,22.23,3346,0,other,0,8.86640557912877,12.161888127383387,8.86640557912877,-0.6590965096509234
2070,E(c),96.243,29.092,2023,26.44,4117,0,other,0,32.56435484032324,45.59379401027236,32.56435484032324,-2.6058878339898244
2071,E(o),96.211,29.091,2023,100.77,4188,0,other,0,95.4989652375671,111.90041921672851,95.4989652375671,-3.2802907958322804
2072,E(o),96.162,29.091,2023,10.98,3822,0,other,0,84.13040115497115,103.2015993651056,84.13040115497115,-3.8142396420268883
2073,E(o),96.201,29.083,2023,10.69,4049,0,other,0,95.4989652375671,111.90041921672851,95.4989652375671,-3.2802907958322804
2074,E(c),96.145,29.079,2023,86.02,3945,0,other,0,84.13040115497115,106.34093364635541,84.13040115497115,-4.442106498276852
2075,E(o),96.23,29.077,2023,24.43,4217,0,other,0,87.57398221976099,104.21083206846176,87.57398221976099,-3.3273699697401526
2076,E(c),96.147,29.069,2023,12.17,4031,0,other,0,84.13040115497115,106.34093364635541,84.13040115497115,-4.442106498276852
2077,E(o),96.22,29.061,2023,16.61,4451,0,other,0,33.03808215360219,48.10547369363389,33.03808215360219,-3.01347830800634
2078,O,96.144,29.051,2023,79.93,3602,0,other,0,69.0024743577684,69.39499742654982,69.0024743577684,-0.078504613756283
2079,E(c),96.193,29.044,2023,44.26,4164,0,other,0,46.16194469677943,62.88447806890775,46.16194469677943,-3.3445066744256637
2080,E(o),96.22,29.042,2023,39.66,4317,0,other,0,46.16194469677943,62.88447806890775,46.16194469677943,-3.3445066744256637
2081,E(o),96.178,29.036,2023,19.74,3944,0,other,0,46.16194469677943,62.88447806890775,46.16194469677943,-3.3445066744256637
2082,E(c),96.223,29.03,2023,44.32,4199,0,other,0,40.985917148062455,47.57657787453921,40.985917148062455,-1.3181321452953512
2083,E(o),96.193,29.03,2023,24.55,4235,0,other,0,46.16194469677943,62.88447806890775,46.16194469677943,-3.3445066744256637
2084,E(o),96.044,29.026,2023,11.17,3564,0,other,0,12.171584271663598,11.464838472987642,12.171584271663598,0.14134915973519108
2085,E(o),96.178,29.024,2023,24.34,4067,0,other,0,43.33576402813224,52.67840727161565,43.33576402813224,-1.8685286486966817
2086,E(o),96.062,29.018,2023,15.99,3757,0,other,0,13.19353462067136,11.465775502778008,13.19353462067136,0.3455518235786702
2087,E(c),96.084,29.009,2023,14.55,4018,0,other,0,21.522558688996583,20.579961025456726,21.522558688996586,0.18851953270797212
2088,E(o),96.218,29.008,2023,47.18,3664,0,other,0,40.985917148062455,46.71798618399122,40.985917148062455,-1.1464138071857533
2089,E(o),96.182,29.008,2023,10.34,3914,0,other,0,19.159328457750014,18.452617617794655,19.159328457750018,0.14134216799107263
2090,E(o),96.245,29.244,2023,50.88,4360,0,other,0,66.04489776852319,51.394372284475764,66.04489776852319,2.930105096809484
2091,E(c),96.26,29.094,2023,39.01,4001,0,other,0,32.56435484032324,31.54428844868164,32.56435484032324,0.2040132783283198
2092,E(c),96.303,29.06,2023,11.53,4152,0,other,0,8.400589455752804,14.995467586874543,8.400589455752804,-1.3189756262243477
2093,E(c),96.331,29.05,2023,23.0,4385,0,other,0,19.390036360949505,18.448029357429007,19.390036360949505,0.18840140070409958
2094,E(o),96.304,29.04,2023,10.97,3986,0,other,0,13.818894928345882,14.995467586874543,13.818894928345882,-0.23531453170573222
2095,E(c),96.318,29.031,2023,16.99,4139,0,other,0,19.390036360949505,18.448029357429007,19.390036360949505,0.18840140070409958
2096,E(c),96.311,29.023,2023,14.87,4253,0,other,0,13.818894928345882,14.995467586874543,13.818894928345882,-0.23531453170573222
2097,E(c),96.297,29.022,2023,14.98,4165,0,other,0,13.818894928345882,14.995467586874543,13.818894928345882,-0.23531453170573222
2098,E(c),96.184,29.001,2023,11.95,4009,0,other,0,19.159328457750014,18.452617617794655,19.159328457750018,0.14134216799107263
2099,E(o),96.188,28.989,2023,11.3,4316,0,other,0,10.054591067604978,11.468517835870857,10.054591067604978,-0.28278535365317586
2100,E(c),96.069,28.987,2023,37.26,3627,0,other,0,28.749263047260676,28.35653497297676,28.749263047260676,0.07854561485678317
2101,E(o),96.197,28.985,2023,16.06,4033,0,other,0,10.054591067604978,11.468517835870857,10.054591067604978,-0.28278535365317586
2102,E(c),96.038,28.952,2023,20.31,3634,0,other,0,13.043713501750984,13.279463580754248,13.043713501750984,-0.04715001580065277
2103,E(c),96.168,28.948,2023,17.21,3886,0,other,0,12.25836670542748,30.571688144435814,12.258366705427479,-3.662664287801667
2104,E(o),96.02,28.941,2023,11.66,3449,0,other,0,13.043713501750984,13.279463580754248,13.043713501750984,-0.04715001580065277
2105,E(c),96.19,28.923,2023,18.07,4001,0,other,0,20.280232174176177,30.571688144435814,20.280232174176177,-2.0582911940519275
2106,E(o),96.178,28.913,2023,27.91,3802,0,other,0,26.881941780975374,30.571688144435814,26.881941780975378,-0.7379492726920873
2107,E(c),96.151,28.889,2023,22.47,4079,0,other,0,21.857651337179114,24.37368334945336,21.857651337179114,-0.5032064024548489
2108,E(o),96.197,28.887,2023,43.53,3255,0,other,0,27.44047242973235,29.877860425350967,27.44047242973235,-0.48747759912372357
2109,E(o),96.137,28.886,2023,12.38,3720,0,other,0,21.857651337179114,24.37368334945336,21.857651337179114,-0.5032064024548489
2110,E(o),96.171,28.852,2023,17.47,3976,0,other,0,23.828772738435912,35.23693168903395,23.828772738435912,-2.281631790119608
2111,E(o),96.127,28.846,2023,11.19,3697,0,other,0,28.480424360503036,35.23693168903395,28.480424360503036,-1.351301465706183
2112,E(o),96.244,28.828,2023,12.78,3740,0,other,0,18.95656371616314,25.48560775451481,18.95656371616314,-1.3058088076703342
2113,E(o),96.121,28.821,2023,39.49,4060,0,other,0,29.345869319673067,32.17920938319802,29.345869319673067,-0.5666680127049908
2114,E(c),96.145,28.82,2023,14.12,3723,0,other,0,29.345869319673067,29.73925745512778,29.345869319673067,-0.0786776270909428
2115,E(c),96.122,28.814,2023,13.42,4115,0,other,0,29.345869319673067,32.17920938319802,29.345869319673067,-0.5666680127049908
2116,E(c),96.155,28.803,2023,17.21,3866,0,other,0,23.1371683995474,24.947165287264987,23.1371683995474,-0.36199937754351763
