Longitude,Latitude,Year_final,Lake_area_calculated_ha,Elevation_m,Lake_type_simplified,is_supraglacial,glacier_area_ha,slope_glac_to_lake,glacier_contact,glacier_touch_count,nearest_glacier_dist_m,glacier_elev_m,5y_expansion_rate,10y_expansion_rate,GLOF
77.193,35.677,2004,,4779,ice,0,9444.515664037286,0.7185497005395561,0,0,1036.8106749478602,5524.0,,,1
72.706,36.384,2005,,4403,other,0,62.786733425222515,5.3580471265122505,0,0,88.27843220331903,4876.0,,,1
74.427,42.537,2005,,3600,moraine,0,15.213456542195203,0.6000954830438213,0,0,438.26358876424786,3863.0,,,1
79.846,42.207,2005,,3269,ice,0,396.1181564714431,2.95985412132996,0,0,446.30577922077833,4590.0,,,1
77.509,43.128,2005,,3542,other,0,451.6630229969171,1.6872950688768416,0,0,165.946078528152,3822.0,,,1
73.196,36.027,2005,,4762,moraine,0,5.679545589936141,0.131457423259935,0,0,144.533488705546,4781.0,,,1
77.193,35.677,2005,,4779,ice,0,9444.515664037286,0.7185497005395561,0,0,1036.8106749478602,5524.0,,,1
96.465,29.752,2006,11.304360025361008,5052,moraine,0,308.64900313465694,33.63396774720967,0,0,3.2705032253926034,5162.0,0.4367659847804642,0.1403409711985762,1
81.474,30.267,2006,,5363,ice,1,1182.5315243578225,0.0,1,4,0.0,5446.0,,,1
76.995,41.859,2006,,3861,moraine,0,23.150194426182768,0.0,1,1,0.0,3927.0,,,1
79.846,42.207,2006,,3269,ice,0,396.1181564714431,2.95985412132996,0,0,446.30577922077833,4590.0,,,1
77.193,35.677,2006,,4779,ice,0,9444.515664037286,0.7185497005395561,0,0,1036.8106749478602,5524.0,,,1
74.806,36.428,2007,,3090,other,0,7518.40795003588,0.0,1,3,0.0,4647.0,,,1
81.474,30.267,2007,,5363,ice,1,1182.5315243578225,0.0,1,4,0.0,5446.0,,,1
79.846,42.207,2007,5.188979638237347,3269,ice,0,37334.18715891103,2.0311275598658467,0,0,545.0174680673999,4369.0,,-47.35035584421432,1
90.225,28.278,2007,97.42889195877902,5301,moraine,0,9308.514278229808,0.0,1,1,0.0,5773.0,1.217875813154322,0.3637587522511609,1
74.879,36.457,2008,,2551,moraine,0,6222.494125174963,9.55876904150404,0,0,225.02897503437825,4702.0,,,1
74.806,36.428,2008,,3090,other,0,7518.40795003588,0.0,1,3,0.0,4647.0,,,1
74.806,36.428,2008,,3090,other,0,7518.40795003588,0.0,1,3,0.0,4647.0,,,1
74.806,36.428,2008,,3090,other,0,7518.40795003588,0.0,1,3,0.0,4647.0,,,1
77.193,35.677,2008,,4779,ice,0,9444.515664037286,0.7185497005395561,0,0,1036.8106749478602,5524.0,,,1
81.474,30.267,2008,,5363,ice,1,1182.5315243578225,0.0,1,4,0.0,5446.0,,,1
74.806,36.428,2008,,3090,other,0,7518.40795003588,0.0,1,3,0.0,4647.0,,,1
79.846,42.207,2008,2.660115178646293,3269,ice,0,15.30288523289357,0.8296503849074737,0,0,730.4281550686966,3939.0,,-47.25758783941822,1
77.017,41.941,2008,3.1389946298207425,3893,moraine,0,411.9674860615904,0.0,1,2,0.0,3887.0,,-14.96468777411863,1
